TOKEN	NE
2	0
.	0
Dear	0
Madam	0
Oct	0
28	0
th	0
1788	0
I	0
had	0
been	0
murmuring	0
at	0
my	0
cold	0
,	0
ever	0
since	0
you	0
left	0
Sandleford	B-place
,	0
for	0
having	0
deprived	0
me	0
of	0
an	0
hour	0
or	0
two	0
of	0
yours	0
&	0
Mr	B-pers
Dickenson	I-pers
s	0
company	0
till	0
this	0
morning	0
brought	0
me	0
the	0
best	0
amends	0
for	0
my	0
loſs	0
,	0
the	0
favour	0
of	0
your	0
obliging	0
letter	0
.	0
My	0
churlish	0
cold	0
kept	0
me	0
in	0
bed	0
the	0
day	0
you	0
departed	0
,	0
by	0
which	0
I	0
also	0
lost	0
the	0
pleasure	0
of	0
seeing	0
the	B-pers
Bishop	I-pers
of	I-pers
Salisbury	I-pers
&	0
Mrs	B-pers
Barrington	I-pers
,	0
who	0
had	0
the	0
goodneſs	0
to	0
call	0
for	0
an	0
hour	0
in	0
their	0
way	0
to	0
Mongewell	B-place
.	0
After	0
three	0
or	0
four	0
days	0
confinement	0
I	0
am	0
now	0
well	0
enough	0
to	0
take	0
the	0
air	0
in	0
my	0
chaise	0
,	0
&	0
in	0
some	0
shelterd	0
place	0
to	0
get	0
a	0
walk	0
.	0
These	0
little	0
excursions	0
are	0
very	0
delightfull	0
at	0
all	0
seasons	0
of	0
the	0
year	0
,	0
but	0
particularly	0
at	0
this	0
.	0
The	0
Seasons	0
have	0
all	0
performd	0
their	0
labours	0
,	0
&	0
all	0
things	0
seem	0
subsiding	0
into	0
gentle	0
peace	0
,	0
&	0
sweet	0
tranquillity	0
,	0
&	0
the	0
Robin	0
red	0
breast	0
chaunts	0
the	0
Vespers	0
of	0
the	0
year	0
.	0
My	0
time	0
of	0
life	0
,	0
now	0
falling	0
into	0
the	0
sere	0
&	0
yellow	0
leaf	0
Shakespeare	B-pers
,	0
Macbeth	0
V.iii	0
,	0
An	0
allusion	0
to	0
,	0
or	0
misquotation	0
of	0
,	0
Macbeth	0
V.iii	0
.	0
perhaps	0
makes	0
me	0
sympathise	0
more	0
with	0
the	0
tranquillity	0
of	0
Autumn	0
,	0
than	0
the	0
gayity	0
of	0
Spring	0
,	0
&	0
the	0
gaudy	0
pomp	0
,	0
&	0
splender	0
of	0
summer	0
,	0
&	0
its	0
bustling	0
labours	0
.	0
I	0
hope	0
my	0
dear	0
Madam	0
your	0
&	0
Mr	B-pers
Dickenson	I-pers
s	0
next	0
visit	0
to	0
Sandleford	B-place
will	0
not	0
be	0
so	0
short	0
,	0
&	0
my	0
Grandson	0
Edward	B-pers
will	0
in	0
another	0
year	0
pay	0
due	0
homage	0
to	0
the	0
rosy	0
cheeks	0
&	0
dimpled	0
smile	0
of	0
pretty	0
Miſs	B-pers
Dickenson	I-pers
.	0
His	0
Parents	0
beg	0
you	0
to	0
accept	0
to	0
present	0
their	0
best	0
respects	0
,	0
&	0
present	0
them	0
to	0
Mr	B-pers
Dickenson	I-pers
,	0
to	0
whom	0
I	0
hope	0
you	0
will	0
offer	0
mine	0
,	0
&	0
so	0
give	0
ye	0
little	0
Lady	0
s	0
rosy	0
cheek	0
a	0
kiſs	0
for	0
me	0
.	0
My	0
cold	0
has	0
left	0
such	0
a	0
weakneſs	0
in	0
my	0
eyes	0
,	0
as	0
fortunately	0
for	0
you	0
,	0
prevents	0
my	0
troubling	0
you	0
with	0
a	0
longer	0
letter	0
.	0
With	0
sincere	0
esteem	0
I	0
am	0
Dear	0
Madam	0
your	0
most	0
affectionate	0
&	0
Obliged	0
Humble	0
Servant	0
Eliz	B-pers
Montagu	I-pers
May	0
I	0
take	0
the	0
liberty	0
to	0
desire	0
my	0
best	0
compts	0
to	0
Lady	B-pers
Wake	I-pers
?	0
These	0
two	0
lines	0
appear	0
at	0
the	0
bottom	0
left	0
of	0
p.2	0
to	0
the	0
left	0
of	0
the	0
salutation	0
.	0
The	0
address	0
is	0
in	0
the	0
hand	0
of	0
Matthew	0
Montagu	0
,	0
MP	0
,	0
provider	0
of	0
the	0
frank	0
.	0
Newbury	B-place
.	0
October	0
the	0
twenty	0
eighth	0
1788	0
Mrs.	B-pers
Dickenson	I-pers
Bishop	0
mark	0
‘	0
OC	0
29	0
88	0
’	0
above	0
address	0
panel	0
and	0
frank	0
‘	0
FRE	0
E	0
5	0
’	0
over	0
address	0
.	0
at	0
Lady	B-pers
Wake	I-pers
's	0
Courteen	B-place
Hall	I-place
near	0
Northampton	B-place
M	0
free	0
Montagu	B-pers
.	0
Remains	0
of	0
a	0
seal	0
,	0
in	0
red	0
wax	0
.	0
Mrs	B-pers
Montagu	I-pers
Octer	0
.	0
28	0
--	0
1788	0
This	0
annotation	0
appears	0
on	0
the	0
left	0
side	0
of	0
p.3	0
when	0
unfolded	0
,	0
written	0
vertically	0
.	0
