TOKEN	NE
Edinburgh	B-place
,	0
25	0
th	0
.	0
April	0
1807	0
My	0
Dear	0
Sister	0
,	0
Your	0
Letter	0
of	0
the	0
12	0
th	0
-	0
Instant	0
has	0
remained	0
unanswered	0
,	0
because	0
it	0
was	0
not	0
in	0
my	0
power	0
to	0
say	0
anything	0
about	0
my	0
Appointment	0
,	0
as	0
His	B-pers
Majesty	I-pers
's	0
High	0
Commissioner	0
,	0
till	0
this	0
morning	0
,	0
when	0
I	0
received	0
Lord	B-pers
Hawkesbury	I-pers
Letter	0
Announcing	0
its	0
having	0
taken	0
place	0
.	0
So	0
,	0
now	0
I	0
must	0
hunt	0
about	0
for	0
my	0
Purse	0
Bearer	0
,	0
my	0
Aſsisting	0
Minister	0
,	0
my	0
two	0
Pages	0
,	0
my	0
four	0
Ushers	0
,	0
my	0
Eight	0
Footmen	0
,	0
my	0
Two	0
Chairmen	0
,	0
Macers	0
,	0
‘	0
A	0
mace-bearer	0
;	0
(	0
spec	0
.	0
in	0
Scotland	0
)	0
an	0
official	0
charged	0
with	0
various	0
ceremonial	0
and	0
administrative	0
duties	0
in	0
a	0
court	0
of	0
law	0
’	0
(	0
OED	0
s.v	0
.	0
macer	0
n.1	0
.	0
Accessed	0
09-01-2023	0
)	0
.	0
Confectioner	0
,	0
&	0
c	0
,	0
&	0
c	0
,	0
&	0
c.	0
I	0
desire	0
You	0
may	0
feel	0
the	0
full	0
force	0
of	0
the	0
Obligation	0
You	0
are	0
under	0
to	0
me	0
,	0
for	0
sparing	0
this	0
precious	0
moment	0
,	0
which	0
ought	0
to	0
be	0
employed	0
in	0
making	0
my	0
Arrangements	0
,	0
such	0
as	0
Contracts	0
with	0
Tavern	0
Keepers	0
,	0
&	0
Wine	0
Merchants	0
.	0
I	0
am	0
just	0
going	0
to	0
order	0
Wines	0
of	0
all	0
sorts	0
,	0
and	0
also	0
Gin	0
,	0
Rum	0
,	0
&	0
Brandy	0
,	0
the	0
Reverend	0
Divines	0
not	0
being	0
much	0
accustomed	0
to	0
drink	0
Claret	0
,	0
on	0
other	0
occasions	0
,	0
feel	0
it	0
neceſsary	0
to	0
qualify	0
that	0
Liquo	0
r	0
by	0
fortifying	0
their	0
Stomachs	0
with	0
a	0
Dram	0
.	0
We	0
shall	0
have	0
some	0
squabbling	0
on	0
the	0
first	0
day	0
of	0
the	0
aſsembly	0
,	0
as	0
there	0
is	0
a	0
Clerkship	0
Vacant	0
,	0
which	0
,	0
though	0
not	0
worth	0
above	0
£80	0
,	0
or	0
£90	0
pr	0
Ann	0
.	0
has	0
been	0
considered	0
so	0
consequential	0
,	0
that	0
the	0
late	0
Ministry	0
have	0
left	0
no	0
stone	0
unturned	0
,	0
to	0
procure	0
Members	0
to	0
be	0
sent	0
up	0
,	0
who	0
are	0
inclined	0
to	0
support	0
their	0
favourite	0
Candidate	0
.	0
The	0
friends	0
of	0
the	0
present	0
Ministry	0
have	0
been	0
equally	0
active	0
,	0
and	0
,	0
I	0
believe	0
,	0
have	0
secured	0
the	0
point	0
,	0
but	0
,	0
as	0
I	0
take	0
no	0
part	0
in	0
the	0
busineſs	0
,	0
I	0
do	0
not	0
venture	0
to	0
ask	0
much	0
about	0
it	0
.	0
The	0
appointment	0
of	0
Procurator	0
was	0
Vacant	0
last	0
Year	0
,	0
and	0
the	0
Election	0
was	0
carried	0
against	0
the	0
Candidate	0
of	0
the	0
late	0
Ministers	0
,	0
by	0
three	0
to	0
one	0
.	0
From	0
this	0
,	0
You	0
will	0
understand	0
that	0
“	0
All	0
the	0
Talents	0
”	0
William	0
Grenville	0
's	0
‘	0
Ministry	0
of	0
all	0
the	0
Talents	0
’	0
,	0
a	0
national	0
unity	0
government	0
1806-1807	0
.	0
had	0
not	0
won	0
the	0
affections	0
of	0
the	0
Scottish	0
Clergy	0
.	0
When	0
I	0
first	0
went	0
to	0
Parliament	0
,	0
Lord	B-pers
Grenville	I-pers
appeared	0
to	0
me	0
so	0
sensible	0
,	0
so	0
much	0
in	0
earnest	0
,	0
and	0
so	0
honest	0
,	0
that	0
I	0
would	0
readily	0
have	0
pinned	0
all	0
my	0
political	0
faith	0
on	0
his	0
Opinion	0
.	0
His	0
conduct	0
,	0
when	0
last	0
out	0
of	0
Office	0
,	0
and	0
when	0
last	0
in	0
Office	0
,	0
almost	0
gives	0
me	0
a	0
disgust	0
at	0
Politics	0
altogether	0
,	0
as	0
Sincerity	0
does	0
not	0
appear	0
to	0
be	0
a	0
neceſsary	0
Virtue	0
,	0
in	0
that	0
Science	0
.	0
His	0
worthy	0
Nephews	0
are	0
chuckle	0
heads	0
.	0
‘	0
A	0
