TOKEN	NE
Originally	0
catalogued	0
with	0
HAM/1/10/2/17/1	0
as	0
part	0
of	0
a	0
single	0
document	0
,	0
HAM/1/10/2/17	0
.	0
The	0
speechmarks	0
and	0
absence	0
of	0
proper	0
closer	0
,	0
as	0
well	0
as	0
the	0
page	0
being	0
cut	0
away	0
both	0
above	0
and	0
below	0
the	0
text	0
,	0
suggest	0
that	0
this	0
is	0
a	0
transcription	0
of	0
Hamilton	0
's	0
letter	0
to	0
Mary	0
Jackson	0
,	0
quoted	0
in	0
,	0
and	0
excerpted	0
from	0
,	0
a	0
later	0
document	0
.	0
18	0
18	0
“	0
My	0
Dr	0
.	0
Mary	B-pers
.	0
You	0
are	0
little	0
acquainted	0
wth	0
.	0
my	0
“	0
heart	0
if	0
you	0
can	0
suppose	0
your	0
letter	0
has	0
not	0
made	0
“	0
an	0
impreſsion	0
on	0
my	0
feelings	0
,	0
had	0
you	0
followed	0
“	0
my	0
the	0
advice	0
I	0
sent	0
you	0
before	0
Mrs.	B-pers
Horseley	I-pers
s	0
death	0
,	0
“	0
it	0
wld	0
.	0
have	0
been	0
better	0
for	0
you	0
,	0
&	0
more	0
creditable	0
“	0
to	0
ye	B-pers
.	I-pers
Bishop	I-pers
,	0
every	0
one	0
knew	0
he	0
was	0
not	0
destitute	0
“	0
of	0
more	0
suitable	0
comforters	0
&	0
companions	0
than	0
“	0
a	0
Young	0
woman	0
--	0
what	0
is	0
past	0
can	0
not	0
be	0
recalled	0
“	0
The	0
sooner	0
you	0
quit	0
yr	0
.	0
present	0
abode	0
the	0
easier	0
“	0
will	0
be	0
my	0
task	0
of	0
stoping	0
ye	0
.	0
tongue	0
of	0
calumny	0
“	0
As	0
you	0
aſsure	0
me	0
it	0
is	0
not	0
your	0
intention	0
to	0
“	0
Marry	0
ye	B-pers
.	I-pers
Bishop	I-pers
.	0
I	0
loved	0
yor	0
.	0
Mother	0
wth	0
.	0
too	0
“	0
sincere	0
a	0
friendship	0
not	0
to	0
be	0
very	0
much	0
“	0
interested	0
in	0
the	0
welfare	0
&	0
honor	0
of	0
her	0
Daughters	0
“	0
&	0
c	0
&	0
c	0
”	0
19	0
Novbr	0
1805	0
