TOKEN,NE
42,0
d,0
Shaw,0
Park,0
Shaw,0
Park,0
was,0
the,0
home,0
of,0
Lord,B-pers
Cathcart,I-pers
",",0
brother,0
of,0
Mary,B-pers
Napier,I-pers
(,I-pers
née,I-pers
Cathcart,I-pers
),I-pers
.,0
28,0
th,0
of,0
July,0
1774,0
T'is,0
alas,0
but,0
too,0
true,0
",",0
my,0
Dear,0
Miſs,B-pers
Hamilton,I-pers
",",0
that,0
we,0
have,0
lost,0
one,0
of,0
the,0
best,0
&,0
worthie,0
st,0
of,0
Parents,0
--,0
an,0
irreparable,0
loſs,0
to,0
us,0
all,0
",",0
but,0
more,0
particularly,0
so,0
to,0
my,0
two,0
little,0
Sisters,0
",",0
who,0
",",0
poor,0
innocents,0
",",0
have,0
lost,0
a,0
mother,0
almost,0
before,0
they,0
know,0
what,0
a,0
bleſsing,0
she,0
was,0
to,0
them,0
.,0
--,0
Our,0
distreſs,0
my,0
dear,0
Miſs,B-pers
Hamilton,I-pers
",",0
is,0
the,0
greater,0
as,0
it,0
was,0
so,0
unexpected,0
a,0
stroke,0
",",0
it,0
being,0
only,0
the,0
tenth,0
day,0
of,0
our,0
dear,0
mamma,0
's,0
illneſs,0
",",0
we,0
did,0
not,0
",",0
ti,0
l,0
that,0
day,0
",",0
apprehend,0
the,0
smallest,0
danger,0
",",0
but,0
far,0
",",0
ve,0
ry,0
far,0
from,0
our,0
thoughts,0
was,0
her,0
death,0
removed,0
;,0
He,0
tha,0
t,0
givith,0
affliction,0
",",0
is,0
both,0
able,0
&,0
willing,0
to,0
support,0
them,0
tha,0
t,0
call,0
on,0
him,0
&,0
put,0
their,0
trust,0
in,0
him,0
....,0
Papa,B-pers
's,0
health,0
for,0
some,0
time,0
has,0
not,0
been,0
very,0
good,0
",",0
but,0
thank,0
God,0
he,0
is,0
better,0
then,0
I,0
expected,0
tho,0
',0
far,0
from,0
being,0
what,0
I,0
could,0
wish,0
.,0
We,0
are,0
much,0
obliged,0
to,0
Mrs.,B-pers
Hamilton,I-pers
&,0
you,0
for,0
your,0
kind,0
wishes,0
",",0
It,0
ho,0
w,0
happy,0
woul,0
d,0
I,0
have,0
been,0
if,0
I,0
could,0
have,0
contradicted,0
the,0
new,0
paper,0
but,0
God,0
's,0
will,0
",",0
be,0
done,0
.,0
I,0
hope,0
you,0
will,0
forgive,0
my,0
not,0
proceeding,0
with,0
this,0
malencholy,0
subject,0
as,0
it,0
is,0
too,0
much,0
for,0
me,0
to,0
bear,0
.,0
&,0
believe,0
me,0
to,0
be,0
my,0
Dear,0
Miſs,B-pers
Hamilton,I-pers
your,0
affectionat,0
e,0
Friend,0
&,0
Cousin,0
M-S,B-pers
Napier,I-pers
P.S,0
.,0
Papa,0
desired,0
me,0
to,0
tell,0
you,0
he,0
has,0
received,0
your,0
long,0
letter,0
Adieu,0
