TOKEN	NE
This	0
note	0
appears	0
in	0
Llanover	0
(	0
1862	0
:	0
478	0
)	0
.	0
78	0
As	0
I	0
feard	0
--	0
the	0
Blister	0
was	0
obliged	0
to	0
be	0
applied	0
--	0
tho	0
not	0
till	0
6	0
o'Clock	0
this	0
morng	0
.	0
/	0
she	0
has	0
been	0
up	0
to	0
have	0
her	0
bed	0
made	0
--	0
&	0
Mr.	B-pers
Yonge	I-pers
says	0
thank	0
God	0
!	0
that	0
she	0
is	0
realy	0
better	0
--	0
that	0
is	0
that	0
the	0
fever	0
is	0
very	0
much	0
conquer	0
'd	0
--	0
but	0
she	0
is	0
weaker	0
than	0
can	0
be	0
imagined	0
/	0
she	0
thanks	0
you	0
most	0
sincerly	0
for	0
your	0
kindneſs	0
/	0
GM	B-pers
P	I-pers
8	0
April	0
1788	0
77	0
Because	0
of	0
how	0
the	0
note	0
is	0
folded	0
into	0
the	0
manuscript	0
volume	0
,	0
the	0
back	0
of	0
the	0
note	0
(	0
including	0
the	0
addres	0
line	0
)	0
functions	0
as	0
the	0
page	0
before	0
the	0
actual	0
note	0
,	0
and	0
it	0
is	0
therefore	0
labelled	0
as	0
'page	0
'	0
77	0
rather	0
than	0
79	0
.	0
Mrs.	B-pers
Dickenson	I-pers
