TOKEN,NE
The,0
first,0
image,0
is,0
of,0
an,0
archival,0
note,0
with,0
basic,0
metadata,0
",",0
the,0
location,0
in,0
the,0
Yale,0
Edition,0
of,0
Horace,0
Walpole,0
's,0
correspondence,0
",",0
and,0
the,0
provenance,0
of,0
the,0
document,0
.,0
This,0
letter,0
appears,0
in,0
Lewis,0
(,0
1937-83,0
:,0
XXXI,0
",",0
263-264,0
),0
.,0
Berkeley,0
Square,0
June,0
11,0
th,0
.,0
1788,0
.,0
Dear,0
Madam,0
if,0
you,0
&,0
Mr,B-pers
Dickenson,I-pers
like,0
to,0
see,0
the,0
Play,0
at,0
Richmond,0
house,0
on,0
Saturday,0
next,0
",",0
I,0
have,0
asked,0
Gen.,B-pers
Conway,I-pers
for,0
tickets,0
for,0
you,0
both,0
",",0
&,0
he,0
has,0
promised,0
me,0
them,0
.,0
It,0
will,0
be,0
the,0
last,0
performance,0
this,0
year,0
.,0
Be,0
so,0
good,0
as,0
to,0
let,0
me,0
know,0
before,0
dinner,0
",",0
if,0
you,0
shoud,0
not,0
be,0
at,0
home,0
when,0
I,0
send,0
this,0
.,0
yr,0
most,0
obed,0
.,0
Sert,0
HorWalpole,B-pers
F,0
Honble,0
Horace,B-pers
Walpole,I-pers
June,0
1788,0
This,0
annotation,0
is,0
written,0
upside,0
down,0
at,0
the,0
bottom,0
of,0
the,0
sheet,0
.,0
