TOKEN,NE
8,0
Cumberland,0
Street,0
Dec,0
17,0
th,0
.,0
1798,0
Dear,0
Mrs,B-pers
Dickenson,I-pers
I,0
received,0
your,0
last,0
letter,0
with,0
much,0
pleasure,0
",",0
and,0
was,0
very,0
happy,0
to,0
find,0
it,0
was,0
only,0
engagements,0
that,0
had,0
prevented,0
my,0
hearing,0
from,0
you,0
sooner,0
.,0
As,0
you,0
have,0
so,0
much,0
to,0
communicate,0
I,0
hope,0
it,0
will,0
not,0
be,0
long,0
before,0
I,0
am,0
indulged,0
with,0
a,0
large,0
sheet,0
of,0
paper,0
",",0
well,0
filled,0
",",0
by,0
yourself,0
and,0
dear,0
Louisa,B-pers
.,0
Pray,0
remember,0
me,0
kindly,0
to,0
Mrs,B-pers
de,I-pers
',I-pers
Salis,I-pers
",",0
and,0
thank,0
her,0
for,0
her,0
intention,0
of,0
writing,0
to,0
me,0
and,0
pray,0
tell,0
her,0
I,0
am,0
very,0
sorry,0
she,0
had,0
not,0
her,0
spectacles,0
with,0
her,0
.,0
I,0
mentioned,0
in,0
my,0
last,0
that,0
Lady,B-pers
Wake,I-pers
had,0
not,0
called,0
on,0
my,0
Aunt,0
while,0
Katherine,B-pers
was,0
with,0
her,0
on,0
the,0
Sunday,0
after,0
my,0
Sister,0
left,0
Bromley,B-place
Lady,B-pers
and,0
Miſs,B-pers
Wake,I-pers
s,0
called,0
on,0
purpose,0
to,0
invite,0
K,B-pers
.,I-pers
and,0
my,0
Aunt,0
to,0
Pheasant,0
Grove,0
My,0
Aunt,0
Barnard,B-pers
is,0
going,0
to,0
reside,0
in,0
the,0
Town,0
of,0
Bromley,B-place
",",0
I,0
belive,0
She,0
has,0
taken,0
the,0
Lodgings,0
Mrs,B-pers
Harris,I-pers
has,0
just,0
left,0
.,0
Katherine,B-pers
had,0
a,0
letter,0
from,0
my,0
Aunt,0
Nanny,B-pers
this,0
morning,0
.,0
Mrs,B-pers
Harris,I-pers
is,0
going,0
to,0
make,0
her,0
a,0
visit,0
for,0
a,0
few,0
days,0
when,0
Mrs,B-pers
H,I-pers
.,I-pers
takes,0
leave,0
of,0
Bromley,B-place
We,0
paſsed,0
a,0
very,0
agreable,0
day,0
with,0
Mr,B-pers
and,0
Mrs,B-pers
Kinderley,I-pers
about,0
a,0
week,0
ago,0
",",0
They,0
desired,0
their,0
Compts,0
to,0
yourself,0
and,0
Mr,B-pers
Dickenson,I-pers
.,0
Yesterday,0
we,0
dined,0
with,0
Mrs,B-pers
Lowe,I-pers
",",0
who,0
sent,0
her,0
Carriage,0
for,0
us,0
and,0
sent,0
us,0
home,0
at,0
night,0
.,0
We,0
drink,0
tea,0
with,0
Mrs,B-pers
and,0
Miſs,B-pers
Boultons,I-pers
this,0
evening,0
.,0
We,0
also,0
spend,0
the,0
evening,0
out,0
to,0
morrow,0
.,0
You,0
must,0
have,0
the,0
goodness,0
to,0
excuse,0
the,0
shortneſs,0
of,0
this,0
letter,0
",",0
had,0
I,0
anything,0
more,0
to,0
say,0
I,0
would,0
",",0
but,0
I,0
sincerely,0
hope,0
you,0
will,0
not,0
follow,0
my,0
example,0
",",0
Mrs,B-pers
Bates,I-pers
desires,0
her,0
Compliments,0
",",0
my,0
Sisters,0
join,0
in,0
kind,0
love,0
to,0
yourself,0
Mr,B-pers
D,I-pers
and,0
Louisa,B-pers
",",0
Believe,0
me,0
dear,0
Mrs,B-pers
Dickenson,I-pers
Yrs,0
affecly,0
M.,B-pers
J.,I-pers
Jackson,I-pers
Pray,0
give,0
my,0
best,0
love,0
to,0
Mr,B-pers
D,I-pers
.,I-pers
Louisa,B-pers
",",0
M,0
rs,0
&,0
Mrs,B-pers
Morrison,I-pers
",",0
remember,0
me,0
kindly,0
to,0
all,0
Enquirers,0
2:7:4,0
4,0
:,0
2,0
2:11,0
..,0
6,0
This,0
annotation,0
concerns,0
the,0
adding,0
up,0
of,0
various,0
numbers,0
",",0
which,0
seem,0
to,0
represent,0
pounds,0
",",0
shilling,0
and,0
pence,0
",",0
and,0
is,0
written,0
vertically,0
at,0
the,0
top,0
left,0
of,0
the,0
page,0
.,0
Remains,0
of,0
a,0
stamp,0
",",0
in,0
red,0
ink,0
",",0
indicating,0
the,0
time,0
(,0
possibly,0
9,0
o'clock,0
),0
and,0
the,0
date,0
(,0
19,0
December,0
),0
.,0
Across,0
it,0
are,0
the,0
remains,0
of,0
another,0
stamp,0
",",0
in,0
black,0
ink,0
.,0
4:19:3,0
1:1:0,0
6:0:3,0
This,0
annotation,0
concerns,0
the,0
adding,0
up,0
of,0
various,0
numbers,0
",",0
which,0
seem,0
to,0
represent,0
pounds,0
",",0
shillings,0
and,0
pence,0
",",0
and,0
is,0
written,0
vertically,0
at,0
the,0
top,0
centre,0
of,0
the,0
page,0
.,0
To,0
Leighton,0
House,0
Remains,0
of,0
a,0
stamp,0
",",0
reading,0
'Penny,0
Post,0
Not,0
Paid,0
',0
.,0
Leighton,B-place
Buzzard,I-place
Single,0
Bedfordshire,B-place
Owe,0
Miss,B-pers
Hoyd,I-pers
£,0
0:6:2,0
This,0
annotation,0
is,0
written,0
vertically,0
at,0
the,0
bottom,0
of,0
the,0
page,0
.,0
Remains,0
of,0
a,0
seal,0
",",0
in,0
red,0
wax,0
.,0
