TOKEN,NE
On,0
the,0
order,0
of,0
the,0
preceding,0
three,0
letters,0
",",0
see,0
GEO/ADD/3/82/65,0
p.1,0
n.1,0
.,0
66,0
Moved,0
annotation,0
here,0
from,0
position,0
to,0
the,0
right,0
of,0
the,0
salutation,0
.,0
Recd,0
.,0
Monday,0
afternoon,0
5,0
oClock,0
--,0
22,0
d,0
Novbr-,0
1779,0
My,0
dearest,0
",",0
dearest,0
",",0
dearest,0
Miranda,B-pers
",",0
my,0
Sister,0
",",0
my,0
Friend,0
",",0
What,0
a,0
dear,0
whimsical,0
creature,0
thou,0
art,0
",",0
however,0
I,0
have,0
a,0
crow,0
to,0
pull,0
with,0
you,0
",",0
To,0
have,0
a,0
crow,0
to,0
pull,0
with,0
someone,0
is,0
‘,0
to,0
have,0
something,0
disagreeable,0
or,0
awkward,0
to,0
settle,0
with,0
[,0
them,0
],0
;,0
to,0
have,0
a,0
matter,0
of,0
dispute,0
",",0
or,0
something,0
requiring,0
explanation,0
",",0
to,0
clear,0
up,0
;,0
to,0
have,0
some,0
fault,0
to,0
find,0
with,0
[,0
them,0
],0
’,0
(,0
OED,0
s.v,0
.,0
crow,0
n.,0
1,0
",",0
3b,0
.,0
Accessed,0
31-01-2020,0
),0
.,0
",",0
who,0
in,0
ye,0
.,0
names,0
of,0
Euterpe,B-pers
&,0
Melpomene,B-pers
ever,0
desired,0
me,0
you,0
to,0
appear,0
to,0
y,0
m,0
e,0
",",0
in,0
a,0
disposition,0
in,0
wh,0
..,0
you,0
really,0
was,0
not,0
",",0
pardon,0
me,0
my,0
dearest,0
Sister,0
is,0
yt,0
.,0
quite,0
consistant,0
with,0
true,0
friendship,0
",",0
did,0
not,0
I,0
tell,0
you,0
you,0
was,0
equally,0
dear,0
&,0
amiable,0
in,0
my,0
eyes,0
in,0
whatever,0
mood,0
you,0
was,0
",",0
you,0
will,0
again,0
say,0
I,0
have,0
been,0
giving,0
some,0
odd,0
twist,0
to,0
yr,0
.,0
meaning,0
.,0
Now,0
I,0
have,0
spit,0
my,0
fire,0
:,0
How,0
cld,0
..,0
you,0
twist,0
my,0
meaning,0
so,0
as,0
to,0
suppose,0
I,0
recommended,0
to,0
you,0
to,0
follow,0
all,0
ye,0
.,0
cries,0
&,0
follies,0
of,0
ye,0
.,0
age,0
",",0
what,0
I,0
meant,0
by,0
diſsipation,0
",",0
was,0
going,0
more,0
into,0
ye,0
.,0
World,0
among,0
yr,0
.,0
friends,0
&,0
acquaintances,0
",",0
than,0
is,0
in,0
yr,0
.,0
power,0
to,0
do,0
here,0
",",0
&,0
by,0
that,0
means,0
to,0
diſsipate,0
yr,0
.,0
melancholy,0
&,0
to,0
resume,0
yr,0
.,0
usual,0
air,0
de,0
badinage,0
As,0
