TOKEN,NE
The,0
position,0
of,0
this,0
note,0
differs,0
from,0
that,0
in,0
the,0
Georgian,0
Papers,0
Online,0
catalogue,0
.,0
The,0
reference,0
to,0
committing,0
an,0
answer,0
to,0
the,0
flames,0
strongly,0
suggests,0
that,0
it,0
immediately,0
preceded,0
the,0
Prince,0
's,0
GEO/ADD/3/82/28,0
of,0
c.29,0
August,0
",",0
an,0
ordering,0
corroborated,0
by,0
the,0
fact,0
that,0
she,0
here,0
calls,0
him,0
‘,0
Sir,0
’,0
and,0
only,0
uses,0
‘,0
friend,0
’,0
once,0
.,0
The,0
Prince,0
's,0
distress,0
in,0
GEO/ADD/3/82/29,0
of,0
later,0
the,0
same,0
day,0
might,0
have,0
been,0
provoked,0
by,0
the,0
apocalyptic,0
closing,0
words,0
of,0
this,0
short,0
note,0
",",0
which,0
otherwise,0
seem,0
more,0
appropriate,0
to,0
the,0
events,0
of,0
December,0
.,0
1,0
Forgive,0
me,0
Sir,0
disappointing,0
you,0
for,0
you,0
probably,0
expected,0
an,0
Answer,0
to,0
day,0
to,0
your,0
last,0
",",0
I,0
had,0
wr,0
ote,0
itten,0
one,0
but,0
committed,0
it,0
to,0
the,0
flames,0
--,0
The,0
Prayers,0
&,0
the,0
best,0
&,0
sincerest,0
wishes,0
of,0
an,0
honest,0
heart,0
&,0
affte,0
.,0
friend,0
are,0
&,0
will,0
be,0
Yours,0
.,0
--,0
O,0
what,0
wretches,0
are,0
those,0
who,0
lead,0
you,0
into,0
vice,0
&,0
Folly,0
&,0
--,0
will,0
you,0
plunge,0
into,0
ye,0
.,0
pit,0
of,0
destruction,0
with,0
your,0
Eyes,0
Open,0
?,0
The,0
second,0
page,0
is,0
blank,0
.,0
