TOKEN,NE
The,0
first,0
page,0
is,0
an,0
image,0
of,0
the,0
marbled,0
outer,0
cover,0
of,0
the,0
diary,0
",",0
including,0
a,0
typewritten,0
label,0
'Mrs,0
Dickenson,0
's,0
Diary,0
",",0
Feby,0
22,0
to,0
April,0
"3,1797",0
.,0
',0
.,0
March,0
1797,0
Mrs,B-pers
Dickenson,I-pers
&,0
her,0
husband,0
had,0
their,0
portraits,0
taken,0
by,0
the,0
elder,0
orme,B-pers
also,0
their,0
Daughter,0
1797,0
(,0
22,0
d,0
Febry-,0
),0
Wednesday,0
--,0
Arrived,0
in,0
London,0
at,0
½,0
past,0
4,0
o'Clock,0
at,0
our,0
Lodgings,0
.,0
at,0
Mr,B-pers
Rhodes,I-pers
Lower,0
Brook,0
Str,0
.,0
Nr,0
:,0
58,0
--,0
found,0
Morrison,B-pers
there,0
ready,0
to,0
receive,0
us,0
--,0
had,0
a,0
dinner,0
from,0
the,0
Tavern,0
--,0
Mr.,B-pers
D,I-pers
:,I-pers
went,0
to,0
Lady,B-pers
Frances,I-pers
Harpur,I-pers
&,0
left,0
Louisa,B-pers
's,0
Profile,0
--,0
heard,0
she,0
was,0
dining,0
out,0
at,0
her,0
Br,0
.,0
Lord,B-pers
Warwick,I-pers
s,0
for,0
the,0
first,0
time,0
she,0
had,0
dined,0
out,0
these,0
7,0
Years,0
--,0
&,0
was,0
to,0
Leave,0
Londn,B-place
.,I-place
to,0
go,0
to,0
her,0
Sons,0
Sr.,B-pers
Henry,I-pers
at,0
Caulk,0
tomorrow,0
Morng,0
at,0
11,0
--,0
he,0
also,0
went,0
to,0
Ly,B-pers
Wake,I-pers
s,0
--,0
happy,0
to,0
find,0
this,0
Dearest,0
of,0
friends,0
well,0
--,0
her,0
two,0
daughters,0
at,0
home,0
Marianne,B-pers
look,0
'd,0
out,0
of,0
spirits,0
Charlotte,B-pers
quite,0
gay,0
.,0
Sup,0
'd,0
there,0
--,0
came,0
home,0
abt,0
.,0
11,0
--,0
Wrote,0
letter,0
to,0
Ly,B-pers
Herries,I-pers
at,0
Bath,B-place
Herries,0
's,0
reply,0
is,0
HAM/1/17/212,0
.,0
23,0
d,0
/,0
A,0
Footman,0
came,0
recommended,0
by,0
Mr-,B-pers
Johnstone,I-pers
--,0
we,0
agreed,0
with,0
him,0
for,0
one,0
Guinea,0
pr,0
.,0
week,0
--,0
his,0
name,0
Martyn,B-pers
Gerard,I-pers
a,0
married,0
man,0
of,0
a,0
steady,0
appearance,0
seemingly,0
between,0
40,0
&,0
50,0
.,0
--,0
at,0
½,0
past,0
10,0
Mr.,B-pers
D,I-pers
:,I-pers
recd,0
.,0
a,0
Note,0
from,0
Ly,B-pers
Frances,I-pers
Harpur,I-pers
&,0
sent,0
Louisa,B-pers
a,0
present,0
of,0
a,0
sattin,0
Housewife,0
‘,0
A,0
small,0
case,0
or,0
pouch,0
for,0
needles,0
",",0
thread,0
",",0
and,0
other,0
small,0
sewing,0
items,0
’,0
(,0
OED,0
s.v,0
.,0
housewife,0
n.,0
",",0
4,0
.,0
Accessed,0
01-03-2022,0
),0
.,0
--,0
Mr.,B-pers
D,I-pers
",",0
L,B-pers
&,0
I,0
went,0
to,0
Ly-,B-pers
Frances,I-pers
Harpur,I-pers
at,0
½,0
past,0
--,0
10,0
--,0
saw,0
her,0
for,0
a,0
few,0
Minutes,0
before,0
she,0
set,0
out,0
--,0
happy,0
to,0
see,0
this,0
amiable,0
woman,0
lookg,0
well,0
--,0
saw,0
Miſs,B-pers
Stevens,I-pers
(,0
who,0
is,0
now,0
14,0
--,0
Saw,0
there,0
also,0
my,0
Cousin,0
Charles,B-pers
Greville,I-pers
--,0
Miſs,B-pers
Weldren,I-pers
--,0
Mrs.,B-pers
Grey,I-pers
--,0
Miſs,B-pers
S,I-pers
's,0
--,0
Governeſs,0
who,0
seems,0
in,0
a,0
decline,0
--,0
had,0
some,0
conversation,0
wth-,0
her,0
before,0
Ly,B-pers
F,I-pers
:,I-pers
came,0
in,0
--,0
Call,0
'd,0
at,0
Mrs.,B-pers
King,I-pers
she,0
is,0
better,0
still,0
in,0
ye,0
Country,0
.,0
Went,0
to,0
Ly,B-pers
Cremorne,I-pers
found,0
her,0
vastly,0
well,0
--,0
my,0
Lord,0
better,0
but,0
still,0
indifferent,0
--,0
was,0
let,0
in,0
at,0
Mrs.,B-pers
Boscowan,I-pers
s,0
--,0
Lady,B-pers
Wake,I-pers
s,0
--,0
Mrs.,B-pers
Hawkins,I-pers
Browne,I-pers
(,0
saw,0
Mr.,B-pers
H,I-pers
Browne,I-pers
),0
call,0
'd,0
at,0
Lord,B-pers
Orford,I-pers
s,0
he,0
is,0
still,0
confined,0
to,0
his,0
bed,0
&,0
declining,0
very,0
fast,0
.,0
),0
Mr.,B-pers
D,I-pers
:,I-pers
L,B-pers
:,I-pers
&,0
me,0
din,0
'd,0
Lady,B-pers
Wa,I-pers
Mrs.,B-pers
Glover,I-pers
s,0
Mrs.,B-pers
Bloſset,I-pers
s,0
--,0
we,0
din,0
'd,0
at,0
Lady,B-pers
Wake,I-pers
s,0
--,0
Left,0
Mr.,B-pers
D,I-pers
&,0
Louisa,B-pers
there,0
went,0
at,0
7,0
to,0
Lady,B-pers
Mansfield,I-pers
s,0
--,0
sat,0
an,0
hour,0
with,0
her,0
Much,0
pleased,0
to,0
find,0
her,0
so,0
well,0
tolerably,0
--,0
saw,0
Ly,B-pers
Caroline,I-pers
who,0
is,0
grown,0
a,0
very,0
fine,0
Girl,0
--,0
Went,0
to,0
my,0
Aunt,0
Dogr,B-pers
.,I-pers
Lady,I-pers
Warwick,I-pers
s,0
--,0
saw,0
the,0
General,B-pers
Clarke,I-pers
her,0
husband,0
--,0
my,0
Cousin,0
Robt,B-pers
.,I-pers
Greville,I-pers
there,0
--,0
went,0
to,0
Mrs.,B-pers
Ord,I-pers
found,0
her,0
very,0
well,0
&,0
happy,0
to,0
see,0
me,0
Went,0
to,0
Lord,B-pers
Cremorne,I-pers
s,0
--,0
met,0
there,0
Mrs.,B-pers
Boscowan,I-pers
--,0
Lord,B-pers
Ducie,I-pers
--,0
Mr,B-pers
Antrobus,I-pers
",",0
Baron,B-pers
Nagell,I-pers
--,0
Lady,B-pers
Wake,I-pers
&,0
my,0
Husband,0
--,0
he,0
made,0
up,0
Lord,B-pers
Cremorne,I-pers
s,0
Whist,0
party,0
--,0
Baron,B-pers
Nagell,I-pers
&,0
Mrs.,B-pers
Boscowan,I-pers
went,0
away,0
we,0
staid,0
supper,0
--,0
came,0
home,0
early,0
wth,0
.,0
Lady,B-pers
Wake,I-pers
--,0
a,0
very,0
pleasant,0
agreeable,0
Eveg,0
at,0
Ld,B-pers
.,I-pers
Cremorne,I-pers
s,0
--,0
had,0
much,0
amusement,0
in,0
relating,0
wonderful,0
Stories,0
of,0
Ghosts,0
&,0
c,0
--,0
Sent,0
Letters,0
to,0
Mrs.,B-pers
Worsley,I-pers
&,0
Mr-,B-pers
Dickenson,I-pers
--,0
24,0
th,0
-,0
Friday,0
--,0
Schram,B-pers
to,0
Mr.,B-pers
Dickenson,I-pers
--,0
Mr.,B-pers
D,I-pers
.,I-pers
L,B-pers
&,0
I.,0
went,0
to,0
Mrs.,B-pers
Rundell,I-pers
--,0
saw,0
two,0
of,0
ye,0
Daughters,0
--,0
Mr.,B-pers
R,I-pers
at,0
Blackheath,B-place
where,0
they,0
have,0
a,0
small,0
house,0
for,0
change,0
of,0
air,0
for,0
him,0
&,0
c,0
.,0
Went,0
to,0
Mr.,B-pers
Kinder,I-pers
--,0
saw,0
him,0
in,0
a,0
melancholy,0
State,0
--,0
saw,0
Mrs.,B-pers
Gore,I-pers
--,0
Miſs,B-pers
Kinder,I-pers
at,0
Bath,B-place
for,0
her,0
health,0
--,0
call,0
'd,0
at,0
Dr.,B-pers
Turton,I-pers
s,0
Mrs.,B-pers
Garrick,I-pers
s,0
left,0
notes,0
--,0
at,0
Mr.,B-pers
Homes,I-pers
not,0
at,0
home,0
--,0
Din,0
'd,0
at,0
home,0
at,0
7,0
went,0
to,0
Mrs.,B-pers
Hunter,I-pers
s,0
saw,0
her,0
&,0
ye,B-pers
.,I-pers
2,I-pers
Lady,I-pers
Montgommerys,I-pers
ye,0
.,0
eldest,0
11,0
ye,0
.,0
6,0
th,0
of,0
next,0
Mont,0
(,0
Lady,B-pers
Mary,I-pers
),0
the,0
youngest,0
Ly,B-pers
.,I-pers
Susan,I-pers
14,0
Months,0
younger,0
--,0
from,0
Mrs.,B-pers
Hunter,I-pers
to,0
Mrs.,B-pers
Bloſset,I-pers
--,0
was,0
much,0
affected,0
to,0
see,0
her,0
in,0
so,0
deplorable,0
a,0
state,0
--,0
Mrs.,B-pers
de,I-pers
Salis,I-pers
&,0
Miſs,B-pers
Bloſset,I-pers
at,0
home,0
(,0
Mrs.,B-pers
De,I-pers
S——,I-pers
went,0
to,0
Mrs.,B-pers
Barrington,I-pers
s,0
aſsembly,0
),0
Mr.,B-pers
Peckhamwell,I-pers
there,0
Nephew,0
--,0
an,0
agreeable,0
sensible,0
modest,0
young,0
Man,0
of,0
20,0
Studies,0
ye,0
.,0
law,0
--,0
Came,0
home,0
at,0
10,0
--,0
Wrote,0
to,0
Ly,B-pers
Murray,I-pers
s,0
This,0
might,0
possibly,0
be,0
Lady,B-pers
Elizabeth,I-pers
Mary,I-pers
Finch-Hatton,I-pers
(,I-pers
née,I-pers
Murray,I-pers
),I-pers
",",0
who,0
replies,0
the,0
next,0
day,0
(,0
see,0
HAM/1/18/201,0
),0
",",0
but,0
is,0
more,0
likely,0
the,0
Ladies,B-pers
Murray,I-pers
at,0
Kenwood,0
.,0
Miſs,B-pers
A,I-pers
Clarke,I-pers
--,0
Went,0
to,0
Miſs,B-pers
Lloyd,I-pers
s,0
--,0
Saturday,0
--,0
25,0
Febry-,0
/,0
Dixon,B-pers
Hair,0
Dreſser,0
for,0
Louisa,B-pers
&,0
Me,0
--,0
To,0
begin,0
to,0
dreſs,0
me,0
tomorrow,0
at,0
10-6,0
Pr,0
.,0
Week,0
--,0
much,0
amused,0
wth,0
.,0
his,0
volubility,0
--,0
of,0
tongue,0
--,0
went,0
to,0
Lady,B-pers
Cremorne,I-pers
accompanied,0
by,0
Louisa,B-pers
at,0
12,0
staid,0
an,0
hour,0
--,0
had,0
much,0
converse,0
abt,0
.,0
ye,B-pers
.,I-pers
Queen,I-pers
Pſs,B-pers
.,I-pers
Wales,I-pers
--,0
My,0
dear,0
Pſs,B-pers
.,I-pers
Sophia,I-pers
--,0
Mem,0
},0
Ly,B-pers
C,I-pers
.,I-pers
never,0
invited,0
in,0
private,0
since,0
Ly,B-pers
Jersey,I-pers
s,0
affair,0
--,0
Mrs.,B-pers
Kennicot,I-pers
at,0
Ly,B-pers
