TOKEN,NE
My,0
dear,0
",",0
are,0
you,0
engaged,0
this,0
Evening,0
?,0
or,0
will,0
you,0
come,0
home,0
with,0
me,0
from,0
Ly,B-pers
Clavering,I-pers
s,0
?,0
I,0
shall,0
call,0
on,0
you,0
at,0
¼,0
after,0
before,0
5,0
unleſs,0
I,0
send,0
you,0
word,0
to,0
the,0
contrary,0
--,0
adieu,0
are,0
you,0
quite,0
well,0
--,0
yours,0
&,0
c,0
CMG,B-pers
--,0
17,0
Janry,0
.,0
1785,0
This,0
annotation,0
appears,0
to,0
the,0
left,0
of,0
the,0
salutation,0
.,0
17,0
Jany,0
1785,0
This,0
annotation,0
is,0
written,0
vertically,0
in,0
the,0
right,0
margin,0
.,0
HAM/1/15/1/5,0
(,0
2,0
),0
is,0
pasted,0
onto,0
the,0
sheet,0
of,0
this,0
note,0
.,0
