TOKEN,NE
It,0
is,0
very,0
mortifying,0
to,0
me,0
that,0
I,0
can,0
not,0
be,0
an,0
aſsistant,0
to,0
Mrs,B-pers
Goldsworthy,I-pers
's,0
charitable,0
undertaking,0
but,0
the,0
truth,0
is,0
I,0
am,0
engaged,0
in,0
favour,0
of,0
a,0
poor,0
clergyman,0
which,0
has,0
at,0
least,0
for,0
some,0
time,0
exhausted,0
the,0
little,0
interest,0
I,0
can,0
pretend,0
to,0
--,0
hope,0
to,0
be,0
so,0
Happy,0
as,0
to,0
see,0
you,0
some,0
part,0
of,0
this,0
Evening,0
",",0
am,0
much,0
better,0
&,0
see,0
a,0
few,0
choice,0
Friends,0
ever,0
yrs,0
affectly,0
MD,B-pers
:,I-pers
My,0
young,0
people,0
root,0
and,0
branch,0
are,0
charm,0
'd,0
wth,0
.,0
Miſs,B-pers
Hamilton,I-pers
at,0
this,0
time,0
I,0
believe,0
in,0
the,0
Whispering,0
Galery,0
S,0
t,0
Paul,0
's,0
11,0
th,0
May,0
1782,0
Saturday,0
30,0
To,0
Miſs,B-pers
Hamilton,I-pers
S,0
t,0
.,0
James,0
's,0
Palace,0
11,0
.,0
May,0
.,0
82,0
.,0
This,0
annotation,0
is,0
written,0
vertically,0
in,0
the,0
right-hand,0
margin,0
.,0
Remains,0
of,0
a,0
seal,0
",",0
in,0
red,0
wax,0
.,0
