TOKEN	NE
THE	O
WHOLE	O
PROCEEDINGS	O
ON	O
THE	O
King	O
's	O
Commission	O
of	O
the	O
Peace	O
,	O
Oyer	O
and	O
Terminer	O
,	O
and	O
Gaol-Delivery	O
FOR	O
THE	O
CITY	O
of	O
LONDON	O
;	O
And	O
also	O
the	O
Gaol-Delivery	O
for	O
the	O
County	O
of	O
MIDDLESEX	O
;	O
HELD	O
AT	O
JUSTICE-HALL	O
in	O
the	O
OLD-BAILEY	O
,	O
On	O
Wednesday	O
the	O
11th	O
,	O
Thursday	O
the	O
12th	O
,	O
Friday	O
the	O
13th	O
,	O
Saturday	O
the	O
14th	O
,	O
Monday	O
the	O
16th	O
,	O
Tuesday	O
the	O
17th	O
,	O
and	O
Wednesday	O
the	O
18th	O
of	O
July	O
,	O
1770	O
.	O
In	O
the	O
Tenth	O
Year	O
of	O
His	O
MAJESTY	O
's	O
Reign	O
.	O
Being	O
the	O
First	O
SESSION	O
in	O
the	O
MAYORALTY	O
of	O
The	O
Right	O
Honourable	O
Barlow	O
Trecothick	O
,	O
Esq	O
;	O
LORD-MAYOR	O
of	O
the	O
CITY	O
of	O
LONDON	O
.	O
NUMBER	O
VI	O
.	O
PART	O
I.	O
for	O
the	O
YEAR	O
1770	O
.	O
LONDON	O
:	O
Sold	O
by	O
S.	O
Bladon	O
,	O
at	O
No	O
.	O
28	O
,	O
in	O
Pater-noster-Row	O
.	O
THE	O
PROCEEDINGS	O
ON	O
THE	O
King	O
's	O
Commission	O
of	O
the	O
Peace	O
,	O
Oyer	O
and	O
Terminer	O
,	O
and	O
Gaol-Delivery	O
,	O
held	O
for	O
the	O
City	O
of	O
LONDON	O
,	O
&	O
c.	O
BEFORE	O
the	O
Right	O
Honourable	O
BARLOW	B-pers
TRECOTHICK	I-pers
,	O
Esquire	O
,	O
Lord	O
Mayor	O
of	O
the	O
City	O
of	O
London	O
;	O
the	O
Honourable	O
Sir	O
HENRY	B-pers
GOULD	I-pers
,	O
Knt	O
.	O
one	O
of	O
the	O
Justices	O
of	O
his	O
Majesty	O
's	O
Court	O
of	O
Common	O
Pleas	O
*	O
;	O
the	O
Hon	O
.	O
EDWARD	B-pers
WILLES	I-pers
,	O
Esq	O
;	O
one	O
of	O
the	O
Justices	O
of	O
