TOKEN,NE
On,0
the,0
order,0
of,0
letters,0
around,0
this,0
date,0
in,0
November,0
1779,0
",",0
see,0
GEO/ADD/3/82/65,0
p.1,0
n.1,0
.,0
✓,0
As,0
you,0
so,0
strongly,0
recommend,0
diſsipation,0
I,0
desire,0
to,0
know,0
you,0
will,0
please,0
to,0
tell,0
me,0
in,0
wht,0
.,0
Emended,0
by,0
author,0
from,0
w,0
h,0
.,0
'which,0
',0
to,0
w,0
ht,0
.,0
'what,0
',0
.,0
line,0
I,0
am,0
to,0
adopt,0
",",0
or,0
whose,0
bright,0
example,0
I,0
am,0
to,0
follow,0
in,0
ye,0
.,0
train,0
of,0
fashion,0
&,0
folly,0
I,0
am,0
to,0
persuepursue,0
--,0
I,0
think,0
this,0
highly,0
neceſsary,0
",",0
for,0
if,0
by,0
chance,0
my,0
name,0
should,0
rise,0
high,0
in,0
ye,0
.,0
Ton,0
‘,0
People,0
of,0
fashion,0
;,0
fashionable,0
society,0
;,0
the,0
fashionable,0
world,0
’,0
(,0
OED,0
s.v,0
.,0
ton,0
n.,0
3,0
.,0
Accessed,0
22-05-2020,0
),0
.,0
--,0
you,0
can,0
then,0
take,0
the,0
credit,0
of,0
ye,0
.,0
applause,0
I,0
gain,0
",",0
&,0
may,0
expect,0
my,0
grateful,0
acknowledgements,0
--,0
if,0
by,0
contamination,0
I,0
lose,0
not,0
the,0
sense,0
of,0
that,0
virtue,0
--,0
--,0
so,0
--,0
You,0
see,0
my,0
frd,0
.,0
I,0
am,0
worthy,0
of,0
yr-,0
friendship,0
&,0
confidences,0
--,0
when,0
that,0
ceases,0
--,0
you,0
will,0
hear,0
no,0
more,0
of,0
me,0
&,0
we,0
shall,0
be,0
then,0
separated,0
for,0
Ever,0
--,0
