TOKEN,NE
My,0
dear,0
Sir,0
",",0
In,0
my,0
extreme,0
distreſs,0
on,0
the,0
afflicting,0
information,0
I,0
have,0
just,0
now,0
received,0
it,0
is,0
impoſsible,0
to,0
communicate,0
to,0
you,0
the,0
instructions,0
that,0
are,0
requisite,0
upon,0
the,0
occasion,0
",",0
my,0
mind,0
is,0
so,0
totally,0
distracted,0
that,0
I,0
can,0
enter,0
upon,0
one,0
subject,0
only,0
which,0
can,0
not,0
be,0
deferr,0
'd,0
&,0
that,0
is,0
respecting,0
my,0
dear,0
daughter,0
's,0
funeral,0
.,0
I,0
approve,0
of,0
Mr.,B-pers
Elliott,I-pers
's,0
being,0
employ,0
'd,0
with,0
caution,0
not,0
to,0
run,0
into,0
unneceſsary,0
expence,0
",",0
I,0
wish,0
it,0
to,0
be,0
in,0
the,0
Parish,0
of,0
Paddington,B-place
where,0
I,0
have,0
already,0
employd,0
him,0
three,0
times,0
",",0
in,0
all,0
which,0
he,0
acquitted,0
himself,0
with,0
great,0
propriety,0
",",0
&,0
I,0
am,0
sure,0
he,0
will,0
be,0
anxious,0
to,0
preserve,0
a,0
continuance,0
of,0
my,0
regard,0
.,0
With,0
respect,0
to,0
my,0
conduct,0
towards,0
Mr.,B-pers
Holman,I-pers
as,0
there,0
can,0
be,0
no,0
further,0
intercourse,0
between,0
us,0
I,0
by,0
no,0
means,0
desire,0
to,0
act,0
with,0
rancour,0
.,0
I,0
can,0
add,0
no,0
more,0
at,0
present,0
being,0
call,0
'd,0
upon,0
to,0
write,0
a,0
line,0
of,0
grateful,0
acknowledgements,0
to,0
the,0
worthy,0
Mrs.,B-pers
Mann,I-pers
all,0
other,0
objects,0
tho,0
',0
deferr,0
'd,0
",",0
shall,0
not,0
be,0
neglected,0
.,0
Ever,0
yours,0
most,0
faithfully,0
Frederick,B-pers
Hamilton,I-pers
Bath,B-place
June,0
12,0
th,0
.,0
1810,0
.,0
This,0
dateline,0
appears,0
to,0
the,0
left,0
of,0
the,0
signature,0
.,0
Pray,0
supply,0
Mrs.,B-pers
Mann,I-pers
without,0
reserve,0
with,0
what,0
money,0
she,0
may,0
want,0
upon,0
this,0
occasion,0
.,0
Moved,0
postscript,0
here,0
from,0
the,0
top,0
right,0
of,0
p.1,0
.,0
This,0
page,0
contains,0
a,0
copy,0
of,0
a,0
reply,0
by,0
John,0
Dickenson,0
",",0
transcribed,0
as,0
HAM/1/4/2/27/2,0
.,0
John,B-pers
Dickenson,I-pers
Esqr,I-pers
.,I-pers
Postmarks,0
‘,0
E,0
13JU13,0
1810,0
’,0
(,0
indicating,0
that,0
the,0
letter,0
went,0
through,0
the,0
post,0
on,0
13,0
June,0
1810,0
),0
and,0
‘,0
BATH,0
’,0
above,0
address,0
when,0
unfolded,0
.,0
N,0
o,0
.49,0
Welbeck,0
Street,0
A,0
large,0
8,0
has,0
been,0
added,0
to,0
the,0
right,0
of,0
the,0
address,0
",",0
indicating,0
postage,0
due,0
.,0
London,B-place
Remains,0
of,0
a,0
seal,0
",",0
in,0
black,0
wax,0
.,0
12,0
June,0
1810,0
This,0
annotation,0
appears,0
in,0
the,0
right-hand,0
margin,0
",",0
written,0
vertically,0
.,0
Mr,B-pers
F,I-pers
Hamilton,I-pers
on,0
the,0
death,0
of,0
his,0
Daughter,0
Mrs.,B-pers
Holman,I-pers
This,0
annotation,0
appears,0
in,0
the,0
right-hand,0
margin,0
",",0
between,0
the,0
address,0
and,0
the,0
other,0
annotation,0
",",0
written,0
vertically,0
.,0
X,0
This,0
cross,0
is,0
written,0
between,0
the,0
address,0
and,0
the,0
second,0
annotation,0
.,0
