TOKEN,NE
Typed,0
Dear,0
Sir,0
Mrs.,B-pers
Garrick,I-pers
is,0
come,0
to,0
Town,B-place
for,0
a,0
few,0
hours,0
only,0
",",0
she,0
is,0
very,0
unwilling,0
to,0
depart,0
without,0
seeing,0
her,0
Blackamoor,0
",",0
and,0
if,0
you,0
will,0
be,0
at,0
home,0
this,0
morning,0
about,0
Eleven,0
she,0
will,0
call,0
on,0
you,0
in,0
her,0
way,0
out,0
of,0
Town,B-place
",",0
just,0
to,0
ask,0
how,0
you,0
do,0
",",0
she,0
is,0
obliged,0
to,0
return,0
directly,0
to,0
Hampton,B-place
Yours,0
half,0
asleep,0
H,B-pers
More,I-pers
7,0
o,0
clock,0
Monday,0
Morn,0
Mr.,B-pers
Dickenson,I-pers
at,0
Mrs.,B-pers
Glover,I-pers
s,0
Albemarle,0
Street,0
Moved,0
address,0
here,0
from,0
the,0
left-hand,0
side,0
of,0
the,0
page,0
.,0
Febry-,0
1786,0
