TOKEN,NE
32,0
The,0
shelfmark,0
at,0
the,0
top,0
right,0
is,0
erroneously,0
written,0
as,0
HAM/1/11/33,0
instead,0
of,0
HAM/1/11/32,0
.,0
Weymouth,B-place
Febr,0
:,0
3,0
d,0
.,0
1787,0
My,0
Dr,0
:,0
Sir,0
I,0
am,0
sure,0
you,0
will,0
excuse,0
this,0
Scrap,0
of,0
Paper,0
",",0
to,0
thank,0
you,0
for,0
yr,0
very,0
kind,0
Letter,0
",",0
&,0
the,0
delightful,0
Intellegence,0
it,0
contained,0
of,0
our,0
Dr,0
:,0
Friend,0
",",0
being,0
so,0
well,0
&,0
nursing,0
her,0
dr,0
:,0
precious,0
Infant,0
.,0
I,0
am,0
greatly,0
obliged,0
to,0
you,0
for,0
yr,0
:,0
kind,0
Attention,0
in,0
writing,0
again,0
;,0
I,0
hope,0
you,0
recd,0
.,0
my,0
Letter,0
of,0
Congratulations,0
.,0
I,0
long,0
to,0
hear,0
again,0
tho,0
',0
I,0
can,0
scarcely,0
ask,0
it,0
",",0
&,0
pray,0
remember,0
to,0
seal,0
your,0
next,0
for,0
yr,0
:,0
last,0
came,0
unsealed,0
.,0
She,0
The,0
kindest,0
Wishes,0
attend,0
you,0
all,0
--,0
from,0
Lord,B-pers
C,I-pers
.,I-pers
our,0
young,0
Folks,0
",",0
&,0
from,0
Yr,0
:,0
sincere,0
faithful,0
&,0
Obliged,0
PCremorne,B-pers
Dr,0
:,0
Julia,B-pers
's,0
Cough,0
has,0
ben,0
very,0
troublesome,0
;,0
&,0
we,0
have,0
fixed,0
upon,0
leaving,0
this,0
Place,0
next,0
wednesday,0
",",0
for,0
Chelsea,B-place
--,0
She,0
quite,0
longs,0
",",0
to,0
be,0
there,0
",",0
&,0
we,0
are,0
impatient,0
to,0
take,0
her,0
.,0
I,0
only,0
grieve,0
that,0
we,0
can,0
not,0
take,0
this,0
Fine,0
mild,0
Climate,0
with,0
us,0
.,0
Tell,0
my,0
Dr,0
:,0
MrsD.Dickenson,B-pers
how,0
I,0
do,0
long,0
to,0
see,0
her,0
&,0
her,0
Dr,0
:,0
Baby,0
.,0
--,0
pray,0
direct,0
to,0
Stanhope,0
Street,0
This,0
postscript,0
appears,0
in,0
the,0
middle,0
of,0
the,0
page,0
.,0
Viscounteſs,B-pers
Cremorne,I-pers
recd,0
:,0
Janry,0
8,0
--,0
1787,0
The,0
month,0
is,0
clearly,0
an,0
error,0
for,0
February,0
",",0
given,0
the,0
dateline,0
on,0
p.1,0
",",0
and,0
the,0
fact,0
that,0
Louisa,0
was,0
only,0
born,0
on,0
26,0
January,0
.,0
To,0
John,B-pers
Dickenson,I-pers
Esqr,I-pers
:,I-pers
Faded,0
postmark,0
to,0
the,0
right,0
of,0
the,0
address,0
",",0
which,0
reads,0
...,0
OUTH,0
",",0
originally,0
WEYMOUTH,B-place
.,0
A,0
large,0
manuscript,0
figure,0
‘,0
5,0
’,0
in,0
black,0
ink,0
",",0
denoting,0
postage,0
due,0
",",0
is,0
written,0
to,0
the,0
left,0
of,0
‘,0
Bath,0
’,0
.,0
Bath,B-place
A,0
mostly,0
intact,0
seal,0
.,0
