TOKEN,NE
Miſs,B-pers
Hamilton,I-pers
Octr,0
.,0
1786,0
These,0
two,0
lines,0
are,0
written,0
vertically,0
at,0
the,0
top,0
right,0
of,0
p.1,0
.,0
Dear,0
Mrs,B-pers
:,I-pers
Dickenson,I-pers
--,0
Thank,0
you,0
for,0
the,0
long,0
Letter,0
that,0
I,0
receiv,0
'd,0
from,0
you,0
a,0
little,0
while,0
ago,0
--,0
you,0
see,0
I,0
have,0
taken,0
a,0
large,0
Sheet,0
of,0
Paper,0
in,0
order,0
to,0
pay,0
you,0
in,0
kind,0
;,0
but,0
I,0
do,0
n't,0
promise,0
that,0
you,0
wo,0
n't,0
be,0
tir,0
'd,0
before,0
you,0
have,0
got,0
thro,0
',0
The,0
writer,0
writes,0
the,0
apostrophe,0
below,0
.,0
it,0
--,0
however,0
",",0
you,0
desir,0
'd,0
a,0
long,0
Letter,0
",",0
so,0
you,0
must,0
have,0
patience,0
.,0
I,0
had,0
the,0
pleasure,0
of,0
seeing,0
Mrs,B-pers
:,0
and,0
Miſs,B-pers
Glover,I-pers
",",0
a,0
few,0
Days,0
ago,0
--,0
they,0
were,0
in,0
Town,0
for,0
a,0
couple,0
of,0
Days,0
--,0
they,0
do,0
n't,0
come,0
to,0
stay,0
",",0
'till,0
December,0
--,0
they,0
are,0
both,0
very,0
well,0
--,0
I,0
told,0
Miſs,B-pers
Glover,I-pers
that,0
I,0
had,0
lately,0
receiv,0
'd,0
a,0
Letter,0
from,0
you,0
",",0
and,0
that,0
I,0
shou,0
'd,0
write,0
to,0
you,0
shortly,0
",",0
so,0
she,0
begg,0
'd,0
me,0
to,0
give,0
her,0
Love,0
to,0
you,0
.,0
I,0
am,0
much,0
oblig,0
'd,0
to,0
you,0
for,0
the,0
interest,0
you,0
are,0
so,0
good,0
as,0
to,0
take,0
",",0
in,0
the,0
health,0
of,0
my,0
Sister,0
",",0
and,0
her,0
Children,0
--,0
I,0
had,0
a,0
Letter,0
from,0
her,0
lately,0
",",0
and,0
she,0
was,0
very,0
well,0
--,0
she,0
mention,0
'd,0
that,0
her,0
eldest,0
Daughter,0
had,0
been,0
ill,0
",",0
but,0
was,0
recover,0
'd,0
--,0
She,0
has,0
three,0
Daughters,0
",",0
but,0
no,0
Son,0
.,0
Only,0
limited,0
and,0
conflicting,0
evidence,0
about,0
Elizabeth,0
Stratford,0
's,0
children,0
has,0
been,0
seen,0
to,0
date,0
.,0
Various,0
sources,0
list,0
either,0
2,0
or,0
3,0
daughters,0
",",0
and,0
in,0
differing,0
sequence,0
;,0
Louisa-Martha,0
rather,0
than,0
Elizabeth,0
is,0
confirmed,0
as,0
the,0
eldest,0
in,0
HAM/1/4/3/18,0
p.2,0
col.2,0
.,0
Mention,0
of,0
a,0
possible,0
fourth,0
daughter,0
",",0
Maria,B-pers
",",0
has,0
so,0
far,0
been,0
encountered,0
only,0
in,0
the,0
Wikipedia,0
entry,0
for,0
John,0
Stratford,0
;,0
if,0
genuine,0
",",0
she,0
must,0
have,0
been,0
born,0
after,0
1786,0
.,0
I,0
see,0
by,0
the,0
Papers,0
",",0
that,0
Lord,B-pers
Napier,I-pers
has,0
got,0
a,0
Son,0
--,0
so,0
I,0
suppose,0
you,0
will,0
not,0
be,0
permitted,0
to,0
be,0
God-Mother,0
--,0
As,0
you,0
say,0
Lord,B-pers
Napier,I-pers
is,0
an,0
admirer,0
of,0
mine,0
",",0
I,0
think,0
myself,0
bound,0
in,0
gratitude,0
to,0
take,0
his,0
part,0
--,0
therefore,0
say,0
",",0
that,0
he,0
is,0
in,0
the,0
right,0
",",0
not,0
to,0
hazard,0
his,0
Son,0
's,0
Bones,0
",",0
by,0
letting,0
him,0
have,0
an,0
opportunity,0
of,0
receiving,0
any,0
instructions,0
from,0
so,0
saucy,0
a,0
Lady,0
as,0
you,0
--,0
I,0
think,0
",",0
now,0
",",0
I,0
have,0
taken,0
his,0
part,0
very,0
handsomely,0
.,0
I,0
suppose,0
you,0
know,0
by,0
this,0
time,0
",",0
that,0
it,0
is,0
true,0
that,0
Mr,B-pers
:,I-pers
Charles,I-pers
Hamilton,I-pers
of,0
Bath,B-place
is,0
dead,0
--,0
though,0
",",0
upon,0
second,0
thoughts,0
",",0
you,0
may,0
not,0
know,0
it,0
",",0
because,0
",",0
(,0
being,0
in,0
the,0
Country,0
),0
you,0
may,0
not,0
have,0
heard,0
any,0
thing,0
further,0
than,0
what,0
you,0
saw,0
in,0
the,0
News-Papers,0
.,0
Colonel,B-pers
Cathcart,I-pers
is,0
much,0
recover,0
'd,0
--,0
travelling,0
he,0
found,0
too,0
much,0
for,0
him,0
",",0
long,0
before,0
he,0
got,0
near,0
Scotland,B-place
",",0
therefore,0
",",0
return,0
'd,0
to,0
London,B-place
--,0
he,0
is,0
now,0
at,0
Lord,B-pers
Cathcart,I-pers
s,0
House,0
",",0
in,0
Charles,0
Street,0
",",0
Berkeley,0
Square,0
--,0
he,0
was,0
with,0
us,0
last,0
Friday,0
Evening,0
",",0
and,0
seem,0
'd,0
pretty,0
well,0
.,0
Lady,B-pers
Stormont,I-pers
was,0
likewise,0
with,0
us,0
",",0
and,0
brought,0
William,B-pers
",",0
George,B-pers
",",0
and,0
Charles,B-pers
Murray,I-pers
--,0
all,0
the,0
little,0
Murray,B-pers
's,0
have,0
had,0
the,0
Measles,0
",",0
except,0
William,B-pers
--,0
Lord,B-pers
and,0
Lady,B-pers
Stormont,I-pers
wish,0
'd,0
much,0
that,0
he,0
shou,0
'd,0
have,0
them,0
",",0
because,0
he,0
is,0
going,0
to,0
Westminster,0
School,0
--,0
but,0
he,0
did,0
not,0
catch,0
them,0
tho,0
',0
he,0
try,0
'd,0
for,0
it,0
",",0
by,0
not,0
only,0
being,0
in,0
the,0
House,0
with,0
his,0
Brothers,0
",",0
while,0
they,0
had,0
them,0
",",0
but,0
by,0
nursing,0
little,0
Henry,B-pers
--,0
William,B-pers
is,0
to,0
go,0
to,0
Westminster,B-place
",",0
in,0
leſs,0
than,0
a,0
fortnight,0
",",0
I,0
believe,0
--,0
he,0
is,0
much,0
grown,0
and,0
improv,0
'd,0
",",0
and,0
is,0
really,0
",",0
as,0
fine,0
a,0
Boy,0
as,0
can,0
be,0
seen,0
",",0
of,0
his,0
age,0
.,0
My,0
Mother,0
has,0
been,0
extremely,0
ill,0
",",0
of,0
a,0
Cold,0
which,0
fell,0
violently,0
on,0
her,0
Lungs,0
--,0
she,0
