TOKEN,NE
This,0
note,0
appears,0
in,0
Llanover,0
(,0
1862,0
:,0
80,0
),0
.,0
x,0
18,0
th,0
Jany,0
1782,0
26,0
My,0
heart,0
is,0
too,0
much,0
interested,0
in,0
this,0
important,0
Day,0
Even,0
though,0
this,0
was,0
not,0
the,0
actual,0
birthday,0
of,0
the,0
Queen,0
(,0
which,0
was,0
19,0
May,0
),0
",",0
it,0
was,0
also,0
celebrated,0
on,0
18,0
January,0
from,0
1762,0
onwards,0
(,0
cf,0
.,0
C.L.H,0
.,0
Papendiek,0
",",0
Court,0
and,0
Private,0
Life,0
in,0
the,0
Time,0
of,0
Queen,0
Charlotte,0
.,0
Being,0
the,0
Journals,0
of,0
Mrs.,0
Papendiek,0
",",0
Assistant,0
Keeper,0
of,0
the,0
Wardrobe,0
and,0
Reader,0
to,0
Her,0
Majesty,0
",",0
Vol,0
.,0
1,0
",",0
1887,0
",",0
p.24,0
;,0
see,0
also,0
Notes,0
&,0
Queries,0
",",0
Series,0
7,0
",",0
Vol,0
.,0
4,0
",",0
July-December,0
1887,0
",",0
p.71,0
;,0
and,0
also,0
Works,0
of,0
the,0
Camden,0
Society,0
",",0
Issue,0
35,0
",",0
1884,0
",",0
p.77,0
",",0
n.3,0
),0
.,0
not,0
to,0
endeavr,0
to,0
expreſs,0
some,0
part,0
of,0
its,0
sentiments,0
",",0
wch,0
overflow,0
with,0
for,0
the,0
Health,0
&,0
Happiness,0
for,0
of,0
her,B-pers
Majesty,I-pers
and,0
most,0
earnestly,0
pray,0
our,B-pers
most,I-pers
great,I-pers
and,I-pers
amiable,I-pers
Queen,I-pers
may,0
long,0
be,0
Bleſs,0
'd,0
as,0
she,0
Bleſses,0
all,0
those,0
who,0
have,0
the,0
felicity,0
of,0
belonging,0
to,0
her,0
--,0
I,0
do,0
indeed,0
my,0
Dr,0
Miſs,B-pers
H,I-pers
:,I-pers
most,0
sincerely,0
congratulate,0
you,0
on,0
the,0
return,0
of,0
this,0
day,0
I,0
feel,0
the,0
cordial,0
and,0
forget,0
my,0
infirmities,0
or,0
cou,0
'd,0
never,0
not,0
have,0
attempted,0
writing,0
so,0
many,0
lines,0
",",0
one,0
of,0
which,0
I,0
can,0
not,0
read,0
Adieu,0
from,0
Dear,0
Mrs.,B-pers
Delany,I-pers
