TOKEN	NE
THE	O
PROCEEDINGS	O
AT	O
THE	O
Sessions	O
of	O
the	O
Peace	O
,	O
and	O
Oyer	O
and	O
Terminer	O
,	O
FOR	O
THE	O
City	O
of	O
LONDON	O
,	O
AND	O
County	O
of	O
MIDDLESEX	O
;	O
ON	O
Wednesday	O
the	O
12th	O
,	O
Thursday	O
the	O
13th	O
,	O
Friday	O
the	O
14th	O
,	O
and	O
Saturday	O
the	O
15th	O
of	O
September	O
1733	O
,	O
in	O
the	O
Sixth	O
Year	O
of	O
His	O
MAJESTY	O
's	O
Reign	O
.	O
Being	O
the	O
Seventh	O
SESSIONS	O
in	O
the	O
Mayoralty	O
of	O
the	O
Right	O
Honourable	O
JOHN	B-pers
BARBER	I-pers
,	O
Esq	O
;	O
Lord	O
Mayor	O
of	O
the	O
City	O
of	O
LONDON	O
,	O
in	O
the	O
Year	O
1733	O
.	O
NUMBER	O
VII	O
.	O
LONDON	O
:	O
Printed	O
for	O
J.	O
WILFORD	O
,	O
behind	O
the	O
Chapter-House	O
,	O
near	O
St.	O
Paul	O
's	O
.	O
M	O
,	O
DCC	O
,	O
XXXIII	O
.	O
(	O
Price	O
Six	O
Pence	O
)	O
Where	O
may	O
be	O
had	O
the	O
former	O
Numbers	O
in	O
the	O
present	O
Mayoralty	O
.	O
The	O
PROCEEDINGS	O
,	O
&	O
c.	O
BEFORE	O
the	O
Right	O
Honourable	O
JOHN	B-pers
BARBER	I-pers
,	O
Esq	O
;	O
Lord	O
Mayor	O
of	O
the	O
City	O
of	O
London	O
;	O
Mr	O
Baron	B-pers
Thompson	I-pers
,	O
Recorder	O
of	O
the	O
City	O
of	O
London	O
;	O
Mr.	O
Serjeant	O
Urlin	O
,	O
Deputy-Recorder	O
;	O
and	O
others	O
of	O
His	O
Majesty	O
's	O
Justices	O
of	O
Oyer	O
and	O
Terminer	O
for	O
the	O
City	O
of	O
London	O
,	O
and	O
Justices	O
of	O
Goal-Delivery	O
of	O
Newgate	O
,	O
holden	O
for	O
the	O
said	O
City	O
and	O
County	O
of	O
Middlesex	O
.	O
London	O
Jury	O
.	O
John	B-pers
Wootton	I-pers
,	O
John	B-pers
Edwards	I-pers
,	O
John	B-pers
Williams	I-pers
,	O
John	B-pers
Chetwin	I-pers
,	O
Robert	B-pers
Kite	I-pers
,	O
Matthew	B-pers
Percher	I-pers
,	O
John	B-pers
Cripple	I-pers
,	O
Thomas	B-pers
Westlock	I-pers
,	O
Basil	B-pers
Brown	I-pers
,	O
Charles	B-pers
Beard	I-pers
,	O
Peter	B-pers
Budge	I-pers
,	O
William	B-pers
Waters	I-pers
,	O
Middlesex	O
Jury	O
.	O
Thomas	B-pers
Nichols	I-pers
,	O
Gent	O
.	O
Robert	B-pers
Gray	I-pers
,	O
William	B-pers
Burchett	I-pers
,	O
John	B-pers
Brasset	I-pers
,	O
William	B-pers
Chubb	I-pers
,	O
Thomas	B-pers
Bramly	I-pers
,	O
Edward	B-pers
Johnson	I-pers
,	O
James	B-pers
Barret	I-pers
,	O
Simon	B-pers
Pain	I-pers
,	O
John	B-pers
Simmonds	I-pers
,	O
John	B-pers
Millet	I-pers
,	O
Richard	B-pers
Turvin	I-pers
.	O
1	O
,	O
2	O
,	O
3.	O
John	B-pers
Moore	I-pers
,	O
Abraham	B-pers
Pearse	I-pers
,	O
and	O
Richard	B-pers
Cole	I-pers
,	O
were	O
indicted	O
for	O
stealing	O
a	O
brass	O
Stew-pan	O
,	O
the	O
Property	O
of	O
William	B-pers
Alexander	I-pers
,	O
July	O
17	O
.	O
Guilty	O
.	O
They	O
were	O
a	O
second	O
time	O
indicted	O
for	O
stealing	O
a	O
Porridge	O
pot	O
,	O
a	O
Sauce-pan	O
,	O
and	O
other	O
Things	O
,	O
the	O
Goods	O
of	O
Jacobus	B-pers
Pitt	I-pers
,	O
July	O
17	O
.	O
Guilty	O
.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
4	O
Elizabeth	B-pers
Laws	I-pers
was	O
indicted	O
for	O
stealing	O
a	O
silver	O
Watch	O
and	O
three	O
silver	O
Spoons	O
,	O
the	O
Goods	O
of	O
Jane	B-pers
Burridge	I-pers
,	O
in	O
Thomas	B-pers
Hicks	I-pers
's	O
House	O
,	O
Aug.	O
21	O
.	O
Guilty	O
39	O
s.	O
She	O
was	O
a	O
second	O
time	O
indicted	O
for	O
stealing	O
a	O
Suit	O
of	O
laced	O
Head-clothes	O
,	O
and	O
other	O
Things	O
,	O
the	O
Goods	O
of	O
Thomas	B-pers
Christie	I-pers
,	O
in	O
the	O
House	O
of	O
Jane	O
Curridge	O
,	O
Aug.	O
10	O
.	O
Guilty	O
39	O
s.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
5.	O
John	B-pers
Basset	I-pers
,	O
was	O
indicted	O
for	O
stealing	O
a	O
silver	O
Spoon	O
,	O
value	O
8	O
s.	O
the	O
Property	O
of	O
Charles	B-pers
Carton	I-pers
,	O
June	O
28	O
.	O
The	O
Jury	O
acquitted	O
him	O
,	O
and	O
the	O
Court	O
granted	O
him	O
a	O
Copy	O
of	O
his	O
Indictment	O
.	O
6	O
Thomas	B-pers
Jonas	I-pers
*	I-pers
,	O
otherwise	B-pers
Jonas	I-pers
,	O
was	O
indicted	O
for	O
stealing	O
a	O
Hat	O
,	O
a	O
Pair	O
of	O
Shoes	O
,	O
and	O
a	O
Pair	O
of	O
Buckles	O
,	O
the	O
Goods	O
of	O
William	B-pers
Hurtley	I-pers
,	O
June	O
28	O
.	O
*	O
Jonas	O
was	O
try	O
'd	O
on	O
two	O
Indictments	O
in	O
May	O
last	O
;	O
one	O
for	O
robbing	O
William	B-pers
Banks	I-pers
in	O
Stepney-Fields	O
,	O
and	O
the	O
other	O
for	O
stealing	O
the	O
Tilt	O
of	O
a	O
Boat	O
,	O
but	O
acquitted	O
or	O
both	O
.	O
See	O
the	O
Sessions	O
Paper	O
,	O
Number	O
V.	O
Pages	O
131	O
and	O
151	O
.	O
W.	O
Hartly	O
.	O
I	O
had	O
been	O
at	O
London	O
,	O
and	O
returning	O
homeward	O
,	O
I	O
went	O
to	O
ease	O
myself	O
in	O
a	O
Ditch	O
in	O
White-Horse-Field	B-place
,	O
in	O
Radcliff	B-place
,	O
and	O
afterwards	O
,	O
it	O
being	O
sultry	O
hot	O
,	O
and	O
my	O
Shoes	O
(	O
which	O
were	O
new	O
)	O
drawing	O
my	O
Feet	O
,	O
I	O
pull	O
'd	O
them	O
off	O
,	O
and	O
slapping	O
my	O
Hat	O
over	O
my	O
Face	O
,	O
I	O
laid	O
down	O
and	O
fell	O
asleep	O
.	O
I	O
was	O
waked	O
by	O
Somebody	O
's	O
twitching	O
my	O
Hat	O
away	O
,	O
for	O
I	O
had	O
put	O
the	O
Loop	O
of	O
it	O
about	O
my	O
Finger	O
.	O
I	O
started	O
up	O
upon	O
my	O
Breech	O
,	O
and	O
,	O
God	O
!	O
says	O
I	O
,	O
where	O
's	O
my	O
Shoes	O
and	O
Buckles	O
?	O
Says	O
a	O
Man	O
,	O
who	O
was	O
not	O
far	O
from	O
me	O
,	O
There	O
goes	O
he	O
that	O
has	O
got	O
'em	O
,	O
and	O
pointed	O
to	O
the	O
Prisoner	O
,	O
who	O
was	O
running	O
off	O
.	O
I	O
saw	O
my	O
Hat	O
in	O
his	O
Hand	O
,	O
and	O
followed	O
him	O
barefoot	O
.	O
He	O
dropp	O
'd	O
my	O
Hat	O
,	O
and	O
jump	O
'd	O
over	O
a	O
Bank	O
into	O
a	O
Garden	O
,	O
and	O
I	O
after	O
,	O
and	O
took	O
him	O
.	O
Now	O
are	O
not	O
you	O
a	O
Rascal	O
,	O
says	O
I	O
,	O
to	O
rob	O
a	O
Man	O
of	O
his	O
Clothes	O
?	O
You	O
think	O
to	O
get	O
the	O
Devil	O
and	O
all	O
of	O
a	O
Man	O
,	O
if	O
he	O
is	O
but	O
a	O
little	O
tight	O
and	O
clean	O
.	O
He	O
called	O
after	O
the	O
other	O
Man	O
,	O
who	O
followed	O
at	O
a	O
Distance	O
,	O
and	O
said	O
,	O
Jack	O
!	O
where	O
'	O
the	O
Man	O
's	O
Shoes	O
?	O
but	O
he	O
sheer	O
'd	O
off	O
.	O
Then	O
,	O
says	O
the	O
Prisoner	O
,	O
if	O
you	O
'll	O
go	O
with	O
me	O
to	O
Rag-Fair	O
,	O
plausible	O
you	O
may	O
find	O
him	O
a	O
selling	O
them	O
.	O
So	O
I	O
collar	O
'd	O
him	O
,	O
and	O
took	O
him	O
with	O
me	O
,	O
and	O
he	O
went	O
from	O
one	O
Place	O
to	O
another	O
under	O
that	O
Pretence	O
,	O
but	O
only	O
wanted	O
an	O
Opportunity	O
to	O
get	O
off	O
;	O
and	O
so	O
I	O
got	O
Help	O
and	O
secured	O
him	O
.	O
Sam	B-pers
Clemson	I-pers
.	O
The	O
Prisoner	O
and	O
Prosecutor	O
had	O
a	O
sort	O
of	O
Tustle	O
just	O
by	O
our	O
Door	O
,	O
so	O
I	O
went	O
and	O
took	O
hold	O
of	O
the	O
Prisoner	O
.	O
Damn	O
you	O
,	O
says	O
he	O
,	O
you	O
're	O
no	O
Officer	O
,	O
and	O
I	O
'll	O
tip	O
you	O
up	O
,	O
if	O
you	O
do	O
n't	O
loose	O
my	O
Collar	O
;	O
but	O
I	O
held	O
him	O
'till	O
an	O
Officer	O
,	O
Thomas	B-pers
Colvert	I-pers
,	O
came	O
.	O
Thomas	B-pers
Colvert	I-pers
.	O
The	O
Prisoner	O
offered	O
to	O
make	O
it	O
up	O
,	O
and	O
pay	O
for	O
the	O
Shoes	O
and	O
Buckles	O
;	O
but	O
I	O
carried	O
him	O
before	O
the	O
Justice	O
,	O
who	O
presently	O
knew	O
him	O
,	O
and	O
said	O
,	O
How	O
long	O
have	O
you	O
been	O
out	O
?	O
Did	O
not	O
I	O
commit	O
you	O
and	O
two	O
or	O
three	O
more	O
,	O
a	O
little	O
while	O
ago	O
?	O
Guilty	O
.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
7.	O
John	B-pers
Bromley	I-pers
,	O
was	O
indicted	O
for	O
stealing	O
525	O
Guineas	O
,	O
5	O
Moidores	O
,	O
2	O
half	O
Moidores	O
,	O
1	O
Broad	O
Piece	O
,	O
value	O
23	O
s.	O
a	O
quarter	O
Broad	O
Piece	O
,	O
value	O
5	O
s.	O
9	O
d.	O
5	O
quarter	O
Guineas	O
,	O
1	O
Portugal	O
Piece	O
,	O
value	O
9	O
s	O
40	O
l.	O
in	O
Silver	O
,	O
8	O
Gold	O
Rings	O
,	O
value	O
40	O
s.	O
a	O
Canvas	O
Bag	O
,	O
a	O
Silk	O
Purse	O
,	O
and	O
a	O
Thread	O
Purse	O
,	O
the	O
Goods	O
of	O
Thomas	B-pers
Dyer	I-pers
,	O
in	O
his	O
House	O
,	O
August	O
the	O
2d	O
last	O
.	O
Thomas	O
Dyer	O
.	O
I	O
keep	O
a	O
Turner	O
's	O
Shop	O
just	O
without	O
Newgate	B-place
;	O
the	O
Prisoner	O
is	O
my	O
Apprentice	O
;	O
he	O
has	O
served	O
me	O
six	O
Years	O
;	O
he	O
made	O
an	O
Elopement	O
from	O
me	O
about	O
this	O
time	O
Twelvemonth	O
;	O
but	O
upon	O
his	O
returning	O
home	O
after	O
above	O
four	O
Months	O
Absence	O
,	O
I	O
forgave	O
him	O
what	O
was	O
past	O
.	O
On	O
the	O
2d	O
of	O
August	O
last	O
I	O
went	O
with	O
my	O
Wife	O
to	O
Harrow	O
,	O
and	O
as	O
soon	O
as	O
I	O
came	O
home	O
my	O
Daughter	O
told	O
me	O
that	O
I	O
had	O
been	O
robb	O
'd	O
;	O
that	O
the	O
Prisoner	O
went	O
away	O
between	O
six	O
and	O
seven	O
in	O
the	O
Evening	O
,	O
which	O
was	O
about	O
an	O
Hour	O
and	O
a	O
half	O
before	O
my	O
