TOKEN	NE
Sunday	O
Morng	O
10	O
oClock	O
Recd	O
.	O
28	O
th	O
.	O
Novbr	O
.	O
1779	O
--	O
I	O
am	O
only	O
able	O
my	O
ever	O
dearest	O
Miranda	B-pers
to	O
scribble	O
a	O
few	O
hasty	O
lines	O
to	O
you	O
to	O
say	O
how	O
happy	O
I	O
am	O
to	O
hear	O
yr	O
.	O
Cold	O
is	O
better	O
&	O
to	O
thank	O
you	O
for	O
yr	O
.	O
ever	O
kind	O
,	O
affectionate	O
,	O
dear	O
instructing	O
Letter	O
.	O
It	O
wld	O
..	O
require	O
a	O
Volume	O
to	O
answer	O
as	O
I	O
wish	O
every	O
Letter	O
of	O
yrs	O
.	O
Now	O
to	O
begin	O
as	O
to	O
ye	O
.	O
Ring	O
--	O
ye	O
size	O
of	O
ye	O
ring	O
itself	O
fits	O
incomparably	O
well	O
,	O
if	O
you	O
shd	O
..	O
not	O
be	O
able	O
to	O
get	O
yt	O
.	O
perfectly	O
ye	O
Ring	O
with	O
ye	O
Letter	O
P.	O
will	O
very	O
well	O
,	O
cela	O
suffit	O
pour	O
ça	O
.	O
As	O
to	O
yr	O
.	O
Note	O
from	O
L——y	B-pers
S——t	I-pers
I	O
have	O
burned	O
it	O
as	O
I	O
do	O
every	O
thing	O
else	O
I	O
receive	O
from	O
you	O
not	O
knowing	O
you	O
wished	O
to	O
have	O
it	O
again	O
,	O
if	O
you	O
will	O
be	O
so	O
kind	O
my	O
ever	O
dearest	O
Miranda	B-pers
to	O
mark	O
upon	O
whatever	O
Note	O
you	O
send	O
me	O
for	O
ye	O
.	O
future	O
to	O
look	O
at	O
whether	O
it	O
is	O
to	O
be	O
burned	O
or	O
to	O
be	O
sent	O
back	O
--	O
I	O
will	O
take	O
care	O
to	O
obey	O
yr	O
.	O
affectionate	O
hints	O
commands	O
very	O
strictly	O
.	O
I	O
am	O
very	O
sorry	O
to	O
hear	O
ye	O
account	O
you	O
give	O
me	O
of	O
L——d	B-pers
&	O
L——y	B-pers
St——t	I-pers
for	O
I	O
think	O
ym——	O
both	O
very	O
deserving	O
people	O
.	O
God	O
preserve	O
you	O
&	O
bleſs	O
you	O
&	O
long	O
continue	O
you	O
as	O
a	O
bleſsing	O
to	O
Yr	O
.	O
Palemon	B-pers
.	O
toujours	O
de	O
même	O
