TOKEN	NE
As	O
I	O
feard	O
--	O
the	O
Blister	O
was	O
obliged	O
to	O
be	O
applied	O
--	O
tho	O
not	O
till	O
6	O
o'Clock	O
this	O
morng	O
.	O
/	O
she	O
has	O
been	O
up	O
to	O
have	O
her	O
bed	O
made	O
--	O
&	O
Mr.	B-pers
Yonge	I-pers
says	O
thank	O
God	O
!	O
that	O
she	O
is	O
realy	O
better	O
--	O
that	O
is	O
that	O
the	O
fever	O
is	O
very	O
much	O
conquer	O
'd	O
--	O
but	O
she	O
is	O
weaker	O
than	O
can	O
be	O
imagined	O
/	O
she	O
thanks	O
you	O
most	O
sincerly	O
for	O
your	O
kindneſs	O
/	O
GM	B-pers
P	I-pers
Mrs.	B-pers
Dickenson	I-pers
