TOKEN	NE
My	O
dear	O
,	O
I	O
send	O
you	O
two	O
Tickets	O
for	O
tomorrow	O
for	O
the	O
Eidouranion	O
--	O
Mr	B-pers
Walker	I-pers
sent	O
them	O
to	O
me	O
but	O
the	O
Oratorio	O
prevents	O
me	O
going	O
.	O
if	O
you	O
intend	O
making	O
use	O
of	O
either	O
or	O
both	O
--	O
keep	O
them	O
--	O
if	O
not	O
return	O
them	O
to	O
Mr	B-pers
Walker	I-pers
--	O
he	O
did	O
not	O
know	O
your	O
addreſs	O
--	O
it	O
is	O
to	O
be	O
at	O
the	O
Little	O
Theatre	O
,	O
Haymarket	O
tomorrow	O
--	O
very	O
well	O
worth	O
seeing	O
--	O
Price	O
5	O
s	O
--	O
adieu	O
how	O
are	O
you	O
?	O
My	O
throat	O
very	O
sore	O
--	O
yours	O
CMG	B-pers
--	O
