TOKEN	NE
June	O
1	O
st	O
.	O
1795	O
.	O
Lord	B-pers
Orford	I-pers
is	O
extremely	O
obliged	O
to	O
mrs	B-pers
Dickenson	I-pers
for	O
treating	O
him	O
with	O
thes	O
e	O
very	O
pretty	O
&	O
interesting	O
lines	O
of	O
Mrs	B-pers
Hunter	I-pers
,	O
to	O
whom	O
he	O
begs	O
a	O
thousand	O
affectionate	O
compliments	O
.	O
To	O
Mrs	B-pers
Dickenson	I-pers
at	O
N	O
o	O
.	O
4	O
.	O
Bolton	O
street	O
Cap	O
--	O
1	O
2	O
Fan	O
--	O
2	O
2	O
Han	O
7	O
6	O
--	O
6	O
Pencils	O
0	O
4	O
Cushion	O
0	O
--	O
X	O
Gauze	O
Hand	O
--	O
3	O
Gloves	O
--	O
1	O
--	O
3	O
