TOKEN	NE
My	O
Dear	O
Miſs	B-pers
Hamilton	I-pers
As	O
I	O
have	O
the	O
truest	O
opinion	O
of	O
yor	O
.	O
goodneſs	O
to	O
me	O
,	O
&	O
of	O
your	O
upright	O
judgement	O
I	O
submit	O
this	O
flower	O
to	O
your	O
sentence	O
;	O
whether	O
it	O
is	O
to	O
receive	O
ye	O
.	O
highest	O
of	O
Honors	O
or	O
be	O
condemn	O
'd	O
to	O
ye	O
.	O
station	O
it	O
has	O
a	O
better	O
claim	O
to	O
:	O
aſsured	O
yo	O
.	O
will	O
not	O
permit	O
me	O
to	O
take	O
an	O
improper	O
liberty	O
,	O
where	O
,	O
so	O
much	O
distance	O
&	O
respect	O
are	O
due	O
&	O
where	O
you	O
well	O
know	O
I	O
feel	O
that	O
mixture	O
of	O
awe	O
&	O
admiration	O
wch	O
.	O
only	O
can	O
be	O
felt	O
but	O
not	O
expreſ	O
'd	O
.	O
ye	B-pers
.	I-pers
Ducheſs	I-pers
Dowgr	I-pers
.	I-pers
of	I-pers
Portland	I-pers
came	O
one	O
Sunday	O
Eveg	O
.	O
just	O
after	O
you	O
went	O
away	O
,	O
always	O
sorry	O
to	O
miſs	O
you	O
I	O
hope	O
that	O
kind	O
tho	O
'	O
short	O
visit	O
did	O
you	O
as	O
much	O
good	O
as	O
it	O
did	O
yr	O
.	O
Affect	O
.	O
&	O
much	O
obliged	O
Mary	B-pers
Delany	I-pers
S	O
t	O
.	O
James	O
Place	O
