TOKEN	NE
1783	O
4	O
th	O
to	O
27	O
th	O
-	O
..	O
November	O
.	O
Your	O
M	O
it	O
's	O
a	O
Manuscript	O
answer	O
a	O
l	O
etter	O
from	O
in	O
Dſs	B-pers
Dr.	I-pers
of	I-pers
Portland	I-pers
s	O
Grandfather	O
s	O
Poſseſsion	O
&	O
hers	O
now	O
For	O
Man	O
sha	O
n't	O
stand	O
I	O
have	O
been	O
frown	O
'd	O
upon	O
by	O
a	O
King	O
--	O
oppreſs	O
'd	O
by	O
an	O
Usurper	O
--	O
but	O
I	O
'll	O
never	O
be	O
Hector	O
'd	O
by	O
a	O
Subject	O
Anne	O
D	O
4	O
th	O
.	O
November	O
Tuesday	O
--	O
1803	O
B	O
.	O
in	O
my	O
dreſsing	O
Room	O
.	O
at	O
½	O
past	O
11	O
A	B-pers
Maria	I-pers
&	O
I	O
walk	O
'd	O
out	O
--	O
a	O
most	O
heavenly	O
day	O
as	O
warm	O
as	O
in	O
July	O
.	O
call	O
'd	O
at	O
Spencer	O
House	O
to	O
enquire	O
after	O
Lady	B-pers
Spencer	I-pers
.	O
at	O
Mrs.	B-pers
Delany	I-pers
s	O
--	O
heard	O
she	O
was	O
well	O
&	O
at	O
Bulst	O
rode	O
Miſs	B-pers
A	I-pers
Clarke	I-pers
left	O
me	O
at	O
Miſs	B-pers
Tryon	I-pers
s	O
where	O
I	O
staid	O
till	O
she	O
came	O
for	O
me	O
again	O
--	O
abt	O
.	O
½	O
past	O
1.	O
met	O
there	O
Miſs	B-pers
Vernon	I-pers
.	O
Miſs	B-pers
Gunning	I-pers
.	O
Sr.	B-pers
G.	I-pers
Baker	I-pers
sent	O
to	O
enquire	O
if	O
my	O
Uncle	O
Sir	B-pers
Wm	I-pers
.	I-pers
Hamilton	I-pers
was	O
come	O
.	O
heard	O
he	O
came	O
to	O
Town	B-place
last	O
night	O
.	O
dreſs	O
'd	O
when	O
I	O
came	O
home	O
,	O
din	O
'd	O
at	O
Dear	O
Lady	B-pers
King	I-pers
s	O
.	O
Mr.	B-pers
Mathias	I-pers
din	O
'd	O
there	O
,	O
in	O
ye	O
.	O
Eveng	O
went	O
wth	O
.	O
Lady	B-pers
&	O
Miſs	B-pers
W.	I-pers
King	I-pers
to	O
Mrs.	B-pers
Leland	I-pers
s.	O
met	O
there	O
Lady	B-pers
Wallingford	I-pers
.	O
a	O
Mrs.	B-pers
Adams	I-pers
the	O
Col	O
.	O
was	O
better	O
but	O
had	O
his	O
leg	O
upon	O
a	O
stool	O
&	O
we	O
were	O
below	O
work	O
&	O
conversation	O
.	O
Lady	B-pers
W	I-pers
.	I-pers
told	O
me	O
Lady	B-pers
F.	I-pers
Harpur	I-pers
was	O
come	O
&	O
was	O
going	O
to	O
her	O
.	O
I	O
sent	O
a	O
meſsage	O
.	O
we	O
workd	O
&	O
convers	O
'd	O
.	O
Lady	B-pers
K	I-pers
.	I-pers
brought	O
me	O
home	O
sup	O
'd	O
with	O
Miſs	B-pers
C	I-pers
's	I-pers
.	O
AM	B-pers
&	O
I	O
wrote	O
a	O
letter	O
to	O
Lady	B-pers
W	I-pers
.	I-pers
I	O
wrote	O
a	O
note	O
to	O
Mr.	B-pers
Wake	I-pers
&	O
my	B-pers
Uncle	I-pers
Wm	I-pers
.	I-pers
A	B-pers
M	I-pers
.	I-pers
play	O
'd	O
upon	O
ye	O
.	O
Harpsicord	O
went	O
to	O
bed	O
½	O
past	O
11	O
5	O
th	O
-	O
Novbr-	O
1783	O
Wednesday	O
--	O
Had	O
a	O
Cold	O
in	O
my	O
Limbs	O
--	O
had	O
hartshorn	O
&	O
tea	O
&	O
did	O
not	O
get	O
up	O
till	O
11	O
My	B-pers
Uncle	I-pers
Fredrick	I-pers
came	O
at	O
½	O
past	O
.	O
sent	O
AM	B-pers
.	I-pers
to	O
him	O
till	O
I	O
was	O
dreſs	O
'd	O
.	O
after	O
sitting	O
a	O
little	O
with	O
him	O
we	O
nt	O
