TOKEN	NE
18	O
th	O
Jany	O
1782	O
My	O
heart	O
is	O
too	O
much	O
interested	O
in	O
this	O
important	O
Day	O
not	O
to	O
endeavr	O
to	O
expreſs	O
some	O
part	O
of	O
its	O
sentiments	O
,	O
wch	O
overflow	O
with	O
for	O
the	O
Health	O
&	O
Happiness	O
for	O
of	O
her	B-pers
Majesty	I-pers
and	O
most	O
earnestly	O
pray	O
our	B-pers
most	I-pers
great	I-pers
and	I-pers
amiable	I-pers
Queen	I-pers
may	O
long	O
be	O
Bleſs	O
'd	O
as	O
she	O
Bleſses	O
all	O
those	O
who	O
have	O
the	O
felicity	O
of	O
belonging	O
to	O
her	O
--	O
I	O
do	O
indeed	O
my	O
Dr	O
Miſs	B-pers
H	I-pers
:	I-pers
most	O
sincerely	O
congratulate	O
you	O
on	O
the	O
return	O
of	O
this	O
day	O
I	O
feel	O
the	O
cordial	O
and	O
forget	O
my	O
infirmities	O
or	O
cou	O
'd	O
never	O
not	O
have	O
attempted	O
writing	O
so	O
many	O
lines	O
,	O
one	O
of	O
which	O
I	O
can	O
not	O
read	O
Adieu	O
