TOKEN	NE
Hampton	B-place
8	O
th	O
Feb	O
:	O
Cariſsima	O
et	O
Stimatiſsima	O
You	O
see	O
how	O
I	O
obey	O
your	O
injunctions	O
au	O
pied	O
de	O
la	O
Lettre	O
;	O
and	O
write	O
instantly	O
to	O
shew	O
my	O
Submiſsion	O
tho	O
'	O
I	O
have	O
not	O
a	O
word	O
I	O
can	O
say	O
by	O
which	O
I	O
may	O
shew	O
my	O
wit	O
.	O
Nothing	O
however	O
cou	O
'd	O
set	O
me	O
a	O
prating	O
so	O
soon	O
,	O
but	O
the	O
fear	O
that	O
the	O
threatened	O
diſsolution	O
may	O
disfranchise	O
my	O
Cover	O
,	O
and	O
oblige	O
You	O
to	O
pay	O
two	O
pence	O
for	O
that	O
which	O
in	O
my	O
Conscience	O
I	O
pronounce	O
not	O
to	O
be	O
worth	O
one	O
farthing	O
.	O
--	O
The	O
time	O
of	O
our	O
coming	O
to	O
Town	B-place
seems	O
rather	O
to	O
recede	O
than	O
approach	O
:	O
Several	O
little	O
domestic	O
evils	O
concur	O
to	O
retard	O
it	O
;	O
the	O
worst	O
of	O
which	O
is	O
that	O
Mrs.	B-pers
Garrick	I-pers
has	O
had	O
an	O
ugly	O
fall	O
,	O
which	O
still	O
confines	O
her	O
,	O
tho	O
'	O
no	O
ill	O
consequences	O
,	O
I	O
thank	O
God	O
,	O
are	O
apprehended	O
;	O
indeed	O
she	O
is	O
almost	O
quite	O
recovered	O
.	O
I	O
am	O
sure	O
she	O
wou	O
'd	O
send	O
her	O
love	O
and	O
a	O
particular	O
State	O
of	O
Your	O
Orange	O
tree	O
if	O
she	O
knew	O
I	O
was	O
writing	O
,	O
but	O
I	O
have	O
not	O
seen	O
her	O
since	O
I	O
received	O
Your	O
letter	O
,	O
nor	O
shall	O
,	O
probably	O
till	O
this	O
is	O
gone	O
,	O
for	O
we	O
are	O
a	O
very	O
fashionable	O
couple	O
,	O
and	O
see	O
very	O
little	O
of	O
each	O
other	O
--	O
by	O
day	O
at	O
least	O
--	O
At	O
dinner	O
we	O
meet	O
for	O
good	O
.	O
You	O
can	O
never	O
oblige	O
me	O
more	O
than	O
by	O
giving	O
me	O
an	O
opportunity	O
of	O
seeing	O
Lord	B-pers
Stormont	I-pers
;	O
I	O
think	O
him	O
infinitely	O
agreeable	O
.	O
It	O
was	O
a	O
Story	O
of	O
his	O
--	O
faisons	O
des	O
Solecismes	O
--	O
(	O
do	O
you	O
remember	O
it	O
)	O
that	O
suggested	O
to	O
me	O
the	O
lines	O
in	O
the	O
Bas	O
bleu	O
“	O
twas	O
tiresome	O
to	O
be	O
quite	O
so	O
clever	O
”	O
Hannah	O
More	O
Bas	O
Bleu	O
,	O
l.79	O
.	O
&	O
c	O
You	O
have	O
put	O
me	O
upon	O
the	O
rack	O
of	O
impatience	O
to	O
know	O
from	O
whom	O
this	O
fine	O
present	O
comes	O
.	O
How	O
cou	O
'd	O
you	O
,	O
knowing	O
my	O
irritability	O
say	O
any	O
thing	O
that	O
shou	O
'd	O
excite	O
my	O
curiosity	O
,	O
and	O
then	O
barbarously	O
refuse	O
to	O
gratify	O
it	O
.	O
We	O
live	O
at	O
this	O
time	O
of	O
the	O
Year	O
,	O
more	O
secluded	O
than	O
any	O
thing	O
you	O
can	O
imagine	O
and	O
I	O
never	O
see	O
the	O
“	O
human	O
face	O
divine	O
”	O
John	O
Milton	O
,	O
Paradise	O
Lost	O
III	O
.	O
44	O
.	O
except	O
of	O
a	O
Sunday	O
at	O
Church	O
:	O
I	O
am	O
shocked	O
to	O
death	O
,	O
for	O
fear	O
You	O
shou	O
'd	O
think	O
I	O
mean	O
a	O
miserable	O
pun	O
upon	O
the	O
Parson	O
.	O
Tell	O
my	O
dear	O
Mrs.	B-pers
Carter	I-pers
I	O
give	O
her	O
a	O
dispensation	O
from	O
writing	O
to	O
me	O
,	O
but	O
not	O
from	O
loving	O
me	O
.	O
I	O
grieve	O
for	O
her	O
head	O
Ach	O
I	O
wou	O
'd	O
she	O
were	O
as	O
exempt	O
from	O
natural	O
as	O
from	O
moral	O
evil	O
:	O
but	O
she	O
must	O
be	O
contented	O
,	O
excellent	O
as	O
she	O
is	O
,	O
to	O
hold	O
her	O
humanity	O
by	O
the	O
common	O
tenure	O
,	O
and	O
to	O
pay	O
the	O
common	O
fines	O
and	O
taxes	O
.	O
--	O
Besure	O
interrupt	O
no	O
drawings	O
to	O
write	O
to	O
me	O
,	O
but	O
when	O
you	O
have	O
an	O
idle	O
Minute	O
You	O
can	O
never	O
devote	O
it	O
where	O
it	O
will	O
give	O
more	O
pleasure	O
.	O
I	O
cant	O
pretend	O
to	O
say	O
that	O
this	O
is	O
the	O
Agreeable	O
letter	O
,	O
for	O
which	O
I	O
am	O
in	O
arrears	O
to	O
you	O
,	O
but	O
it	O
serves	O
as	O
well	O
as	O
a	O
wittier	O
to	O
tell	O
you	O
that	O
I	O
am	O
faithfully	O
Yours	O
HM	B-pers
