TOKEN	NE
My	O
dear	O
Friend	O
,	O
we	O
are	O
very	O
much	O
diſsappointed	O
not	O
to	O
see	O
you	O
to	O
day	O
at	O
dinner	O
,	O
but	O
the	O
cause	O
of	O
your	O
excuse	O
makes	O
me	O
re	O
ally	O
unhappy	O
I	O
partake	O
all	O
your	O
anxietys	O
&	O
fears	O
for	O
your	O
dear	O
little	O
Girl	O
--	O
pray	O
let	O
me	O
know	O
particul	O
arly	O
how	O
she	O
does	O
to	O
day	O
--	O
what	O
is	O
her	O
Complaint	O
?	O
I	O
pray	O
she	O
may	O
soon	O
recover	O
&	O
relieve	O
your	O
apprehensions	O
&	O
uneasineſs	O
--	O
I	O
hope	O
to	O
see	O
you	O
soon	O
,	O
I	O
was	O
last	O
night	O
at	O
the	O
Opera	O
with	O
the	B-pers
Queen	I-pers
--	O
to	O
night	O
antient	O
Musick	O
--	O
tomorr	O
ow	O
Drawi	O
n	O
groom	O
,	O
I	O
shall	O
call	O
on	O
you	O
Friday	O
--	O
adieu	O
in	O
haste	O
--	O
yours	O
&	O
ever	O
CM.G	B-pers
.	I-pers
9	O
th	O
April	O
1788	O
