TOKEN	NE
Is	O
it	O
poſsible	O
for	O
Miſs	B-pers
Hamilton	I-pers
to	O
spare	O
any	O
part	O
of	O
this	O
Evening	O
from	O
8	O
to	O
10	O
on	O
her	O
Friends	O
in	O
S	O
t	O
.	O
James	O
's	O
place	O
--	O
if	O
it	O
is	O
she	O
will	O
make	O
them	O
happy	O
.	O
Mrs	B-pers
Delany	I-pers
has	O
a	O
long	O
story	O
to	O
tell	O
her	O
.	O
Tuesday	O
Morning	O
Mrs.	B-pers
D	I-pers
:	I-pers
has	O
company	O
to	O
dine	O
wth	O
her	O
or	O
shou	O
'd	O
have	O
named	O
an	O
Earlier	O
hour	O
Hamilton	B-pers
S	O
t	O
.	O
Ja	O
mes	O
's	O
Pa	O
lace	O
