TOKEN	NE
1783	O
.	O
15	O
th	O
-	O
..	O
July	O
to	O
22	O
nd	O
-	O
..	O
Septr-	O
..	O
Les	O
Voyages	O
de	O
s	O
Klimius	O
en	O
la	O
Monde	O
Souterainne	O
Ly	B-pers
Wake	I-pers
Thursday	O
that	O
d	O
--	O
like	O
d	O
th	O
.	O
great	O
to	O
every	O
probate	O
ye	O
next	O
day	O
ling	O
of	O
smoked	O
Kitchen	O
Maid	O
Tuesday	O
15	O
th	O
.	O
July	O
Clarges	O
Street	O
Breakfasted	O
before	O
8	O
oClock	O
read	O
&	O
wrote	O
ye	O
.	O
Whole	O
Morng	O
.	O
dreſs	O
'd	O
myself	O
at	O
9	O
for	O
ye	O
.	O
day	O
--	O
Ludvig	B-pers
Holberg	I-pers
came	O
in	O
for	O
a	O
Moment	O
at	O
3	O
oClock	O
to	O
invite	O
me	O
to	O
dinner	O
--	O
¼	O
before	O
4	O
went	O
to	O
Miſs	B-pers
Burney	I-pers
s	O
where	O
I	O
dined	O
only	O
Mrs	B-pers
Vesey	I-pers
&	O
her	O
.	O
¼	O
before	O
7.	O
w	O
ent	O
to	O
Dr.	B-pers
Lady	I-pers
King	I-pers
s	O
to	O
take	O
leave	O
of	O
her	O
as	O
she	O
was	O
going	O
into	O
ye	O
.	O
Country	O
ye	O
.	O
next	O
day	O
.	O
met	O
there	O
ye	B-pers
2	I-pers
Miſs	I-pers
Kings	I-pers
&	O
Miſs	B-pers
Bloſset	I-pers
--	O
Mrs	B-pers
..	I-pers
Barnard	I-pers
sent	O
ye	O
Coach	O
for	O
me	O
at	O
¼	O
past	O
7	O
.	O
I	O
went	O
back	O
to	O
her	O
house	O
--	O
Mrs-	B-pers
Codrington	I-pers
desired	O
me	O
to	O
come	O
up	O
to	O
see	O
ye	O
St	O
she	O
had	O
just	O
finish	O
'd	O
filagree	O
paper	O
&	O
c	O
.	O
Lady	B-pers
King	I-pers
Miſs	B-pers
King	I-pers
&	O
I	O
went	O
to	O
Kensington	O
Gardens	O
walk	O
'd	O
there	O
till	O
9.	O
they	O
brought	O
me	O
home	O
.	O
I	O
wrote	O
some	O
Verses	O
out	O
for	O
Lady	B-pers
King	I-pers
&	O
at	O
10	O
went	O
to	O
Miſs	B-pers
W.	I-pers
King	I-pers
--	O
sup	O
'd	O
&	O
staid	O
till	O
12	O
.	O
Miſs	B-pers
Bloſset	I-pers
was	O
gone	O
to	O
bed	O
.	O
--	O
Wed	O
:	O
16	O
th	O
.	O
July	O
1783	O
.	O
dreſs	O
'd	O
at	O
10	O
for	O
ye	O
.	O
day	O
.	O
my	O
Cousin	O
ye	B-pers
.	I-pers
Veseys	I-pers
came	O
&	O
staid	O
½	O
an	O
hour	O
brought	O
me	O
a	O
Meſsage	O
from	O
Mr.	B-pers
Vesey	I-pers
to	O
spend	O
a	O
few	O
days	O
at	O
Wandsworth	O
Hill	O
--	O
Robert	B-pers
Greville	I-pers
came	O
to	O
inqure	O
if	O
I	O
had	O
heard	O
from	O
Lady	B-pers
Stormont	I-pers
staid	O
¼	O
of	O
an	O
hour	O
.	O
show	O
'd	O
me	O
her	O
Letters	O
from	O
Madame	B-pers
Renaud	I-pers
&	O
c	O
&	O
c	O
at	O
3	O
I	O
went	O
to	O
Lady	B-pers
Wake	I-pers
's	O
sat	O
wth	O
.	O
her	O
while	O
her	O
hair	O
was	O
dreſsing	O
--	O
saw	O
Miſs	B-pers
nes	I-pers
.	O
at	O
4	O
went	O
to	O
my	O
Uncle	O
Mrs.	B-pers
Jackson	I-pers
s	O
to	O
dinner	O
.	O
only	O
themselves	O
&	O
Children	O
--	O
after	O
dinner	O
my	O
Uncle	O
talk	O
'd	O
of	O
his	O
Son	O
s	O
education	O
&	O
c.	O
we	O
sat	O
long	O
after	O
dinner	O
till	O
7	O
--	O
I	O
W	O
e	O
then	O
went	O
up	O
to	O
Mr.	B-pers
Jackson	I-pers
s	O
Room	O
she	O
play	O
'd	O
&	O
sang	O
to	O
us	O
--	O
drank	O
tea	O
there	O
.	O
My	O
Uncle	O
walk	O
'd	O
with	O
Frederick	B-pers
&	O
me	O
at	O
8	O
o'Clock	O
to	O
Miſs	B-pers
Hamilton	I-pers
s	O
Left	O
us	O
there	O
.	O
met	O
there	O
Hamilton	B-pers
.	O
Mrs.	B-pers
Delany	I-pers
(	O
Mrs.	B-pers
Vesey	I-pers
who	O
is	O
with	O
Mr.	B-pers
Montagu	I-pers
)	O
--	O
at	O
9	O
I	O
walk	O
'd	O
back	O
wth	O
.	O
Mr.	B-pers
Sandford	I-pers
return	O
'd	O
to	O
Mrs	B-pers
D	I-pers
.	I-pers
walk	O
'd	O
at	O
½	O
past	O
9	O
through	O
ye	O
.	O
Park	O
with	O
Miſs	B-pers
Hamilton	I-pers
went	O
to	O
her	O
House	O
Mrs.	B-pers
Delany	I-pers
,	O
Mrs	B-pers
:	I-pers
Vesey	I-pers
Lady	B-pers
Althorpe	I-pers
came	O
in	O
at	O
10	O
--	O
I	O
came	O
away	O
at	O
11	O
--	O
eat	O
my	O
Bread	O
--	O
read	O
&	O
wrote	O
went	O
to	O
bed	O
at	O
½	O
past	O
12	O
Thursday	O
17	O
th	O
.	O
my	O
Uncle	O
brought	O
Miſs	B-pers
Molesworth	I-pers
at	O
11	O
--	O
we	O
wrote	O
&	O
read	O
&	O
conversed	O
till	O
3	O
when	O
he	O
came	O
for	O
her	O
again	O
he	O
staid	O
only	O
a	O
few	O
minutes	O
at	O
4	O
I	O
went	O
to	O
Lady	B-pers
Clermont	I-pers
din	O
'd	O
there	O
wth	O
.	O
Miſs	B-pers
Hamilton	I-pers
--	O
ye	B-pers
.	I-pers
Veseys	I-pers
--	O
Lady	B-pers
Dartrey	I-pers
Master	B-pers
Dawson	I-pers
came	O
away	O
at	O
7	O
when	O
Lucius	B-pers
return	O
'd	O
to	O
Chelsea	B-place
--	O
I	O
went	O
to	O
Lady	B-pers
Clermont	I-pers
--	O
she	O
was	O
out	O
airing	O
.	O
Sat	O
with	O
Ldy	B-pers
.	I-pers
D	I-pers
&	O
poor	O
Mrs.	B-pers
Jackson	I-pers
till	O
she	O
came	O
home	O
wch	O
.	O
was	O
at	O
9	O
--	O
I	O
went	O
in	O
ye	O
.	O
little	O
Phaeton	O
with	O
her	O
--	O
we	O
met	O
Miſs	B-pers
P	I-pers
&	O
Miſs	B-pers
J.	I-pers
Barnard	I-pers
&	O
Mrs	B-pers
.	I-pers
in	O
S	O
t	O
James	O
&	O
I	O
stop	O
'd	O
&	O
spoke	O
to	O
ym	O
.	O
Miſs	B-pers
carried	O
me	O
to	O
Master	B-pers
Hamelton	I-pers
s	O
--	O
I	O
go	O
out	O
for	O
a	O
Moment	O
--	O
told	O
her	O
Mrs.	B-pers
J	I-pers
.	I-pers
s	O
Meſsage	O
&	O
c	O
&	O
c	O
--	O
she	O
had	O
been	O
to	O
us	O
at	O
Mrs.	B-pers
Delany	I-pers
s	O
but	O
miſs	O
'd	O
us	O
all	O
.	O
Ldy	B-pers
.	I-pers
Dartrey	I-pers
than	O
drove	O
me	O
through	O
ye	O
.	O
Park	O
wch	O
.	O
was	O
crouded	O
with	O
Company	O
I	O
call	O
'd	O
upon	O
Mrs.	B-pers
Vesey	I-pers
for	O
a	O
moment	O
.	O
she	O
was	O
well	O
--	O
told	O
me	O
her	O
Sister	O
was	O
with	O
Mrs.	B-pers
J	I-pers
.	I-pers
in	O
ye	O
Country	O
--	O
we	O
then	O
drove	O
up	O
Constitution	O
Hill	O
--	O
Mrs.	B-pers
Stainforth	I-pers
&	O
Lady	B-pers
Amherst	I-pers
were	O
walking	O
before	O
their	O
door	O
The	B-pers
Veseys	I-pers
stop	O
'd	O
sometime	O
to	O
converse	O
with	O
them	O
--	O
left	O
me	O
with	O
them	O
.	O
I	O
staid	O
Supper	O
--	O
with	O
Mrs-	B-pers
Hancock	I-pers
came	O
home	O
20	O
Min	O
past	O
11	O
oClock	O
Friday	O
18	O
July	O
1783	O
--	O
at	O
1	O
oClock	O
went	O
to	O
Mrs.	B-pers
Jackson	I-pers
--	O
we	O
sat	O
&	O
work	O
'd	O
together	O
till	O
past	O
3	O
she	O
went	O
to	O
dreſs	O
ye	B-pers
Veseys	I-pers
came	O
&	O
conversed	O
wth	O
.	O
me	O
.	O
at	O
4	O
we	O
din	O
'd	O
Mrs.	B-pers
Jackson	I-pers
Mr.	B-pers
Jackson	I-pers
&	O
Miſs	B-pers
P.	I-pers
Barnard	I-pers
J	O
&	O
me	O
.	O
(	O
young	O
Mr	B-pers
came	O
in	O
before	O
dinner	O
&	O
Sat	O
½	O
an	O
hour	O
.	O
at	O
6	O
oClock	O
I	O
came	O
home	O
--	O
Mrs	B-pers
.	I-pers
came	O
to	O
Tea	O
--	O
I	O
show	O
'd	O
her	O
some	O
Man	O
:	O
Verses	O
&	O
c	O
&	O
c	O
.	O
Mr	B-pers
Morrel	I-pers
came	O
to	O
us	O
at	O
9	O
.	O
Miſs	B-pers
Burney	I-pers
Mrs.	B-pers
Jackson	I-pers
&	O
her	O
3	O
Sons	O
came	O
in	O
for	O
½	O
an	O
hour	O
.	O
Mrs.	B-pers
Delany	I-pers
left	O
me	O
at	O
½	O
past	O
9	O
.	O
Mrs.	B-pers
Sandford	I-pers
staid	O
with	O
me	O
till	O
past	O
11	O
--	O
we	O
had	O
bread	O
&	O
Cheese	O
&	O
c.	O
&	O
look	O
'd	O
over	O
Man	O
:	O
letters	O
from	O
Miſs	B-pers
Burney	I-pers
&	O
c	O
&	O
c	O
.	O
I	O
read	O
till	O
1	O
in	O
ye	O
Morng	O
.	O
Mrs.	B-pers
Jackson	I-pers
call	O
'd	O
when	O
I	O
was	O
out	O
Saturday	O
19	O
.	O
My	O
Uncle	O
came	O
at	O
12	O
sat	O
an	O
hour	O
talk	O
'd	O
of	O
P—n	B-pers
(	O
his	O
sister	O
)	O
Mr	B-pers
Stanhope	I-pers
&	O
c.	O
Soon	O
after	O
he	O
left	O
me	O
Lady	B-pers
Warwick	I-pers
came	O
.	O
&	O
sat	O
with	O
me	O
till	O
3	O
oClock	O
--	O
a	O
little	O
before	O
4	O
went	O
to	O
my	O
Uncle	O
s	O
to	O
dinner	O
--	O
as	O
I	O
was	O
standing	O
at	O
ye	O
.	O
Window	O
wth	O
.	O
Sr.	B-pers
Wm	I-pers
.	I-pers
Hamilton	I-pers
.	O
Mrs	B-pers
.	I-pers
Boys	I-pers
paſs	O
'd	O
in	O
his	O
Vis	O
à	O
Vis	O
he	O
saw	O
me	O
&	O
kiſs	O
'd	O
his	O
hand	O
.	O
Miſs	B-pers
Hamelton	I-pers
din	O
'd	O
at	O
my	O
Uncle	O
s	O
--	O
he	O
maintain	O
'd	O
an	O
argument	O
with	O
me	O
,	O
that	O
--	O
there	O
was	O
little	O
use	O
in	O
Reading	O
History	O
&	O
c.	O
--	O
gave	O
me	O
a	O
description	O
of	O
ye	B-pers
..	I-pers
P	I-pers
of	I-pers
Ws	I-pers
s	O
place	O
in	O
ye	B-place
.	I-place
Isle	I-place
of	I-place
White	I-place
&	O
c.	O
after	O
dinner	O
Col	B-pers
Greville	I-pers
&	O
I	O
went	O
up	O
in	O
my	O
Cousin	O
s	O
Room	O
she	O
play	O
d	O
to	O
me	O
&	O
Sang	O
ye	O
Scotch	O
ballad	O
of	O
Auld	O
Robin	O
Gray	O
at	O
7	O
we	O
went	O
down	O
to	O
tea	O
.	O
Mr.	B-pers
Tolomache	I-pers
came	O
in	O
I	O
left	O
them	O
at	O
½	O
past	O
7.	O
went	O
for	O
½	O
an	O
hour	O
to	O
Mrs	B-pers
H	I-pers
s	O
--	O
met	O
there	O
Mrs.	B-pers
Tating	I-pers
&	O
another	O
Lady	O
.	O
--	O
ye	O
eldest	O
Miſs	O
K	O
.	O
show	O
'd	O
me	O
some	O
new	O
Prints	O
from	O
Dowg	B-pers
Lady	I-pers
King	I-pers
s	O
drawings	O
--	O
&	O
c	O
&	O
c	O
.	O
I	O
came	O
home	O
wrote	O
.	O
at	O
9	O
went	O
over	O
to	O
Lady	B-pers
Lucy	I-pers
Boyle	I-pers
.	O
Miſs	B-pers
Emma	I-pers
Crewe	I-pers
came	O
soon	O
after	O
had	O
much	O
conversation	O
with	O
him	O
he	O
told	O
me	O
a	O
singular	O
story	O
relating	O
to	O
ye	B-pers
.	I-pers
Veseys	I-pers
ye	O
Poet	O
&	O
a	O
Strange	O
Lady	O
whom	O
he	O
met	O
one	O
Night	O
at	O
ye	O
.	O
Play	O
house	O
Mr.	B-pers
Walpole	I-pers
&	O
Mr	B-pers
Gay	I-pers
came	O
in	O
--	O
we	O
all	O
stay	O
'd	O
Supper	O
wch	O
.	O
was	O
brought	O
upstairs	O
--	O
we	O
separa	O
t	O
ed	O
at	O
12	O
I	O
came	O
home	O
at	O
½	O
past	O
12	O
Mr	B-pers
call	O
'd	O
I	O
was	O
out	O
Sunday	O
20	O
th	O
.	O
sent	O
ye	O
.	O
Servts	O
.	O
to	O
Church	O
--	O
staid	O
at	O
home	O
all	O
day	O
--	O
read	O
&	O
wrote	O
in	O
ye	O
.	O
Eveg	O
Mrs.	B-pers
Jackson	I-pers
call	O
'd	O
--	O
I	O
was	O
deny	O
'd	O
not	O
knowing	O
it	O
was	O
her	O
--	O
she	O
left	O
word	O
she	O
was	O
to	O
be	O
at	O
Hackney	B-place
at	O
Miſs	B-pers
finch	I-pers
s	O
for	O
a	O
week	O
--	O
violent	O
Heat	O
in	O
ye	O
Eveg	O
Thunder	O
&	O
Lightning	O
--	O
Miſs	B-pers
Thursby	I-pers
call	O
'd	O
for	O
me	O
in	O
ye	O
Coach	O
(	O
young	O
Mr	B-pers
Bodington	I-pers
was	O
in	O
ye	O
Coach	O
but	O
he	O
did	O
not	O
come	O
in	O
to	O
ye	B-pers
.	I-pers
Veseys	I-pers
)	O
I	O
sup	O
'd	O
&	O
spent	O
ye	O
.	O
Eveg	O
with	O
Mr.	B-pers
Burke	I-pers
came	O
home	O
½	O
past	O
11	O
--	O
21	O
st	O
.	O
July	O
Monday	O
--	O
read	O
&	O
wrote	O
ye	O
.	O
whole	O
Morng	O
.	O
ye	B-pers
.	I-pers
Veseys	I-pers
came	O
I	O
paid	O
her	O
¼	O
before	O
4	O
went	O
and	O
din	O
'd	O
at	O
ye	B-pers
.	I-pers
Veseys	I-pers
s	O
--	O
after	O
dinner	O
we	O
went	O
into	O
ye	O
.	O
Garden	O
wth	O
.	O
ye	O
--	O
Children	O
&	O
after	O
dinner	O
she	O
was	O
taking	O
wth	O
.	O
a	O
fainting	O
but	O
soon	O
recover	O
'd	O
Mrs.	B-pers
Scott	I-pers
read	O
me	O
a	O
letter	O
she	O
had	O
recd	O
from	O
Windsor	B-place
.	O
Mrs.	B-pers
Jackson	I-pers
&	O
Miſs	B-pers
Barnard	I-pers
walk	O
'd	O
home	O
wth	O
.	O
me	O
at	O
9	O
.	O
They	O
left	O
me	O
at	O
my	O
door	O
.	O
at	O
½	O
past	O
9	O
went	O
to	O
Mrs.	B-pers
J	I-pers
.	I-pers
--	O
they	O
were	O
not	O
return	O
'd	O
home	O
I	O
sat	O
by	O
myself	O
½	O
of	O
an	O
hour	O
.	O
when	O
they	O
came	O
in	O
Mrs.	B-pers
Barnard	I-pers
gave	O
me	O
a	O
letter	O
from	O
ye	B-pers
.	I-pers
