TOKEN	NE
As	O
my	O
sweetest	O
friend	O
's	O
happineſs	O
and	O
peace	O
of	O
mind	O
is	O
my	O
first	O
object	O
,	O
and	O
my	O
greatest	O
,	O
indeed	O
I	O
may	O
say	O
almost	O
my	O
only	O
delight	O
,	O
I	O
readily	O
consent	O
to	O
dissolve	O
,	O
to	O
paſs	O
an	O
act	O
of	O
oblivion	O
over	O
that	O
fatal	O
promise	O
,	O
wch	O
..	O
if	O
I	O
had	O
known	O
it	O
would	O
have	O
cost	O
you	O
so	O
much	O
pain	O
I	O
never	O
wld	O
..	O
have	O
asked	O
of	O
you	O
.	O
God	O
grant	O
that	O
you	O
may	O
never	O
have	O
any	O
occasion	O
to	O
make	O
use	O
of	O
it	O
,	O
if	O
you	O
do	O
I	O
am	O
thoroughly	O
resolved	O
not	O
to	O
survive	O
yr	O
.	O
loſs	O
.	O
Think	O
not	O
that	O
this	O
is	O
ye	O
.	O
resolution	O
of	O
a	O
giddy	O
,	O
rash	O
,	O
wild	O
young	O
man	O
it	O
has	O
arisen	O
from	O
the	O
long	O
constant	O
contemplation	O
of	O
a	O
strong	O
&	O
sound	O
mind	O
.	O
You	O
say	O
you	O
once	O
loved	O
a	O
friend	O
who	O
died	O
in	O
ye	O
.	O
bloom	O
of	O
her	O
youth	O
,	O
with	O
enthuastic	O
fondneſs	O
,	O
think	O
then	O
how	O
much	O
stronger	O
the	O
pangs	O
I	O
must	O
feel	O
will	O
be	O
,	O
if	O
ever	O
I	O
am	O
separated	O
from	O
her	O
,	O
which	O
g	O
G	O
od	O
forbid	O
,	O
whom	O
I	O
not	O
only	O
adore	O
love	O
with	O
enthusiastic	O
fondneſs	O
,	O
but	O
doat	O
upon	O
and	O
adore	O
beyond	O
the	O
idea	O
of	O
every	O
thing	O
that	O
is	O
human	O
.	O
Need	O
you	O
have	O
repeated	O
to	O
me	O
that	O
yr	O
.	O
fame	O
was	O
dearer	O
to	O
you	O
than	O
yr	O
.	O
life	O
,	O
did	O
not	O
I	O
tell	O
you	O
once	O
before	O
,	O
that	O
I	O
wld	O
..	O
sooner	O
go	O
to	O
immediate	O
perdition	O
,	O
than	O
attempt	O
to	O
do	O
any	O
thing	O
that	O
wld	O
..	O
be	O
detrimental	O
either	O
to	O
yr	O
.	O
reputation	O
,	O
honor	O
,	O
&	O
virtue	O
.	O
I	O
look	O
upon	O
reputation	O
as	O
ye	O
.	O
brightest	O
jewel	O
any	O
woman	O
poſseſses	O
and	O
when	O
they	O
lose	O
that	O
,	O
they	O
lose	O
every	O
thing	O
that	O
denotes	O
them	O
to	O
be	O
Women	O
,	O
if	O
such	O
is	O
my	O
opinion	O
concerning	O
Women	O
in	O
general	O
,	O
you	O
can	O
not	O
suppose	O
that	O
I	O
would	O
even	O
think	O
of	O
doing	O
any	O
thing	O
,	O
I	O
repeat	O
ed	O
it	O
again	O
,	O
that	O
wld	O
..	O
be	O
detrimental	O
either	O
to	O
the	O
reputation	O
,	O
honor	O
and	O
virtue	O
of	O
her	O
whom	O
I	O
not	O
only	O
love	O
with	O
enthusiastic	O
fondneſs	O
,	O
but	O
whom	O
I	O
doat	O
upon	O
,	O
&	O
adore	O
beyond	O
ye	O
idea	O
of	O
every	O
thing	O
that	O
is	O
human	O
.	O
Bear	O
with	O
me	O
yet	O
once	O
more	O
if	O
I	O
conjure	O
you	O
on	O
my	O
knees	O
not	O
at	O
any	O
time	O
to	O
be	O
too	O
hasty	O
in	O
making	O
use	O
of	O
the	O
release	O
I	O
have	O
given	O
you	O
from	O
that	O
fatal	O
&	O
solemn	O
promise	O
,	O
consider	O
only	O
that	O
my	O
resolution	O
is	O
as	O
fixed	O
as	O
ye	O
.	O
unalterable	O
Book	O
of	O
Fate	O
.	O
I	O
think	O
then	O
if	O
I	O
know	O
you	O
,	O
&	O
if	O
you	O
ever	O
had	O
ye	O
smallest	O
spark	O
of	O
friendly	O
affection	O
for	O
yr	O
.	O
friend	O
,	O
as	O
you	O
say	O
you	O
have	O
,	O
you	O
will	O
put	O
up	O
with	O
not	O
a	O
little	O
,	O
when	O
you	O
know	O
that	O
my	O
happineſs	O
not	O
only	O
in	O
this	O
world	O
,	O
but	O
what	O
is	O
much	O
more	O
serious	O
in	O
the	O
next	O
depends	O
wholly	O
upon	O
it	O
.	O
Let	O
not	O
any	O
reflections	O
my	O
sweetest	O
,	O
dearest	O
,	O
ever	O
amiable	O
friend	O
,	O
of	O
the	O
imprudence	O
,	O
inconsistency	O
,	O
or	O
impropriety	O
of	O
yr	O
.	O
conduct	O
in	O
accepting	O
of	O
my	O
friendship	O
disturb	O
yr	O
.	O
peace	O
&	O
happineſs	O
,	O
or	O
torture	O
yr	O
.	O
mind	O
,	O
as	O
I	O
am	O
convinced	O
they	O
only	O
arise	O
from	O
a	O
too	O
delicate	O
&	O
punctilious	O
honor	O
&	O
as	O
they	O
are	O
now	O
not	O
to	O
be	O
remedied	O
.	O
The	O
promise	O
of	O
an	O
eternal	O
and	O
everlasting	O
continuance	O
of	O
yr	O
.	O
friendship	O
is	O
now	O
ye	O
.	O
only	O
thing	O
that	O
will	O
contribute	O
to	O
heal	O
ye	O
.	O
wound	O
that	O
rankles	O
in	O
my	O
heart	O
.	O
This	O
alone	O
promise	O
alone	O
is	O
sufficient	O
to	O
bring	O
you	O
out	O
of	O
my	O
debt	O
,	O
you	O
never	O
was	O
in	O
it	O
till	O
this	O
moment	O
,	O
upon	O
my	O
consenting	O
to	O
dissolve	O
that	O
fatal	O
promise	O
;	O
I	O
have	O
been	O
in	O
yrs	O
.	O
till	O
this	O
instant	O
.	O
I	O
thank	O
you	O
cordially	O
for	O
yr	O
.	O
good	O
advice	O
,	O
as	O
it	O
shews	O
the	O
interest	O
you	O
take	O
in	O
what	O
befalls	O
me	O
.	O
I	O
will	O
follow	O
it	O
to	O
ye	O
utmost	O
of	O
my	O
power	O
,	O
make	O
not	O
no	O
more	O
apologies	O
for	O
it	O
I	O
beg	O
of	O
you	O
,	O
for	O
it	O
adds	O
an	O
additional	O
weight	O
to	O
that	O
which	O
now	O
hangs	O
upon	O
my	O
spirits	O
.	O
Let	O
me	O
now	O
see	O
you	O
again	O
enjoy	O
that	O
portion	O
of	O
chearfulneſs	O
natural	O
to	O
your	O
disposition	O
let	O
me	O
again	O
see	O
that	O
happineſs	O
revisit	O
yr	O
.	O
mind	O
,	O
which	O
I	O
am	O
afraid	O
has	O
fled	O
from	O
mine	O
.	O
Else	O
ere	O
soon	O
I	O
flatter	O
myself	O
that	O
the	O
Almighty	O
will	O
call	O
b	O
m	O
e	O
to	O
the	O
throne	O
of	O
his	O
grace	O
,	O
to	O
join	O
yr	O
.	O
now	O
sainted	O
friend	O
in	O
Heaven	O
,	O
there	O
with	O
his	O
Angels	O
&	O
Archangels	O
and	O
with	O
His	O
whole	O
heavenly	O
and	O
bleſsed	O
host	O
,	O
to	O
sing	O
eternal	O
praises	O
unto	O
his	O
holy	O
name	O
.	O
Now	O
adieu	O
my	O
friend	O
,	O
may	O
Heaven	O
pour	O
forth	O
its	O
most	O
greatest	O
bleſsings	O
on	O
thee	O
,	O
&	O
mayest	O
thou	O
for	O
henceforward	O
enjoy	O
that	O
happineſs	O
,	O
which	O
yr	O
.	O
angellick	O
disposition	O
so	O
richly	O
deserves	O
.	O
I	O
am	O
,	O
and	O
ever	O
shall	O
be	O
Yr	O
.	O
sincerely	O
affectionate	O
Friend	O
.	O
P.S	O
.	O
Excuse	O
me	O
if	O
I	O
apologize	O
to	O
you	O
for	O
having	O
demanded	O
at	O
towards	O
ye	O
end	O
of	O
my	O
