TOKEN,NE
THE,0
PROCEEDINGS,0
ON,0
THE,0
KING,0
's,0
Commission,0
of,0
the,0
Peace,0
",",0
AND,0
Oyer,0
and,0
Terminer,0
",",0
and,0
Goal,0
Delivery,0
of,0
Newgate,0
",",0
held,0
for,0
the,0
CITY,0
of,0
London,0
",",0
and,0
COUNTY,0
of,0
Middlesex,0
",",0
at,0
Justice-Hall,0
in,0
the,0
Old,0
Bayly,0
",",0
ON,0
THE,0
ADJOURNMENT,0
On,0
Thursday,0
",",0
Friday,0
",",0
and,0
Saturday,0
",",0
being,0
the,0
"12th,13th",0
",",0
and,0
14th,0
",",0
of,0
this,0
Instant,0
"July,1716",0
.,0
In,0
the,0
Second,0
Year,0
of,0
His,0
MAJESTY,0
's,0
Reign,0
.,0
BEfore,0
the,0
Right,0
Hon,0
.,0
Sir,0
CHARLES,B-pers
PEERS,I-pers
",",0
Kt,0
.,0
Lord,0
Mayor,0
of,0
the,0
City,0
of,0
London,0
;,0
Lord,0
Chief,B-pers
Baron,I-pers
Bury,I-pers
",",0
Mr.,0
Justice,0
Tracy,0
",",0
Mr.,0
Justice,0
Pratt,0
",",0
Sir,0
William,B-pers
Thompson,I-pers
",",0
Kt,0
.,0
Recorder,0
;,0
with,0
several,0
of,0
His,0
Majesty,0
's,0
Justices,0
of,0
the,0
Peace,0
for,0
the,0
City,0
of,0
London,0
",",0
and,0
County,0
of,0
Middlesex,0
.,0
Thursday,0
",",0
July,0
12.1716,0
.,0
The,0
Juries,0
which,0
serv,0
'd,0
the,0
proceeding,0
Part,0
of,0
the,0
Sessions,0
for,0
the,0
City,0
of,0
London,0
and,0
County,0
of,0
Middlesex,0
",",0
being,0
continued,0
and,0
charg,0
'd,0
with,0
the,0
following,0
Prisoners,0
",",0
viz,0
.,0
Isaac,B-pers
Dalton,I-pers
",",0
George,B-pers
Fling,I-pers
Harry,B-pers
Cheap,I-pers
",",0
Christopher,B-pers
Smith,I-pers
",",0
and,0
James,B-pers
Dovet,I-pers
",",0
or,0
London,0
;,0
and,0
Alexander,B-pers
Gordon,I-pers
",",0
Gent,0
.,0
William,B-pers
Dale,I-pers
",",0
and,0
Charles,B-pers
Hornby,I-pers
",",0
for,0
Middlesex,0
",",0
all,0
",",0
except,0
Mr.,0
Gordon,0
",",0
having,0
been,0
arraign,0
'd,0
before,0
the,0
Court,0
proceeded,0
to,0
try,0
them,0
upon,0
their,0
several,0
Indictments,0
in,0
the,0
Manner,0
following,0
.,0
Alexander,B-pers
Gordon,I-pers
",",0
of,0
the,0
Parish,0
of,0
Kensington,B-place
",",0
Gent,0
.,0
was,0
indicted,0
for,0
the,0
Murder,0
of,0
James,B-pers
Cathcart,I-pers
",",0
Gent,0
.,0
by,0
giving,0
him,0
a,0
Mortal,0
Wound,0
with,0
a,0
Sword,0
on,0
the,0
right,0
side,0
of,0
his,0
Body,0
",",0
under,0
the,0
right,0
Breast,0
",",0
of,0
the,0
Breadth,0
of,0
half,0
an,0
Inch,0
",",0
and,0
of,0
the,0
Depth,0
of,0
16,0
Inches,0
",",0
of,0
which,0
he,0
instantly,0
died,0
.,0
He,0
was,0
also,0
indicted,0
upon,0
an,0
Inquisition,0
taken,0
before,0
the,0
Coroner,0
",",0
for,0
Manslaughter,0
.,0
The,0
first,0
Evidence,0
for,0
the,0
King,0
was,0
one,0
Mawbrey,0
",",0
who,0
depos,0
'd,0
That,0
about,0
8,0
a-Clock,0
in,0
the,0
Evening,0
he,0
saw,0
the,0
Prisoner,0
and,0
the,0
Deiceas,0
'd,0
come,0
down,B-place
Notting-Line,I-place
",",I-place
and,I-place
go,I-place
into,I-place
a,I-place
Corn,I-place
field,I-place
",",0
the,0
Deceas,0
'd,0
going,0
first,0
;,0
who,0
",",0
bidding,0
the,0
Prisoner,0
follow,0
him,0
",",0
and,0
speaking,0
very,0
angrily,0
",",0
gave,0
him,0
Reason,0
to,0
suspect,0
there,0
would,0
soon,0
be,0
Mischief,0
;,0
and,0
in,0
a,0
very,0
little,0
time,0
",",0
he,0
heard,0
the,0
Prisoner,0
cry,0
out,0
",",0
For,0
Crist,0
's,0
sake,0
",",0
Help,0
",",0
Help,0
;,0
and,0
when,0
he,0
was,0
come,0
up,0
to,0
them,0
",",0
he,0
found,0
the,0
Deceas,0
'd,0
on,0
the,0
Grass,0
",",0
and,0
the,0
Prisoner,0
himself,0
very,0
much,0
Wounded,0
",",0
having,0
been,0
run,0
throb,0
',0
the,0
Shoulder,0
",",0
and,0
part,0
of,0
the,0
Deceas'd,0
's,0
Sword,0
",",0
which,0
broke,0
within,0
him,0
",",0
sticking,0
out,0
behind,0
;,0
That,0
he,0
heard,0
the,0
Prisoner,0
say,0
to,0
the,0
Deceased,0
",",0
Was,0
I,0
the,0
Occasion,0
of,0
this,0
Injury,0
and,0
he,0
answer,0
'd,0
groaning,0
",",0
No,0
",",0
No,0
.,0
Then,0
Mr.,0
Dunbar,0
depos,0
'd,0
he,0
was,0
at,0
Old,0
Man,0
's,0
Coffee-house,0
by,0
Charing-Cross,0
",",0
and,0
the,0
Deceas,0
'd,0
being,0
there,0
",",0
ask,0
'd,0
him,0
what,0
News,0
",",0
who,0
replied,0
",",0
None,0
",",0
as,0
I,0
know,0
of,0
.,0
No,0
",",0
said,0
the,0
Deceas,0
'd,0
",",0
I,0
hear,0
News,0
about,0
fighting,0
",",0
but,0
the,0
King,0
's,0
Guards,0
would,0
not,0
let,0
them,0
;,0
and,0
that,0
there,0
was,0
no,0
fighting,0
now,0
without,0
the,0
Guards,0
;,0
upon,0
which,0
this,0
Evidence,0
told,0
him,0
",",0
he,0
did,0
not,0
do,0
well,0
to,0
talk,0
so,0
of,0
Things,0
when,0
a,0
Relation,0
of,0
the,0
Gentleman,0
who,0
was,0
concern,0
'd,0
was,0
near,0
him,0
",",0
(,0
the,0
Prisoner,0
being,0
in,0
the,0
same,0
Room,0
:,0
),0
To,0
which,0
he,0
said,0
",",0
he,0
did,0
not,0
care,0
for,0
one,0
nor,0
t'other,0
.,0
And,0
being,0
ask,0
'd,0
by,0
the,0
Prisoner,0
",",0
said,0
",",0
the,0
Deceas,0
'd,0
told,0
him,0
they,0
were,0
a,0
couple,0
of,0
worthless,0
Brothers,0
.,0
Then,0
Mr.,0
Urqubart,0
depos,0
'd,0
",",0
That,0
being,0
at,0
the,0
Same,0
Place,0
between,0
6,0
and,0
7,0
at,0
Night,0
",",0
he,0
and,0
Mr.,0
Cathcart,0
were,0
talking,0
about,0
indifferent,0
Things,0
",",0
and,0
the,0
Prisoner,0
came,0
to,0
them,0
she,0
told,0
the,0
Deceas,0
'd,0
he,0
heard,0
him,0
speak,0
disrespectfully,0
of,0
another,0
Gentleman,0
",",0
and,0
desired,0
to,0
know,0
who,0
was,0
his,0
Author,0
",",0
upon,0
which,0
the,0
Deceas,0
'd,0
replied,0
",",0
G,0
-,0
d,0
-,0
n,0
you,0
",",0
I,0
wont,0
tell,0
you,0
",",0
and,0
Shifting,0
his,0
Cane,0
made,0
a,0
Motion,0
to,0
strike,0
him,0
",",0
but,0
he,0
put,0
in,0
between,0
them,0
and,0
separated,0
them,0
",",0
and,0
soon,0
after,0
they,0
took,0
Coach,0
.,0
One,0
Barnes,0
depos,0
'd,0
He,0
saw,0
the,0
Prisoner,0
put,0
his,0
Hand,0
to,0
his,0
Sword,0
",",0
when,0
he,0
went,0
out,0
.,0
A,0
Surgeon,0
swore,0
",",0
the,0
Wound,0
the,0
Deceas,0
'd,0
receiv,0
'd,0
",",0
was,0
the,0
Cause,0
of,0
his,0
Death,0
;,0
and,0
that,0
he,0
took,0
a,0
Piece,0
of,0
a,0
Sword,0
out,0
of,0
the,0
Prisoner,0
's,0
Shoulder,0
.,0
Another,0
depos,0
'd,0
",",0
he,0
knew,0
the,0
Deceas'd,0
's,0
Sword,0
",",0
and,0
that,0
it,0
was,0
broke,0
.,0
And,0
another,0
",",0
That,0
the,0
Sword,0
the,0
Prisoner,0
fought,0
with,0
was,0
good,0
for,0
nothing,0
being,0
very,0
short,0
",",0
and,0
unfit,0
for,0
fighting,0
.,0
The,0
Prisoner,0
in,0
his,0
Defence,0
said,0
",",0
He,0
receiv,0
'd,0
five,0
Wounds,0
from,0
the,0
Deceas,0
'd,0
",",0
but,0
did,0
not,0
give,0
one,0
with,0
any,0
Malice,0
.,0
That,0
the,0
Deceas,0
'd,0
reflected,0
very,0
much,0
(,0
as,0
he,0
and,0
every,0
Body,0
in,0
the,0
Coffee-room,0
understood,0
it,0
),0
upon,0
his,0
Brother,0
",",0
Sir,0
William,B-pers
