TOKEN,NE
2,0
",",0
Typed,0
Aug,0
st,0
1772,0
The,0
mistaken,0
date,0
is,0
presumably,0
repeated,0
",",0
quite,0
possibly,0
by,0
Hamilton,0
herself,0
",",0
from,0
the,0
dateline,0
and,0
annotation,0
at,0
the,0
foot,0
of,0
the,0
letter,0
;,0
cf,0
.,0
the,0
footnote,0
on,0
p.2,0
.,0
It,0
has,0
not,0
been,0
want,0
of,0
Affection,0
I,0
do,0
aſsure,0
you,0
My,0
Dr,0
Miſs,B-pers
Hamilton,I-pers
that,0
has,0
kept,0
me,0
so,0
long,0
silent,0
",",0
nor,0
will,0
I,0
go,0
about,0
to,0
make,0
excuses,0
for,0
having,0
been,0
so,0
",",0
but,0
tell,0
you,0
the,0
real,0
truth,0
which,0
is,0
that,0
having,0
suffer,0
'd,0
a,0
great,0
deal,0
in,0
my,0
health,0
upon,0
our,0
journey,0
here,0
",",0
my,0
Nerves,0
remain,0
'd,0
for,0
some,0
time,0
in,0
so,0
weak,0
a,0
state,0
as,0
made,0
writing,0
very,0
irksome,0
to,0
me,0
",",0
&,0
since,0
they,0
have,0
got,0
stronger,0
",",0
I,0
have,0
liv,0
'd,0
so,0
much,0
in,0
publick,0
",",0
&,0
have,0
got,0
such,0
a,0
habit,0
of,0
lazineſs,0
in,0
private,0
",",0
that,0
I,0
have,0
behav,0
'd,0
most,0
shamefully,0
to,0
all,0
my,0
correspondents,0
",",0
all,0
this,0
I,0
hope,0
you,0
will,0
forgive,0
as,0
my,0
hand,0
&,0
not,0
my,0
heart,0
has,0
been,0
to,0
blame,0
.,0
Our,0
Summer,0
here,0
has,0
been,0
hitherto,0
very,0
favourable,0
to,0
our,0
Northern,0
constitutions,0
--,0
it,0
has,0
been,0
very,0
seldom,0
more,0
than,0
agreably,0
hot,0
",",0
&,0
we,0
have,0
often,0
had,0
very,0
refreshing,0
rains,0
--,0
we,0
have,0
a,0
very,0
comfortable,0
Society,0
here,0
",",0
particularly,0
in,0
the,0
French,0
Ambaſsadors,0
family,0
",",0
whose,0
daughter,0
the,0
Comteſs,0
de,0
Chatignon,0
is,0
a,0
most,0
amiable,0
young,0
Woman,0
we,0
make,0
parties,0
upon,0
the,0
Water,0
very,0
frequently,0
",",0
&,0
are,0
together,0
every,0
day,0
which,0
I,0
think,0
is,0
the,0
comfort,0
of,0
Society,0
",",0
a,0
comfort,0
one,0
can,0
seldom,0
enjoy,0
in,0
England,B-place
where,0
if,0
you,0
enjoy,0
the,0
com,0
fort,0
pany,0
you,0
like,0
one,0
day,0
",",0
they,0
are,0
most,0
likely,0
dispers,0
'd,0
diverse,0
different,0
ways,0
the,0
next,0
--,0
I,0
hope,0
Mrs,B-pers
Hamilton,I-pers
continues,0
to,0
enjoy,0
her,0
health,0
&,0
that,0
she,0
has,0
now,0
recover,0
'd,0
her,0
spirits,0
in,0
some,0
measure,0
for,0
she,0
realy,0
made,0
me,0
quite,0
uneasy,0
(,0
as,0
I,0
have,0
a,0
regard,0
for,0
her,0
),0
to,0
see,0
how,0
the,0
uneasineſs,0
of,0
her,0
mind,0
prey,0
'd,0
upon,0
her,0
(,0
naturally,0
good,0
),0
constitution,0
",",0
I,0
saw,0
likewise,0
how,0
you,0
suffer,0
'd,0
for,0
her,0
",",0
&,0
that,0
render,0
'd,0
you,0
still,0
more,0
amiable,0
",",0
I,0
should,0
be,0
happy,0
to,0
hear,0
there,0
was,0
some,0
prospect,0
of,0
your,0
being,0
well,0
settled,0
",",0
I,0
know,0
that,0
would,0
do,0
Mrs,B-pers
Hamilton,I-pers
good,0
",",0
as,0
her,0
heart,0
is,0
wrapd,0
up,0
in,0
you,0
--,0
I,0
beg,0
My,0
Dr,0
Miſs,B-pers
Hamilton,I-pers
you,0
will,0
continue,0
to,0
let,0
me,0
hear,0
from,0
&,0
every,0
thing,0
about,0
you,0
&,0
Mrs,B-pers
Hamilton,I-pers
to,0
whom,0
I,0
beg,0
My,0
kind,0
Love,0
Sr,B-pers
Wm,I-pers
.,I-pers
joins,0
in,0
the,0
same,0
to,0
her,0
&,0
you,0
&,0
I,0
am,0
My,0
Dr,0
Miſs,B-pers
Hamilton,I-pers
Yr,0
Most,0
Affectionate,0
Aunt,0
&,0
Sincere,0
friend,0
CHamilton,B-pers
Naples,B-place
Augst,0
.,0
ye,0
17,0
th,0
1772,0
The,0
year,0
‘,0
1772,0
’,0
",",0
added,0
probably,0
by,0
Hamilton,0
many,0
years,0
after,0
the,0
event,0
",",0
can,0
not,0
be,0
right,0
:,0
in,0
August,0
1772,0
Sir,0
William,0
and,0
Lady,0
Catherine,0
Hamilton,0
were,0
in,0
England,0
(,0
see,0
e.g,0
.,0
HAM/1/19/18,0
),0
.,0
They,0
arrived,0
back,0
in,0
Naples,0
‘,0
early,0
in,0
1773,0
’,0
(,0
ODNB,0
),0
after,0
a,0
lengthy,0
journey,0
via,0
Vienna,0
.,0
The,0
correct,0
date,0
is,0
evidently,0
17,0
August,0
1773,0
.,0
by,0
London,0
To,0
&,0
only,0
Miſs,B-pers
Hamilton,I-pers
at,0
Northampton,0
Inghilterra,B-place
Postmarks,0
'SE,0
7,0
',0
above,0
and,0
',0
7,0
SE,0
',0
below,0
address,0
when,0
unfolded,0
",",0
indicating,0
that,0
the,0
letter,0
from,0
Naples,0
arrived,0
in,0
England,0
c.7,0
September,0
",",0
about,0
three,0
weeks,0
after,0
it,0
had,0
been,0
written,0
.,0
