TOKEN,NE
Deal,0
Castle,0
.,0
July,0
17,0
th,0
.,0
1782,0
My,0
Dear,0
Miſs,B-pers
Hamilton,I-pers
The,0
Difference,0
of,0
my,0
Account,0
of,0
dear,0
Little,0
Prince,B-pers
Alfred,I-pers
from,0
that,0
I,0
wrote,0
Miſs,B-pers
Goldsworthy,I-pers
yesterday,0
is,0
rather,0
in,0
his,0
favour,0
",",0
as,0
he,0
has,0
had,0
a,0
better,0
Night,0
",",0
&,0
his,0
Fever,0
is,0
leſs,0
",",0
but,0
his,0
unwillingneſs,0
to,0
walk,0
is,0
the,0
same,0
",",0
&,0
he,0
has,0
a,0
wan,0
",",0
drooping,0
",",0
look,0
.,0
Mrs,B-pers
Cheveley,I-pers
has,0
by,0
my,0
desire,0
been,0
writing,0
an,0
Account,0
of,0
him,0
to,0
day,0
to,0
Mr,B-pers
Hawkins,I-pers
",",0
from,0
whom,0
she,0
receiv,0
'd,0
a,0
Letter,0
this,0
Morning,0
",",0
expreſsing,0
a,0
wish,0
that,0
he,0
might,0
be,0
drawn,0
about,0
in,0
a,0
little,0
Chaise,0
",",0
as,0
the,0
beginger,0
being,0
so,0
constantly,0
in,0
Arms,0
",",0
as,0
he,0
can,0
not,0
walk,0
",",0
must,0
be,0
bad,0
for,0
him,0
.,0
She,0
has,0
in,0
consequence,0
wrote,0
by,0
my,0
desire,0
to,0
the,0
Queen,0
's,0
Houſe,0
for,0
the,0
best,0
of,0
the,0
little,0
Chaises,0
there,0
to,0
be,0
sent,0
down,0
",",0
as,0
there,0
is,0
none,0
to,0
be,0
had,0
at,0
Deal,B-place
",",0
&,0
if,0
we,0
were,0
to,0
find,0
any,0
body,0
that,0
could,0
make,0
one,0
",",0
it,0
would,0
be,0
much,0
longer,0
before,0
we,0
cd,0
.,0
have,0
it,0
",",0
than,0
by,0
sending,0
it,0
for,0
it,0
from,0
London,B-place
.,0
Mrs,B-pers
Cheveley,I-pers
thought,0
it,0
would,0
be,0
safest,0
to,0
write,0
to,0
Mrs,B-pers
Stainforth,I-pers
Elizabeth,0
Stainforth,0
was,0
the,0
housekeeper,0
at,0
the,0
Royal,0
Palace,0
until,0
her,0
death,0
in,0
May,0
1785,0
",",0
after,0
which,0
point,0
Elizabeth,B-pers
Stainforth,I-pers
(,0
possibly,0
her,0
sister-in-law,0
or,0
daughter,0
),0
took,0
over,0
the,0
post,0
until,0
her,0
death,0
in,0
1803,0
.,0
for,0
it,0
",",0
as,0
Mr,B-pers
Compton,I-pers
might,0
poſsibly,0
be,0
at,0
Windsor,B-place
",",0
&,0
so,0
time,0
might,0
be,0
lost,0
in,0
getting,0
it,0
.,0
I,0
long,0
for,0
him,0
to,0
be,0
free,0
enough,0
of,0
Fever,0
",",0
to,0
begin,0
the,0
Sea,0
bathing,0
.,0
I,0
was,0
vastly,0
concern,0
'd,0
to,0
hear,0
by,0
a,0
Letter,0
from,0
London,B-place
yesterday,0
of,0
the,0
Accident,0
Prince,B-pers
William,I-pers
has,0
had,0
",",0
I,0
hope,0
he,0
will,0
have,0
had,0
good,0
Aſsistance,0
at,0
New,B-place
York,I-place
",",0
where,0
they,0
must,0
be,0
in,0
such,0
Practice,0
for,0
Fractures,0
or,0
any,0
Accidents,0
of,0
that,0
kind,0
;,0
my,0
Account,0
mention,0
'd,0
to,0
my,0
great,0
Satisfaction,0
that,0
no,0
ill,0
Consequences,0
were,0
apprehended,0
from,0
it,0
.,0
The,0
Distreſs,0
of,0
the,0
Asgill,0
family,0
I,0
pity,0
from,0
my,0
Heart,0
Charles,0
Asgill,0
(,0
1762-1823,0
),0
",",0
a,0
British,0
Captain,0
in,0
the,0
American,0
Revolutionary,0
War,0
",",0
was,0
under,0
threat,0
of,0
execution,0
in,0
Pennsylvania,0
at,0
this,0
time,0
",",0
as,0
retaliation,0
for,0
the,0
death,0
of,0
American,0
officer,0
James,0
Huddy,0
.,0
He,0
was,0
ultimately,0
spared,0
thanks,0
to,0
the,0
intervention,0
of,0
the,0
French,0
monarchy,0
",",0
at,0
his,0
mother,0
's,0
request,0
",",0
and,0
returned,0
to,0
England,0
in,0
December,0
1782,0
(,0
DNB,0
),0
.,0
&,0
shall,0
think,0
poor,0
Sr,B-pers
Charles,I-pers
Sir,0
Charles,0
Asgill,0
(,0
d.,0
1788,0
),0
",",0
father,0
of,0
Charles,0
Asgill,0
(,0
1762-1823,0
),0
.,0
happy,0
if,0
as,0
the,0
Papers,0
say,0
is,0
likely,0
he,0
dies,0
without,0
it,0
having,0
come,0
to,0
his,0
knowledge,0
.,0
We,0
are,0
every,0
hour,0
in,0
expectation,0
of,0
the,0
Ganges,0
(,0
Mr,B-pers
Feilding,I-pers
s,0
Ship,0
),0
Charles,0
Fielding,0
(,0
1738–1783,0
),0
fought,0
in,0
the,0
battle,0
of,0
Cape,0
Spartel,0
in,0
1783,0
and,0
commanded,0
the,0
HMS,0
Ganges,0
.,0
He,0
had,0
married,0
Lady,0
Charlotte,0
Finch,0
's,0
daughter,0
",",0
Sophia,0
",",0
in,0
1772,0
.,0
coming,0
into,0
the,B-place
Downs,I-place
",",0
&,0
by,0
the,0
end,0
of,0
this,0
Week,0
I,0
shall,0
have,0
the,0
happineſs,0
of,0
Lady,B-pers
Juliana,I-pers
Penn,I-pers
&,0
her,0
family,0
in,0
my,0
Neighbourhood,0
",",0
Lord,B-pers
North,I-pers
having,0
obliged,0
both,0
her,0
&,0
Me,0
much,0
",",0
by,0
lending,0
her,0
Walmer,0
Castle,0
",",0
Sea,0
bathing,0
being,0
advised,0
her,0
after,0
her,0
same,0
illneſs,0
",",0
as,0
the,0
most,0
likely,0
method,0
to,0
restore,0
her,0
Strength,0
Adieu,0
my,0
dear,0
Miſs,B-pers
Hamilton,I-pers
",",0
I,0
long,0
to,0
be,0
able,0
to,0
write,0
as,0
prosperous,0
Accounts,0
of,0
my,0
little,0
Prince,0
as,0
I,0
did,0
at,0
first,0
.,0
I,0
beg,0
you,0
will,0
present,0
my,0
humble,0
Duty,0
to,0
their,0
Majesties,0
as,0
well,0
as,0
to,0
the,0
Princes,0
&,0
Princeſses,0
",",0
&,0
my,0
Com̄ps,0
to,0
all,0
my,0
Friends,0
from,0
Yr,0
.,0
ever,0
sincerely,0
Affcte,0
.,0
Charlotte,B-pers
Finch,I-pers
Mrs,B-pers
Feilding,I-pers
&,0
Mrs,B-pers
Carter,I-pers
beg,0
to,0
be,0
remember,0
'd,0
to,0
you,0
