TOKEN,NE
Teston,B-place
near,0
Maidstone,B-place
June,0
8,0
th,0
.,0
1784,0
I,0
have,0
at,0
last,0
sent,0
You,0
",",0
my,0
dear,0
friend,0
",",0
the,0
Nonsense,0
you,0
desired,0
;,0
You,0
remember,0
",",0
I,0
hope,0
",",0
the,0
hard,0
Conditions,0
on,0
which,0
you,0
obtained,0
my,0
promise,0
to,0
give,0
it,0
you,0
",",0
namely,0
that,0
You,0
were,0
to,0
copy,0
it,0
for,0
yourself,0
",",0
and,0
send,0
this,0
Copy,0
to,0
our,0
dear,0
Mrs.,B-pers
Carter,I-pers
or,0
vice,0
versa,0
:,0
it,0
was,0
a,0
hard,0
bargain,0
and,0
I,0
pity,0
You,0
.,0
I,0
am,0
so,0
delighted,0
with,0
every,0
thing,0
and,0
Person,0
in,0
this,0
place,0
that,0
I,0
have,0
wished,0
for,0
you,0
more,0
than,0
once,0
since,0
I,0
have,0
been,0
here,0
.,0
I,0
was,0
so,0
ignorant,0
and,0
unjust,0
As,0
to,0
fancy,0
that,0
Kent,B-place
was,0
not,0
a,0
fine,0
County,0
",",0
but,0
I,0
heartily,0
recant,0
.,0
Nothing,0
can,0
be,0
more,0
pastoral,0
and,0
pleasant,0
than,0
this,0
Situation,0
;,0
nor,0
more,0
rational,0
and,0
delightful,0
than,0
the,0
manner,0
of,0
living,0
in,0
this,0
Mansion,0
.,0
I,0
never,0
saw,0
more,0
unaffected,0
piety,0
in,0
principle,0
",",0
set,0
off,0
and,0
illustrated,0
by,0
more,0
practical,0
charity,0
and,0
goodneſs,0
.,0
There,0
is,0
a,0
little,0
room,0
in,0
the,0
Park,0
devoted,0
to,0
the,0
reception,0
of,0
sick,0
beggars,0
",",0
many,0
a,0
wretched,0
wayfaring,0
Woman,0
comes,0
there,0
to,0
lie,0
in,0
",",0
and,0
many,0
a,0
houseleſs,0
Vagrant,0
to,0
die,0
.,0
After,0
our,0
social,0
rides,0
and,0
walks,0
are,0
over,0
",",0
I,0
wander,0
out,0
by,0
myself,0
late,0
in,0
the,0
Evening,0
to,0
enjoy,0
the,0
Honeysuckles,0
and,0
the,0
Nightingales,0
",",0
in,0
all,0
the,0
Luxury,0
of,0
Solitude,0
s,0
;,0
those,0
good,0
Natured,0
little,0
Extempore,0
Poets,0
have,0
not,0
yet,0
done,0
singing,0
",",0
and,0
I,0
have,0
a,0
prodigious,0
paſsion,0
for,0
them,0
.,0
To,0
day,0
we,0
are,0
going,0
to,0
drink,0
Tea,0
with,0
Lady,B-pers
Harriet,I-pers
Conyers,I-pers
;,0
to,0
morrow,0
we,0
go,0
to,0
the,0
Bishop,0
of,0
Chester,0
's,0
;,0
he,0
has,0
a,0
sweet,0
Parsonage,0
three,0
miles,0
from,0
hence,0
where,0
he,0
lives,0
in,0
all,0
the,0
primitive,0
simplicity,0
of,0
a,0
little,0
Country,0
Clergyman,0
.,0
I,0
shall,0
go,0
to,0
hear,0
him,0
preach,0
on,0
Sunday,0
which,0
he,0
constantly,0
does,0
;,0
and,0
so,0
good,0
and,0
kind,0
is,0
he,0
that,0
he,0
will,0
preach,0
for,0
a,0
sick,0
Curate,0
any,0
where,0
about,0
the,0
Country,0
.,0
I,0
have,0
undertaken,0
to,0
read,0
Miſs,B-pers
Seward,I-pers
's,0
Louisa,0
Anna,0
Seward,0
's,0
Louisa,0
",",0
A,0
Poetical,0
Novel,0
in,0
Four,0
Epistles,0
was,0
published,0
in,0
1784,0
.,0
to,0
the,0
Company,0
",",0
I,0
have,0
only,0
got,0
half,0
way,0
thro,0
',0
it,0
",",0
and,0
it,0
is,0
amusing,0
enough,0
to,0
hear,0
the,0
different,0
Criticisms,0
",",0
and,0
to,0
see,0
the,0
different,0
effects,0
the,0
Poem,0
has,0
upon,0
my,0
Audience,0
",",0
some,0
crying,0
and,0
some,0
censuring,0
.,0
This,0
is,0
my,0
third,0
time,0
of,0
going,0
thro,0
',0
it,0
",",0
no,0
cold,0
Eloge,0
I,0
think,0
.,0
Indeed,0
s,0
it,0
exhibits,0
a,0
glowing,0
imagination,0
",",0
and,0
there,0
is,0
a,0
great,0
deal,0
of,0
good,0
Picturesque,0
description,0
There,0
are,0
two,0
paſsages,0
",",0
which,0
I,0
think,0
wou,0
'd,0
have,0
come,0
better,0
from,0
the,0
Pen,0
of,0
a,0
Man,0
if,0
they,0
must,0
have,0
been,0
written,0
at,0
all,0
.,0
I,0
dont,0
think,0
I,0
am,0
a,0
Prude,0
",",0
but,0
yet,0
I,0
think,0
I,0
wou,0
'd,0
rather,0
not,0
write,0
quite,0
so,0
well,0
on,0
certain,0
Subjects,0
;,0
I,0
like,0
alway,0
s,0
to,0
see,0
the,0
Author,0
the,0
Subordinate,0
Char,0
acter,0
the,0
Woman,0
shou,0
'd,0
still,0
be,0
the,0
first,0
;,0
bu,0
t,0
I,0
suppose,0
there,0
is,0
an,0
impulse,0
in,0
grea,0
t,0
Talents,0
and,0
high,0
Sensibility,0
which,0
it,0
is,0
har,0
d,0
for,0
people,0
who,0
really,0
poſseſs,0
them,0
to,0
restrain,0
and,0
it,0
is,0
easy,0
for,0
me,0
to,0
censure,0
the,0
overflowings,0
of,0
an,0
Imagination,0
I,0
do,0
not,0
poſseſs,0
.,0
--,0
Write,0
to,0
me,0
and,0
let,0
me,0
know,0
who,0
you,0
have,0
seen,0
",",0
and,0
what,0
parties,0
you,0
hav,0
e,0
been,0
at,0
--,0
We,0
shall,0
stay,0
here,0
till,0
Monda,0
y,0
Morning,0
.,0
Adieu,0
my,0
dear,0
friend,0
--,0
I,0
am,0
going,0
to,0
see,0
a,0
very,0
fine,0
Conservatory,0
in,0
this,0
neighbourhood,0
so,0
must,0
bid,0
you,0
farewell,0
H,B-pers
More,I-pers
