TOKEN,NE
x,0
12,0
I,0
think,0
I,0
long,0
to,0
see,0
you,0
my,0
Dear,0
Miſs,B-pers
Hamilton,I-pers
to,0
congratulate,0
you,0
on,0
being,0
initiated,0
into,0
the,0
Science,0
of,0
Conchyliology,0
which,0
I,0
am,0
sure,0
you,0
will,0
do,0
Honour,0
to,0
",",0
from,0
what,0
I,0
have,0
heard,0
reported,0
of,0
you,0
",",0
from,0
the,0
fountain,0
head,0
;,0
but,0
I,0
have,0
many,0
reasons,0
to,0
wish,0
to,0
see,0
you,0
",",0
among,0
the,0
number,0
to,0
enquire,0
very,0
particularly,0
after,0
Lady,B-pers
Char,I-pers
:,I-pers
Finch,I-pers
as,0
I,0
hear,0
she,0
has,0
had,0
an,0
indifferent,0
acct,0
of,0
Ld,B-pers
Wa,I-pers
health,0
and,0
I,0
sincerely,0
feel,0
for,0
her,0
and,0
Mrs,B-pers
Fielding,I-pers
I,0
fear,0
this,0
is,0
an,0
impertinent,0
interruption,0
to,0
yr,0
pres,0
precious,0
moments,0
.,0
I,0
am,0
tolerably,0
well,0
for,0
my,0
tottering,0
state,0
and,0
only,0
allow,0
'd,0
the,0
Liberty,0
of,0
seeing,0
ye,0
quintescence,0
of,0
my,0
acquaintance,0
truly,0
I,0
have,0
no,0
reason,0
to,0
complain,0
but,0
of,0
my,0
abominable,0
Pen,0
and,0
Ink,0
--,0
this,0
requires,0
no,0
ansr,0
.,0
M,B-pers
:,I-pers
Delany,I-pers
2,0
d,0
Feb,0
.,0
1781,0
To,0
Miſs,B-pers
Hamilton,I-pers
S,0
t,0
James,0
's,0
Palace,0
