TOKEN,NE
This,0
sheet,0
was,0
originally,0
catalogued,0
as,0
part,0
of,0
HAM/1/3/2/10/1,0
",",0
but,0
discontinuities,0
of,0
tone,0
",",0
content,0
",",0
colour,0
of,0
paper,0
and,0
folding,0
marks,0
rule,0
that,0
out,0
.,0
that,0
dashed,0
around,0
us,0
.,0
The,0
alarm,0
&,0
terror,0
that,0
prevailed,0
",",0
stoped,0
my,0
sickneſs,0
",",0
&,0
threw,0
me,0
into,0
a,0
fever,0
attended,0
by,0
a,0
small,0
degree,0
of,0
delirium,0
",",0
and,0
I,0
was,0
so,0
exhausted,0
&,0
reduced,0
in,0
strength,0
that,0
I,0
was,0
obliged,0
to,0
sit,0
on,0
the,0
floor,0
when,0
we,0
arrived,0
at,0
the,0
inn,0
",",0
and,0
support,0
my,0
miserable,0
head,0
on,0
a,0
Chair,0
",",0
as,0
there,0
was,0
neither,0
bed,0
nor,0
sopha,0
to,0
be,0
met,0
with,0
in,0
the,0
ho,0
use,0
",",0
I,0
believe,0
the,0
Idea,0
of,0
having,0
involved,0
Mrs,B-pers
:,I-pers
Ainsworth,I-pers
and,0
Ann,B-pers
Dorsand,I-pers
in,0
a,0
destruction,0
which,0
appeard,0
inevitable,0
",",0
&,0
the,0
mi,0
se,0
ry,0
and,0
wretchedneſs,0
I,0
kn,0
ew,0
our,0
loſs,0
woud,0
occasion,0
to,0
my,0
friends,0
in,0
England,B-place
occasioned,0
brought,0
on,0
the,0
extraordinary,0
agitati,0
on,0
of,0
my,0
nerv,0
es,0
and,0
which,0
sitting,0
near,0
30,0
hours,0
in,0
wet,0
Cloaths,0
by,0
no,0
means,0
tended,0
to,0
diminish,0
--,0
I,0
believe,0
there,0
was,0
as,0
little,0
of,0
self,0
in,0
my,0
mind,0
at,0
that,0
time,0
as,0
never,0
will,0
be,0
separated,0
from,0
a,0
human,0
being,0
",",0
for,0
I,0
ne,0
glected,0
to,0
serve,0
those,0
who,0
appeard,0
to,0
be,0
more,0
enfeebled,0
than,0
my-self,0
.,0
during,0
the,0
whole,0
storm,0
--,0
Tho,0
I,0
can,0
not,0
persuade,0
Mrs,B-pers
:,I-pers
Ainsworth,I-pers
to,0
bel,0
ieve,0
me,0
",",0
I,0
can,0
aſsure,0
you,0
I,0
do,0
not,0
regret,0
having,0
been,0
exposed,0
to,0
the,0
sufferings,0
I,0
have,0
gone,0
thro,0
",",0
it,0
was,0
a,0
scene,0
of,0
gr,0
and,0
sublimity,0
of,0
which,0
my,0
mind,0
had,0
no,0
conception,0
",",0
&,0
tho,0
terror,0
prevaild,0
over,0
eve,0
ry,0
other,0
fe,0
eling,0
",",0
I,0
was,0
still,0
at,0
times,0
sufficiently,0
collect,0
ed,0
to,0
be,0
sensible,0
of,0
the,0
superintending,0
providence,0
of,0
the,0
almighty,0
--,0
When,0
light,0
appeard,0
in,0
the,0
morning,0
I,0
held,0
myself,0
on,0
the,0
top,0
of,0
the,0
stairs,0
",",0
&,0
watchd,0
the,0
storm,0
",",0
that,0
beautiful,0
line,0
of,0
Pope,B-pers
",",0
where,0
he,0
describe,0
s,0
the,0
Indian,0
who,0
“,0
sees,0
God,0
in,0
Clouds,0
and,0
hears,0
him,0
in,0
the,0
wind,0
”,0
Alexander,0
Pope,0
",",0
An,0
Essay,0
on,0
Man,0
",",0
Epistle,0
I,0
.,0
occurrd,0
forcibly,0
to,0
my,0
recollection,0
and,0
insensibly,0
calm,0
'd,0
my,0
mind,0
&,0
renew,0
'd,0
my,0
hope,0
of,0
protection,0
--,0
I,0
will,0
reservd,0
the,0
numberleſs,0
occurrences,0
and,0
adventures,0
we,0
met,0
with,0
",",0
till,0
I,0
have,0
the,0
great,0
pleasure,0
o,0
f,0
again,0
embracing,0
you,0
my,0
dear,0
Sister,0
",",0
and,0
aſsuring,0
you,0
at,0
Leighton,B-place
how,0
affectionately,0
you,0
are,0
all,0
beloved,0
by,0
me,0
--,0
I,0
desire,0
you,0
will,0
give,0
floras,0
Flora,0
",",0
presumably,0
a,0
dog,0
",",0
is,0
a,0
humorous,0
surrogate,0
for,0
the,0
writer,0
.,0
respectful,0
duty,0
to,0
Miſs,B-pers
Morrison,I-pers
and,0
tell,0
her,0
she,0
flatters,0
herself,0
she,0
w,0
ill,0
be,0
like,0
desdemona,0
",",0
and,0
love,0
her,0
for,0
the,0
dangers,0
she,0
has,0
paſsed,0
in,0
her,0
disastrous,0
voyage,0
",",0
as,0
she,0
finds,0
external,0
charms,0
have,0
no,0
influence,0
on,0
her,0
discerning,0
mind,0
--,0
I,0
have,0
had,0
a,0
letter,0
from,0
Elizabeth,B-pers
",",0
all,0
my,0
letters,0
have,0
miscarried,0
",",0
&,0
she,0
has,0
not,0
heard,0
from,0
me,0
of,0
12,0
Months,0
I,0
find,0
the,0
Neopolitan,0
democrates,0
have,0
far,0
exceeded,0
their,0
grand,0
prototipe,0
and,0
example,0
in,0
france,B-place
--,0
Adieu,0
with,0
love,0
my,0
dear,0
sister,0
I,0
remain,0
your,0
affect,0
S,B-pers
D,I-pers
.,I-pers
This,0
line,0
appears,0
on,0
the,0
right-hand,0
margin,0
of,0
p.2,0
",",0
written,0
vertically,0
.,0
Mrs,B-pers
:,I-pers
Dickenson,I-pers
Postmark,0
'MANCHESTER,0
',0
to,0
the,0
left,0
of,0
the,0
address,0
when,0
unfolded,0
.,0
Leighton,B-place
Buzzard,I-place
Bedfordshire,B-place
Moved,0
address,0
here,0
from,0
middle,0
of,0
the,0
page,0
",",0
written,0
vertically,0
.,0
