TOKEN,NE
56,0
4,0
th,0
.,0
Novbr,0
.,0
1779,0
recd-,0
wrote,0
ye,0
.,0
3,0
d,0
.,0
recd-,0
ye,0
4,0
th,0
Novbr,0
1779,0
Thursday,0
Morng,0
9,0
oclock,0
Oh,0
my,0
dearest,0
",",0
dearest,0
",",0
dearest,0
",",0
Sister,0
",",0
Friend,0
",",0
my,0
Miranda,B-pers
",",0
It,0
is,0
not,0
now,0
a,0
time,0
for,0
me,0
to,0
tell,0
you,0
yt,0
.,0
yr,0
.,0
last,0
Letter,0
affronted,0
me,0
",",0
yt,0
.,0
is,0
too,0
trivial,0
an,0
expreſsion,0
but,0
to,0
tell,0
you,0
yt,0
.,0
it,0
made,0
a,0
deep,0
impreſsion,0
upon,0
me,0
is,0
telling,0
you,0
ye,0
.,0
truth,0
.,0
Now,0
then,0
my,0
Miranda,B-pers
",",0
do,0
I,0
after,0
having,0
thoroughly,0
examined,0
my,0
heart,0
&,0
Soul,0
",",0
Swear,0
&,0
declare,0
to,0
you,0
here,0
",",0
on,0
my,0
knees,0
",",0
before,0
ye,0
presence,0
of,0
Our,0
Almighty,0
Father,0
",",0
yt,0
.,0
I,0
will,0
eternally,0
",",0
both,0
in,0
this,0
life,0
&,0
in,0
ye,0
.,0
World,0
to,0
come,0
be,0
yr,0
.,0
real,0
",",0
true,0
",",0
sincere,0
",",0
best,0
&,0
staunchest,0
Friend,0
.,0
Such,0
is,0
my,0
disposition,0
my,0
Sister,0
.,0
I,0
never,0
slightly,0
The,0
rather,0
faint,0
s,0
is,0
surprising,0
",",0
as,0
lightly,0
is,0
the,0
more,0
likely,0
reading,0
.,0
form,0
connections,0
",",0
(,0
nor,0
have,0
I,0
ever,0
formed,0
any,0
but,0
one,0
&,0
yt,0
.,0
There,0
is,0
an,0
unexplained,0
stroke,0
before,0
yt,0
.,0
It,0
can,0
not,0
be,0
the,0
missing,0
closing,0
parenthesis,0
from,0
the,0
line,0
before,0
.,0
is,0
with,0
you,0
",",0
I,0
mean,0
as,0
to,0
ye,0
.,0
most,0
perfect,0
friendſhip,0
but,0
when,0
I,0
do,0
",",0
I,0
look,0
upon,0
myſelf,0
as,0
bound,0
by,0
ye,0
.,0
most,0
sacred,0
bonds,0
for,0
life,0
.,0
Cld,0
..,0
I,0
give,0
you,0
a,0
stronger,0
proof,0
of,0
ye,0
.,0
continuance,0
of,0
my,0
friendſhip,0
towards,0
you,0
",",0
than,0
before,0
I,0
had,0
known,0
you,0
had,0
written,0
anything,0
like,0
such,0
a,0
Letter,0
to,0
me,0
",",0
my,0
promising,0
to,0
write,0
you,0
a,0
circumstantial,0
account,0
",",0
of,0
an,0
affair,0
whh,0
..,0
causes,0
me,0
so,0
much,0
pain,0
&,0
trouble,0
.,0
Since,0
I,0
have,0
now,0
answered,0
ye,0
.,0
most,0
preſsing,0
interesting,0
subject,0
yt,0
.,0
can,0
affect,0
my,0
heart,0
I,0
will,0
now,0
enter,0
upon,0
my,0
narration,0
.,0
You,0
must,0
know,0
then,0
to,0
resume,0
a,0
little,0
higher,0
",",0
yt,0
..,0
my,0
Mother,0
had,0
been,0
remarkably,0
kind,0
to,0
me,0
during,0
ye,0
.,0
whole,0
of,0
our,0
séjour,0
.,0
Ye,0
Night,0
before,0
last,0
Ye,0
.,0
whole,0
party,0
went,0
to,0
drink,0
Tea,0
",",0
at,0
ye,0
.,0
R——,0
T——r,0
This,0
possibly,0
stands,0
for,0
Royal,0
Tavern,0
.,0
where,0
Ld,B-pers
.,I-pers
&,0
Ly,B-pers
..,I-pers
C——n,I-pers
&,0
their,0
4,0
S——s,0
were,0
.,0
My,0
B——r,0
E——d,B-pers
had,0
formed,0
a,0
particular,0
intimacy,0
with,0
ye,0
.,0
two,0
middle,0
ones,0
",",0
You,0
must,0
excuse,0
my,0
mentioning,0
these,0
particulars,0
as,0
you,0
will,0
find,0
them,0
of,0
consequence,0
in,0
some,0
parts,0
of,0
my,0
account,0
My,0
B——r,0
E——d,B-pers
had,0
behaved,0
very,0
improperly,0
during,0
ye,0
.,0
whole,0
of,0
his,0
ſtay,0
&,0
I,0
had,0
winked,0
at,0
several,0
parts,0
of,0
his,0
conduct,0
upon,0
his,0
promise,0
of,0
amelioration,0
.,0
I,0
even,0
went,0
so,0
far,0
as,0
to,0
buy,0
out,0
of,0
my,0
own,0
pocket,0
something,0
",",0
for,0
whh,0
..,0
he,0
wld,0
..,0
have,0
been,0
scolded,0
for,0
having,0
had,0
not,0
it,0
been,0
known,0
to,0
have,0
been,0
given,0
to,0
him,0
",",0
accordingly,0
as,0
he,0
wished,0
to,0
have,0
it,0
I,0
bought,0
it,0
&,0
gave,0
it,0
to,0
him,0
.,0
Such,0
was,0
my,0
kindneſs,0
to,0
him,0
yt,0
.,0
he,0
not,0
only,0
told,0
me,0
but,0
every,0
body,0
else,0
",",0
not,0
only,0
this,0
Stay,0
but,0
ye,0
.,0
last,0
he,0
made,0
when,0
disgraced,0
",",0
yt,0
I,0
was,0
ye,0
.,0
most,0
good,0
natured,0
Person,0
he,0
ever,0
had,0
known,0
.,0
But,0
to,0
return,0
to,0
my,0
subject,0
",",0
ye,0
next,0
Evening,0
to,0
our,0
Visit,0
being,0
last,0
night,0
&,0
his,0
Birthday,0
Ld,B-pers
.,I-pers
&,0
Ly,B-pers
.,I-pers
C——n,I-pers
&,0
their,0
S——s,0
were,0
invited,0
among,0
other,0
Company,0
.,0
They,0
were,0
sufficient,0
at,0
both,0
Tables,0
at,0
Cards,0
without,0
me,0
",",0
so,0
yt,0
.,0
there,0
remained,0
at,0
each,0
end,0
of,0
ye,0
.,0
Musick,0
Room,0
Myſelf,0
",",0
Lt.,B-pers
Cl,I-pers
..,I-pers
L——e,I-pers
&,0
Ma,B-pers
L——,I-pers
",",0
at,0
ye,0
.,0
other,0
end,0
my,0
B——r,0
E——d,B-pers
&,0
ye,0
.,0
4,0
other,0
Boys,0
.,0
Ye,0
.,0
little,0
one,0
being,0
sent,0
to,0
bed,0
",",0
there,0
only,0
remained,0
E——d,B-pers
&,0
ye,0
.,0
3,0
big,0
ones,0
.,0
Ye,0
cowardice,0
of,0
E——d,B-pers
is,0
inconceivable,0
for,0
knowing,0
yt,0
.,0
those,0
Boys,0
wld,0
.,0
not,0
strike,0
him,0
again,0
or,0
punish,0
him,0
",",0
he,0
treated,0
ym-,0
with,0
ye,0
.,0
greatest,0
insolence,0
",",0
not,0
only,0
