TOKEN	NE
A	O
Full	O
and	O
True	O
ACCOUNT	O
OF	O
THE	O
PROCEEDINGS	O
AT	O
THE	O
Sessions	O
of	O
Oyer	O
and	O
Terminer	O
,	O
Holden	O
for	O
the	O
City	O
of	O
London	O
,	O
County	O
of	O
Middlesex	O
,	O
and	O
Goal-Delivery	O
of	O
Newgate	O
;	O
WHICH	O
BEGAN	O
AT	O
THE	O
SESSIONS-House	O
IN	O
THE	O
Old-Bayly	O
,	O
On	O
Thursday	O
,	O
June	O
1st	O
,	O
and	O
Ended	O
on	O
Fryday	O
,	O
June	O
2d	O
.	O
1682	O
.	O
Wherein	O
is	O
Contained	O
the	O
Tryal	O
of	O
many	O
Notorious	O
Malefactors	O
,	O
for	O
Murders	O
,	O
Fellonies	O
,	O
Burglary	O
,	O
and	O
other	O
Misdemeanours	O
,	O
but	O
more	O
especially	O
the	O
TRYAL	O
of	O
JANE	B-pers
KENT	I-pers
for	O
Witch-Craft	O
.	O
TOGETHER	O
,	O
With	O
the	O
Names	O
of	O
those	O
that	O
received	O
Sentence	O
of	O
Death	O
,	O
the	O
Number	O
of	O
those	O
Burn	O
'd	O
in	O
the	O
Hand	O
,	O
Transported	O
,	O
and	O
Whip	O
'd	O
.	O
As	O
likewise	O
some	O
Proceedings	O
in	O
Relation	O
to	O
the	O
Persons	O
that	O
Violently	O
took	O
the	O
Lady	O
out	O
of	O
the	O
Coach	O
on	O
Hounslow-Heath	O
.	O
LONDON	O
,	O
June	O
1st	O
,	O
1682	O
.	O
THis	O
Day	O
the	O
Sessions	O
of	O
Oyer	O
and	O
Terminer	O
,	O
began	O
at	O
the	O
Sessions-House	O
in	O
Old	O
Bayly	O
,	O
holden	O
there	O
for	O
the	O
City	O
of	O
London	O
,	O
County	O
of	O
Middlesex	O
,	O
and	O
Goal-Delivery	O
of	O
Newgate	O
,	O
until	O
the	O
2d	O
.	O
of	O
the	O
aforesaid	O
Instant	O
,	O
where	O
the	O
Proceedings	O
were	O
as	O
followeth	O
.	O
Elizabeth	B-pers
Hunt	I-pers
was	O
Indicted	O
for	O
picking	O
the	O
Pocket	O
of	O
Mary	B-pers
Rome	I-pers
,	O
of	O
25	O
shillings	O
;	O
the	O
manner	O
(	O
as	O
it	O
appeared	O
to	O
be	O
upon	O
Evidence	O
)	O
was	O
thus	O
:	O
The	O
Prosecutor	O
going	O
through	O
a	O
narrow	O
Lane	O
in	O
Cheapside	B-place
,	O
to	O
avoid	O
being	O
hurt	O
by	O
a	O
Coach	O
that	O
was	O
coming	O
stood	O
up	O
in	O
a	O
door	O
way	O
,	O
whereupon	O
the	O
Prisoner	O
and	O
two	O
more	O
,	O
supposed	O
to	O
be	O
of	O
her	O
Gang	O
,	O
Shoulder'dher	O
up	O
,	O
and	O
in	O
the	O
mean	O
while	O
the	O
Prisoner	O
picked	O
her	O
Pocket	O
,	O
delivering	O
the	O
Money	O
to	O
the	O
Comrades	O
,	O
