TOKEN	NE
THE	O
TRYALS	O
Of	O
several	O
Notorious	O
MALEFACTORS	O
:	O
TOGETHER	O
With	O
the	O
other	O
most	O
Remarkable	O
PROCEEDINGS	O
AT	O
THE	O
Quarter-Sessions	O
OF	O
GOALE-DELIVERY	O
,	O
Holden	O
at	O
the	O
Sessions-House	O
in	O
the	O
Old-Bailey	O
,	O
for	O
the	O
City	O
of	O
LONDON	O
and	O
County	O
of	O
MIDDLESEX	O
;	O
Which	O
began	O
on	O
MUNDAY	O
,	O
October	O
17	O
.	O
1681.	O
and	O
ended	O
on	O
Wednesday	O
the	O
Nineteenth	O
of	O
the	O
same	O
instant	O
.	O
October	O
17	O
.	O
This	O
day	O
the	O
Sessions	O
began	O
at	O
the	O
Sessions-house	O
in	O
the	O
Old-baily	O
,	O
holden	O
there	O
for	O
the	O
City	O
of	O
London	O
,	O
County	O
of	O
Middlesex	O
,	O
and	O
Goale-Delivery	O
of	O
Newgate	O
,	O
where	O
the	O
most	O
remarkable	O
proceedings	O
were	O
these	O
.	O
John	B-pers
Fulnum	I-pers
was	O
likewise	O
Tryed	O
for	O
the	O
Murthering	O
of	O
Sarah	B-pers
Richardson	I-pers
,	O
on	O
the	O
twenty	O
seventh	O
of	O
September	O
last	O
,	O
the	O
manner	O
thus	O
:	O
he	O
coming	O
up	O
Sea-coal-lane	B-place
,	I-place
in	I-place
the	I-place
Parish	I-place
of	I-place
St.	I-place
Sepulchres	I-place
,	O
with	O
a	O
Dray	O
,	O
in	O
which	O
he	O
had	O
two	O
Horses	O
,	O
who	O
upon	O
a	O
suddain	O
starting	O
from	O
the	O
mid-way	O
,	O
ran	O
the	O
Dray	O
up	O
against	O
the	O
wall	O
,	O
whenas	O
the	O
party	O
deceased	O
,	O
who	O
was	O
a	O
Girl	O
of	O
about	O
four	O
or	O
five	O
years	O
of	O
age	O
,	O
thinking	O
to	O
secure	O
herself	O
behind	O
a	O
great	O
stone	O
that	O
stood	O
up	O
at	O
a	O
Masons	O
door	O
,	O
the	O
wheel	O
drove	O
it	O
down	O
upon	O
her	O
and	O
crushed	O
her	O
to	O
death	O
:	O
but	O
the	O
Witnesses	O
speaking	O
very	O
favourably	O
on	O
the	O
Prisoners	O
side	O
,	O
how	O
he	O
used	O
his	O
utmost	O
endeavours	O
to	O
save	O
the	O
Child	O
,	O
and	O
that	O
he	O
expressed	O
abundance	O
of	O
sorrow	O
upon	O
the	O
fight	O
of	O
that	O
unlucky	O
accident	O
,	O
he	O
was	O
acquitted	O
of	O
the	O
Felony	O
;	O
but	O
the	O
Court	O
thought	O
fit	O
to	O
bind	O
him	O
to	O
his	O
good	O
Behaviour	O
,	O
as	O
likewise	O
the	O
Master	B-pers
of	O
the	O
Dray	O
,	O
to	O
appear	O
at	O
the	O
Sessions	O
of	O
Peace	O
to	O
be	O
holden	O
at	O
Guild-hall	O
next	O
Friday	O
,	O
and	O
ordered	O
the	O
Mother	O
of	O
the	O
deceased	O
to	O
prosecute	O
