TOKEN	NE
AN	O
Exact	O
and	O
True	O
ACCOUNT	O
OF	O
THE	O
PROCEEDINGS	O
OF	O
THE	O
SESSIONS	O
,	O
Begun	O
at	O
the	O
OLD-BAYLY	O
,	O
On	O
Wednesday	O
January	O
the	O
17th	O
.	O
1682	O
.	O
Giving	O
an	O
ACCOUNT	O
of	O
the	O
TRYALS	O
and	O
CONDEMNATIONS	O
of	O
the	O
several	O
PRISONERS	O
brought	O
thither	O
.	O
Printed	O
by	O
Authority	O
.	O
ON	O
Wednesday	O
January	O
the	O
17th	O
.	O
The	O
Sessions	O
began	O
at	O
the	O
Old-Bayly	O
,	O
where	O
the	O
Court	O
being	O
met	O
,	O
the	O
several	O
Offenders	O
were	O
brought	O
up	O
in	O
order	O
to	O
their	O
Tryals	O
.	O
And	O
the	O
first	O
that	O
appeared	O
on	O
Middlesex	O
side	O
,	O
was	O
Mary	B-pers
Page	I-pers
,	O
who	O
was	O
Indicted	O
for	O
stealing	O
2.	O
s.	O
6.	O
d.	O
from	O
Francis	B-pers
Bautam	I-pers
,	O
and	O
after	O
hearing	O
all	O
the	O
Witnesses	O
on	O
both	O
sides	O
,	O
the	O
Jury	O
brought	O
her	O
in	O
Guilty	O
of	O
Felony	O
.	O
The	O
next	O
was	O
Elizabeth	B-pers
Neal	I-pers
,	O
who	O
was	O
Indicted	O
for	O
murdering	O
her	O
Male-infant	O
Child	O
,	O
by	O
choaking	O
and	O
strangling	O
,	O
and	O
it	O
appearing	O
undeniable	O
,	O
she	O
was	O
found	O
Guilty	O
of	O
the	O
Murder	O
.	O
[	O
Death	O
.	O
See	O
summary	O
.	O
]	O
Then	O
Martha	B-pers
Harvy	I-pers
received	O
her	O
Tryal	O
,	O
she	O
being	O
Indicted	O
for	O
that	O
she	O
the	O
4th	O
.	O
of	O
January	O
1682.	O
should	O
steal	O
three	O
Silk	O
Hoods	O
to	O
the	O
value	O
of	O
16.	O
s.	O
6.	O
d.	O
which	O
being	O
positively	O
proved	O
upon	O
her	O
,	O
she	O
was	O
found	O
Guilty	O
of	O
Felony	O
.	O
[	O
Death	O
.	O
See	O
summary	O
.	O
]	O
Nathaniel	B-pers
Daughty	I-pers
was	O
the	O
next	O
that	O
was	O
try	O
'd	O
,	O
who	O
was	O
accused	O
for	O
stealing	O
a	O
Silver	O
