TOKEN	NE
THE	O
TRYAL	O
and	O
CONDEMNATION	O
OF	O
Several	O
Notorious	O
Malefactors	O
,	O
at	O
a	O
Sessions	O
of	O
OYER	O
and	O
TERMINER	O
holden	O
for	O
the	O
City	O
of	O
LONDON	O
,	O
County	O
of	O
Middlesex	O
,	O
and	O
Goal	O
Delivery	O
of	O
Newgate	O
:	O
Beginning	O
April	O
13	O
.	O
1681	O
.	O
Ending	O
the	O
14	O
of	O
the	O
same	O
Month	O
:	O
AT	O
THE	O
Sessions	O
House	O
IN	O
THE	O
OLD	O
BAYLY	O
,	O
With	O
the	O
Names	O
of	O
those	O
that	O
receiv	O
'd	O
Sentence	O
of	O
Death	O
,	O
Burnt	O
in	O
the	O
hand	O
,	O
Transported	O
and	O
to	O
be	O
whipt	O
.	O
Together	O
with	O
the	O
Proceedings	O
against	O
Two	O
Popish	O
Priests	O
,	O
one	O
of	O
them	O
being	O
to	O
be	O
Drawn	O
,	O
Hang	O
'd	O
and	O
Quartred	O
.	O
Also	O
the	O
Tryal	O
of	O
Joseph	B-pers
Hindmash	I-pers
,	O
who	O
printed	O
and	O
published	O
the	O
Blasphemous	O
Pamphlet	O
,	O
Entituled	O
,	O
The	O
Presbyterian	O
Pater	O
Noster	O
,	O
their	O
Creed	O
,	O
&	O
X	O
Commandments	O
.	O
CAptain	O
Randal	B-pers
Polson	I-pers
took	O
his	O
Tryal	O
for	O
Stealing	O
a	O
Mare	O
,	O
Bridle	O
Saddle	O
and	O
Whip	O
,	O
all	O
valued	O
at	O
7	O
pounds	O
,	O
from	O
one	O
Mead	B-pers
on	O
the	O
22	O
of	O
March	O
,	O
near	O
the	O
Half	O
way	O
house	O
between	O
Deptford	B-place
and	O
Kent-street	B-place
;	O
The	O
Circumstances	O
of	O
the	O
Robbery	O
were	O
,	O
That	O
Mead	O
coming	O
from	O
Greenwich	O
met	O
two	O
men	O
near	O
the	O
Half	O
way	O
house	O
;	O
who	O
bid	O
him	O
Stand	O
and	O
Deliver	O
,	O
or	O
they	O
would	O
Pistol	O
him	O
;	O
at	O
which	O
being	O
much	O
surprised	O
,	O
he	O
endeavoured	O
to	O
escape	O
them	O
by	O
setting	O
Spurs	O
to	O
his	O
Mare	O
,	O
but	O
in	O
vain	O
,	O
for	O
they	O
being	O
well	O
mounted	O
,	O
pursued	O
and	O
fired	O
a	O
Pistol	O
at	O
him	O
,	O
the	O
which	O
although	O
it	O
missed	O
him	O
,	O
frighted	O
him	O
so	O
as	O
to	O
oblige	O
him	O
to	O
yield	O
to	O
their	O
Mercy	O
,	O
who	O
after	O
they	O
had	O
taken	O
from	O
him	O
about	O
7	O
shillings	O
,	O
a	O
Pocket	O
book	O
,	O
some	O
pieces	O
of	O
Ribbon	O
,	O
and	O
other	O
things	O
of	O
little	O
value	O
,	O
they	O
took	O
his	O
Mare	O
,	O
the	O
which	O
upon	O
search	O
was	O
found	O
in	O
an	O
Inn	O
at	O
Westminster	O
,	O
where	O
the	O
Prisoner	O
had	O
ordered	O
her	O
standing	O
,	O
desiring	O
that	O
she	O
might	O
be	O
kept	O
private	O
,	O
and	O
that	O
if	O
any	O
Hue	O
and	O
Cry	O
came	O
;	O
to	O
give	O
him	O
notice	O
of	O
it	O
,	O
for	O
that	O
he	O
