TOKEN	NE
THE	O
TRYAL	O
and	O
CONDEMNATION	O
OF	O
Several	O
Notorious	O
Malefactors	O
,	O
at	O
a	O
Sessions	O
of	O
OYER	O
and	O
TERMINER	O
holden	O
for	O
the	O
City	O
of	O
LONDON	O
,	O
County	O
of	O
Middlesex	O
,	O
and	O
Goal	O
Delivery	O
of	O
Newgate	O
:	O
Beginning	O
July	O
6	O
.	O
1681	O
.	O
Ending	O
the	O
9	O
of	O
the	O
same	O
Month	O
.	O
AT	O
THE	O
Sessions	O
House	O
IN	O
THE	O
OLD-BAYLY	O
.	O
Together	O
with	O
an	O
Account	O
of	O
the	O
proceedings	O
against	O
the	O
Right	O
Honorable	O
the	O
Earl	O
of	O
Shaftsbury	O
,	O
and	O
the	O
Lord	O
Howard	B-pers
Baron	I-pers
of	O
Escreek	O
.	O
And	O
also	O
of	O
a	O
Bill	O
of	O
High-Treason	O
,	O
presented	O
to	O
the	O
Grand	O
Jury	O
of	O
London	O
,	O
against	O
Stephen	B-pers
Colledg	I-pers
,	O
of	O
St.	O
Ann	O
Black-fryers	O
.	O
ONE	O
Samuel	B-pers
Rumny	I-pers
was	O
Indicted	O
for	O
having	O
two	O
Wives	O
,	O
both	O
being	O
alive	O
at	O
one	O
and	O
the	O
same	O
time	O
,	O
he	O
Marrying	O
the	O
first	O
in	O
England	O
,	O
and	O
Lived	O
with	O
her	O
for	O
the	O
space	O
of	O
three	O
or	O
four	O
years	O
,	O
went	O
beyond	O
Sea	O
:	O
where	O
at	O
Boston	O
in	O
New-England	O
,	O
he	O
personating	O
a	O
Knight	O
of	O
that	O
Country	O
,	O
and	O
taking	O
his	O
Name	O
upon	O
him	O
,	O
Marryed	O
another	O
,	O
to	O
his	O
Indictment	O
,	O
he	O
Pleaded	O
Guilty	O
,	O
saying	O
,	O
That	O
his	O
last	O
Wife	O
,	O
who	O
prosecuted	O
,	O
was	O
the	O
occasion	O
of	O
his	O
Committing	O
that	O
Fellony	O
,	O
for	O
she	O
contrary	O
to	O
his	O
Inclination	O
,	O
Tempted	O
him	O
to	O
Marry	O
her	O
,	O
and	O
that	O
she	O
had	O
been	O
a	O
continual	O
Torment	O
to	O
him	O
ever	O
since	O
.	O
William	B-pers
Richardson	I-pers
,	O
and	O
two	O
more	O
,	O
being	O
brought	O
to	O
the	O
Bar	O
,	O
and	O
their	O
Indictments	O
read	O
(	O
which	O
were	O
,	O
that	O
they	O
stood	O
Indicted	O
for	O
Robing	O
on	O
the	O
High-way	O
)	O
to	O
their	O
Indictents	O
,	O
they	O
all	O
Pleaded	O
Guilty	O
.	O
[	O
Death	O
.	O
See	O
summary	O
.	O
]	O
William	B-pers
Buckly	I-pers
,	O
a	O
Youth	O
,	O
was	O
Tryed	O
for	O
the	O
Murthering	O
of	O
one	O
William	B-pers
Clenchard	I-pers
,	O
on	O
the	O
22	O
of	O
June	O
last	O
,	O
near	O
St.	B-place
James	I-place
's	I-place
Market	I-place
,	O
after	O
this	O
manner	O
,	O
the	O
party	O
Killed	O
being	O
a	O
Baliffs	O
Follower	O
,	O
he	O
and	O
3	O
more	O
,	O
attending	O
a	O
Marshals	O
Court-Officer	O
,	O
to	O
Arrest	O
Richard	B-pers
Boil	I-pers
Esq	O
;	O
having	O
some	O
notice	O
