TOKEN	NE
THE	O
PROCEEDINGS	O
AT	O
THE	O
Sessions	O
of	O
the	O
Peace	O
,	O
and	O
Oyer	O
and	O
Terminer	O
,	O
FOR	O
THE	O
City	O
of	O
LONDON	O
,	O
AND	O
County	O
of	O
MIDDLESEX	O
;	O
ON	O
Wednesday	O
the	O
8th	O
,	O
Thursday	O
the	O
9th	O
,	O
and	O
Friday	O
the	O
10th	O
of	O
September	O
1731	O
,	O
in	O
the	O
Fifth	O
Year	O
of	O
His	O
MAJESTY	O
's	O
Reign	O
.	O
Being	O
the	O
Seventh	O
SESSIONS	O
in	O
the	O
Mayoralty	O
of	O
the	O
Right	O
Honourable	O
HUMPHREY	B-pers
PARSONS	I-pers
,	O
Esq	O
;	O
Lord	O
Mayor	O
of	O
the	O
City	O
of	O
LONDON	O
,	O
in	O
the	O
Year	O
1731	O
.	O
No	O
.	O
VII	O
.	O
for	O
the	O
said	O
YEAR	O
.	O
LONDON	O
:	O
Printed	O
for	O
T.	O
PAYNE	O
,	O
at	O
the	O
Crown	O
,	O
in	O
Pater-noster-Row	O
.	O
1731	O
.	O
(	O
Price	O
Six	O
Pence	O
.	O
)	O
THE	O
PROCEEDINGS	O
AT	O
THE	O
Sessions	O
of	O
the	O
Peace	O
,	O
and	O
Oyer	O
and	O
Terminer	O
,	O
for	O
the	O
CITY	O
of	O
LONDON	O
;	O
AND	O
ON	O
The	O
King	O
's	O
Commission	O
of	O
Goal-Delivery	O
of	O
Newgate	O
,	O
held	O
at	O
Justice-Hall	O
in	O
the	O
Old-Bailey	O
;	O
for	O
the	O
CITY	O
of	O
London	O
,	O
and	O
COUNTY	O
of	O
Middlesex	O
;	O
On	O
Wednesday	O
,	O
Thursday	O
,	O
and	O
Friday	O
,	O
being	O
the	O
8th	O
,	O
9th	O
,	O
and	O
10th	O
of	O
September	O
1731	O
,	O
in	O
the	O
Fifth	O
Year	O
of	O
His	O
MAJESTY	O
's	O
Reign	O
,	O
BEFORE	O
the	O
Right	O
Honourable	O
HUMPHREY	B-pers
PARSONS	I-pers
,	O
Esq	O
;	O
Lord	O
Mayor	O
of	O
the	O
City	O
of	O
London	O
;	O
the	O
Honourable	O
Mr.	O
Baron	B-pers
Thompson	I-pers
,	O
Recorder	O
;	O
Mr.	O
Serjeant	O
Urlin	O
,	O
Deputy	O
Recorder	O
of	O
the	O
said	O
City	O
;	O
and	O
others	O
of	O
His	O
Majesty	O
's	O
Justices	O
of	O
Oyer	O
and	O
Terminer	O
for	O
the	O
City	O
of	O
London	O
,	O
and	O
Justices	O
of	O
Goal-Delivery	O
of	O
Newgate	O
,	O
holden	O
for	O
the	O
said	O
City	O
and	O
County	O
of	O
Middlesex	O
.	O
London	O
Jury	O
.	O
William	B-pers
Kingsley	I-pers
,	O
Moses	B-pers
Snow	I-pers
,	O
William	B-pers
Adams	I-pers
,	O
John	B-pers
Ward	I-pers
,	O
Robert	B-pers
Green	I-pers
,	O
William	B-pers
Hancock	I-pers
,	O
Richard	B-pers
Johnson	I-pers
,	O
Thomas	B-pers
Darby	I-pers
,	O
John	B-pers
Ansel	I-pers
,	O
John	B-pers
Dent	I-pers
,	O
John	B-pers
Hill	I-pers
,	O
James	B-pers
Rymel	I-pers
.	O
Middlesex	O
Jury	O
.	O
Robert	B-pers
Kent	I-pers
,	O
Edward	B-pers
Johnson	I-pers
,	O
Richard	B-pers
Life	I-pers
,	O
Jun	O
.	O
John	B-pers
Marsh	I-pers
,	O
William	B-pers
Newton	I-pers
,	O
Thomas	B-pers
Miller	I-pers
,	O
Ralph	B-pers
Marsh	I-pers
,	O
George	B-pers
Ingram	I-pers
,	O
John	B-pers
Hudson	I-pers
,	O
Thomas	B-pers
Dunce	I-pers
,	O
Thomas	B-pers
Nichols	I-pers
,	O
Francis	B-pers
Harvis	I-pers
.	O
John	B-pers
Gig	I-pers
,	O
of	O
St.	B-place
Sepulchres	I-place
,	O
was	O
indicted	O
for	O
feloniously	O
stealing	O
3	O
d.	O
the	O
Property	O
of	O
Daniel	B-pers
Falkins	I-pers
,	O
the	O
3d	O
of	O
this	O
Instant	O
September	O
.	O
It	O
appear	O
'd	O
by	O
the	O
Evidence	O
,	O
That	O
the	O
Prosecutor	O
's	O
Wife	O
stepping	O
out	O
of	O
her	O
Shop	O
,	O
turning	O
her	O
Head	O
,	O
saw	O
the	O
Prisoner	O
leaning	O
over	O
the	O
Counter	O
,	O
and	O
found	O
her	O
Money-Drawer	O
open	O
,	O
and	O
the	O
Money	O
gone	O
;	O
that	O
the	O
Prisoner	O
ran	O
away	O
,	O
but	O
being	O
pursu	O
'd	O
,	O
he	O
was	O
taken	O
,	O
and	O
the	O
Money	O
found	O
upon	O
him	O
.	O
The	O
Fact	O
being	O
plainly	O
prov	O
'd	O
,	O
the	O
Jury	O
found	O
him	O
Guilty	O
to	O
the	O
Value	O
of	O
10	O
d.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
Eleanor	B-pers
Cade	I-pers
,	O
of	O
St.	B-place
Bartholomew	I-place
the	I-place
Less	I-place
,	O
was	O
indicted	O
for	O
feloniously	O
stealing	O
printed	O
Cotton	O
,	O
Cambrick	O
,	O
Holland	O
Cloth	O
,	O
&	O
c	O
.	O
the	O
Goods	O
of	O
John	B-pers
Badgwel	I-pers
,	O
the	O
3d	O
of	O
this	O
Instant	O
September	O
.	O
It	O
appear	O
'd	O
by	O
the	O
Evidence	O
,	O
That	O
the	O
Prisoner	O
was	O
Servant	O
to	O
the	O
Prosecutor	O
,	O
and	O
had	O
taken	O
the	O
opportunity	O
to	O
Steal	O
the	O
Goods	O
at	O
several	O
times	O
;	O
part	O
of	O
which	O
were	O
found	O
in	O
her	O
Box	O
,	O
after	O
she	O
was	O
gone	O
from	O
the	O
Prosecutor	O
's	O
Service	O
,	O
and	O
part	O
where	O
they	O
had	O
been	O
pawned	O
,	O
at	O
Mr.	O
Armsteads	O
in	O
Barbican	O
.	O
The	O
Fact	O
being	O
plainly	O
prov	O
'd	O
,	O
the	O
Jury	O
found	O
her	O
Guilty	O
to	O
the	O
Value	O
of	O
39	O
s.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
John	B-pers
Anderson	I-pers
,	O
of	O
St.	B-place
Botolph	I-place
's	I-place
Bishosgate	I-place
,	O
was	O
indicted	O
for	O
feloniously	O
stealing	O
a	O
Silver-Spoon	O
,	O
the	O
Property	O
of	O
John	B-pers
Gregory	I-pers
,	O
the	O
24th	O
of	O
August	O
last	O
.	O
It	O
appear	O
'd	O
by	O
the	O
Evidence	O
,	O
That	O
the	O
Prisoner	O
came	O
to	O
the	O
Prosecutor	O
's	O
House	O
,	O
to	O
see	O
his	O
Footman	O
,	O
and	O
took	O
the	O
Spoon	O
.	O
The	O
Fact	O
being	O
plainly	O
prov	O
'd	O
,	O
the	O
Jury	O
found	O
him	O
guilty	O
to	O
the	O
Value	O
of	O
10	O
d.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
John	B-pers
Bailey	I-pers
,	O
of	O
St.	B-place
Stephen	I-place
's	I-place
Coleman-street	I-place
,	O
was	O
indicted	O
for	O
feloniously	O
stealing	O
100	O
wt	O
.	O
of	O
Lead	O
,	O
value	O
10	O
s.	O
the	O
Property	O
of	O
the	O
Governors	O
of	O
the	O
Hospital	O
of	O
Bethlehem	O
,	O
the	O
27th	O
of	O
August	O
last	O
.	O
It	O
appear	O
'd	O
by	O
the	O
Evidence	O
,	O
that	O
the	O
Lead	O
had	O
been	O
taken	O
off	O
from	O
the	O
Counting-House	B-place
of	I-place
Bethlehem-Hospital	I-place
,	O
the	O
Night	O
before	O
,	O
and	O
was	O
found	O
hid	O
in	O
the	O
Ground	O
in	O
the	O
Quarters	O
of	O
Moorfields	O
the	O
next	O
Day	O
;	O
and	O
Persons	O
watching	O
about	O
9	O
at	O
Night	O
,	O
the	O
Prisoner	O
,	O
and	O
another	O
were	O
seen	O
upon	O
the	O
Spot	O
of	O
Ground	O
where	O
the	O
Lead	O
had	O
been	O
hid	O
;	O
suppos	O
'd	O
to	O
be	O
come	O
to	O
carry	O
it	O
away	O
;	O
but	O
the	O
Person	O
who	O
watch	O
'd	O
had	O
not	O
Patience	O
to	O
stay	O
while	O
he	O
had	O
taken	O
it	O
up	O
,	O
before	O
he	O
secur	O
'd	O
him	O
;	O
so	O
the	O
Fact	O
not	O
being	O
sufficiently	O
prov	O
'd	O
,	O
the	O
Jury	O
acquitted	O
him	O
.	O
Eunice	B-pers
Broughton	I-pers
,	O
of	O
St.	B-place
Bride	I-place
's	I-place
,	O
was	O
indicted	O
for	O
feloniously	O
stealing	O
a	O
Silver	O
Spoons	O
,	O
a	O
Pair	O
of	O
Buckles	O
,	O
and	O
Gold-rings	O
,	O
the	O
Goods	O
of	O
John	B-pers
Ramsden	I-pers
,	O
the	O
1st	O
of	O
August	O
last	O
.	O
The	O
Fact	O
being	O
fully	O
prov	O
'd	O
,	O
the	O
Jury	O
found	O
her	O
guilty	O
to	O
the	O
Value	O
of	O
39	O
s.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
Mary	B-pers
Baker	I-pers
,	O
of	O
St.	B-place
Giles	I-place
's	I-place
in	I-place
the	I-place
Fields	I-place
,	O
was	O
indicted	O
for	O
feloniously	O
stealing	O
a	O
Copper	O
Drinking	O
pot	O
,	O
Coffee-pot	O
,	O
and	O
Tea-spoon	O
,	O
&	O
c.	O
the	O
Property	O
of	O
Robert	B-pers
Ludington	I-pers
,	O
the	O
4th	O
of	O
August	O
last	O
.	O
The	O
Fact	O
being	O
plainly	O
prov	O
'd	O
,	O
the	O
Jury	O
found	O
her	O
guilty	O
to	O
the	O
Value	O
of	O
10	O
d.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
Mary	B-pers
Hacker	I-pers
,	O
of	O
St.	B-place
James	I-place
's	I-place
Clerkenwell	I-place
,	O
was	O
indicted	O
for	O
feloniously	O
stealing	O
a	O
Silver	O
Spoon	O
,	O
the	O
Property	O
of	O
Thomas	B-pers
Cushee	I-pers
,	O
the	O
5th	O
of	O
August	O
last	O
.	O
The	O
Fact	O
not	O
being	O
prov	O
'd	O
to	O
the	O
Satisfaction	O
of	O
the	O
Jury	O
,	O
they	O
acquitted	O
her	O
.	O
Susannah	B-pers
Andrews	I-pers
,	O
of	O
Westminster	B-place
,	O
was	O
indicted	O
for	O
privately	O
stealing	O
a	O
Handkerchief	O
,	O
value	O
2	O
s.	O
from	O
the	O
Person	O
of	O
Benjamin-Cambel	B-pers
Hamilton	I-pers
,	O
the	O
5th	O
of	O
June	O
last	O
.	O
The	O
Prosecutor	O
depos	O
'd	O
,	O
That	O
he	O
was	O
going	O
near	O
Smith-street	B-place
,	O
and	O
the	O
Prisoner	O
coming	O
to	O
him	O
,	O
took	O
his	O
Handkerchief	O
,	O
and	O
he	O
taxing	O
her	O
with	O
it	O
,	O
she	O
call	O
'd	O
out	O
Tom	O
,	O
or	O
Will	O
,	O
and	O
he	O
was	O
knock	O
'd	O
down	O
.	O
The	O
Prisoner	O
call	O
'd	O
several	O
Persons	O
,	O
who	O
gave	O
her	O
an	O
honest	O
Character	O
;	O
and	O
called	O
some	O
Evidences	O
,	O
that	O
the	O
Prosecutor	O
had	O
been	O
very	O
Violent	O
in	O
the	O
Prosecution	O
of	O
the	O
Prisoner	O
,	O
had	O
taken	O
out	O
several	O
Warrants	O
against	O
her	O
,	O
one	O
after	O
another	O
;	O
whereupon	O
the	O
Jury	O
acquitted	O
her	O
,	O
and	O
upon	O
her	O
praying	O
a	O
Copy	O
of	O
her	O
Indictment	O
,	O
the	O
Court	O
granted	O
it	O
.	O
William	B-pers
Tickner	I-pers
,	O
of	O
St.	B-place
Mildred	I-place
's	I-place
Poultry	I-place
,	O
was	O
indicted	O
for	O
privately	O
stealing	O
5	O
s.	O
and	O
6	O
d.	O
the	O
Money	O
