TOKEN	NE
THE	O
PROCEEDINGS	O
AT	O
THE	O
Sessions	O
of	O
the	O
Peace	O
,	O
and	O
Oyer	O
and	O
Terminer	O
,	O
FOR	O
THE	O
City	O
of	O
LONDON	O
,	O
AND	O
County	O
of	O
MIDDLESEX	O
,	O
ON	O
Wednesday	O
the	O
26th	O
,	O
Thursday	O
the	O
27th	O
,	O
Friday	O
the	O
28th	O
of	O
February	O
,	O
and	O
Saturday	O
the	O
1st	O
of	O
March	O
,	O
1735	O
,	O
in	O
the	O
Eighth	O
Year	O
of	O
His	O
MAJESTY	O
's	O
Reign	O
.	O
Being	O
the	O
Third	O
SESSIONS	O
in	O
the	O
Mayoralty	O
of	O
the	O
Right	O
Honourable	O
Sir	O
EDWARD	O
BELLAMY	O
,	O
Knt	O
.	O
Lord-Mayor	O
of	O
the	O
City	O
of	O
LONDON	O
,	O
in	O
the	O
Year	O
1735	O
.	O
NUMBER	O
III	O
.	O
LONDON	O
:	O
Printed	O
for	O
J.	O
ROBERTS	O
,	O
at	O
the	O
Oxford-Arms	O
in	O
Warwick-Lane	O
.	O
M.DCC.XXXV	O
.	O
(	O
Price	O
Six	O
Pence	O
.	O
)	O
The	O
PROCEEDINGS	O
,	O
&	O
c.	O
BEFORE	O
the	O
Right	O
Honourable	O
Sir	O
EDWARD	B-pers
BELLAMY	I-pers
,	O
Knt	O
.	O
Lord	O
Mayor	O
of	O
the	O
City	O
of	O
London	O
;	O
the	O
Honourable	O
Mr.	O
Justice	O
Reeve	O
,	O
Mr.	O
Baron	B-pers
Thompson	I-pers
,	O
Recorder	O
,	O
Simon	B-pers
Urlin	I-pers
,	O
Serjeant	O
at	O
Law	O
,	O
Deputy	O
Recorder	O
of	O
the	O
City	O
of	O
London	O
;	O
and	O
others	O
His	O
Majesty	O
's	O
Justices	O
of	O
Oyer	O
and	O
Terminer	O
for	O
the	O
City	O
of	O
London	O
,	O
Justices	O
of	O
Goal	O
Delivery	O
of	O
Newgate	O
,	O
holden	O
for	O
the	O
said	O
City	O
and	O
County	O
of	O
Middlesex	O
.	O
London	O
Jury	O
.	O
John	B-pers
Andrews	I-pers
,	O
Thomas	B-pers
Bedel	I-pers
,	O
William	B-pers
Serjeant	I-pers
,	O
Richard	B-pers
Walton	I-pers
,	O
Jonathan	B-pers
Brewer	I-pers
,	O
Hugh	B-pers
Wise	I-pers
,	O
Thomas	B-pers
Gilbert	I-pers
,	O
John	B-pers
Thompson	I-pers
,	O
James	B-pers
Leadbeater	I-pers
,	O
Thomas	B-pers
Jeffries	I-pers
,	O
William	B-pers
Fish	I-pers
,	O
Samuel	B-pers
Willet	I-pers
.	O
Middlesex	O
Jury	O
.	O
John	B-pers
Henshaw	I-pers
,	O
William	B-pers
Middleson	I-pers
,	O
William	B-pers
Chisholm	I-pers
,	O
Charles	B-pers
Carns	I-pers
,	O
John	B-pers
Fowler	I-pers
,	O
Philip	B-pers
Griffith	I-pers
,	O
Daniel	B-pers
Brock	I-pers
,	O
Samuel	B-pers
Mullings	I-pers
,	O
Alexander	B-pers
Fry	I-pers
,	O
Thomas	B-pers
Turner	I-pers
,	O
Thomas	B-pers
Randall	I-pers
,	O
Richard	B-pers
Evans	I-pers
.	O
1.	O
Howard	B-pers
Deezly	I-pers
,	O
alias	O
Deardsley	B-pers
,	O
was	O
indicted	O
for	O
stealing	O
a	O
Coat	O
and	O
Waist-coat	O
,	O
the	O
Goods	O
of	O
Benjamin	B-pers
Moody	I-pers
,	O
Feb.	O
13	O
.	O
Guilty	O
.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
2.	O
Thomas	B-pers
Gilpin	I-pers
,	O
was	O
indicted	O
for	O
breaking	O
and	O
entring	O
the	O
House	O
of	O
Mary	B-pers
Adamson	I-pers
,	O
about	O
four	O
in	O
the	O
Afternoon	O
,	O
she	O
and	O
others	O
being	O
in	O
the	O
House	O
and	O
stealing	O
three	O
Pewter	O
Dishes	O
value	O
7	O
s.	O
6d	O
.	O
seventeen	O
Plates	O
and	O
a	O
Shift	O
,	O
the	O
Goods	O
of	O
Mary	O
Adamson	O
;	O
and	O
a	O
Shift	O
,	O
two	O
Caps	O
,	O
three	O
Aprons	O
,	O
and	O
a	O
Hankerchief	O
,	O
the	O
Goods	O
of	O
Mary	B-pers
Lansdale	I-pers
,	O
Jan.	O
22	O
.	O
Guilty	O
of	O
Felony	O
.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
3.	O
Mary	B-pers
Bingley	I-pers
,	O
alias	O
Brooks	B-pers
,	O
was	O
indicted	O
for	O
assaulting	O
Mary	B-pers
Crone	I-pers
in	O
Wood-street	B-place
Compter	I-place
,	O
putting	O
her	O
in	O
fear	O
,	O
and	O
taking	O
from	O
her	O
five	O
Guineas	O
,	O
the	O
Money	O
of	O
her	O
Husband	O
William	B-pers
Crone	I-pers
,	O
December	O
31	O
.	O
Acquitted	O
.	O
4.	O
Robert	B-pers
Roach	I-pers
,	O
was	O
indicted	O
for	O
privately	O
stealing	O
two	O
Wigs	O
value	O
7	O
s.	O
in	O
the	O
Shop	O
of	O
Michael	B-pers
Macnamar	I-pers
,	O
Jan.	O
23	O
.	O
Guilty	O
4	O
s.	O
10	O
d.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
5.	O
Hannah	B-pers
Hartford	I-pers
,	O
was	O
indicted	O
for	O
stealing	O
a	O
Shirt	O
,	O
two	O
Shifts	O
,	O
and	O
other	O
Linnen	O
,	O
the	O
Goods	O
of	O
James	B-pers
Lemon	I-pers
,	O
and	O
Richard	B-pers
Read	I-pers
,	O
Jan.	O
18	O
.	O
Guilty	O
.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
6.	O
William	B-pers
Bulbrook	I-pers
,	O
was	O
indicted	O
for	O
stealing	O
a	O
Copper	O
,	O
value	O
20	O
s.	O
the	O
Goods	O
of	O
Joseph	B-pers
Currier	I-pers
,	O
Feb.	O
13	O
.	O
Acquitted	O
.	O
7.	O
Joseph	B-pers
Stevens	I-pers
,	O
was	O
indicted	O
for	O
stealing	O
34	O
lb	O
of	O
Lead	O
,	O
the	O
Goods	O
of	O
Robert	B-pers
Sculthorp	I-pers
,	O
Jan.	O
20	O
.	O
Andrew	B-pers
Farling	I-pers
,	O
Apprentice	O
to	O
Mr.	O
Dormer	O
,	O
a	O
Bricklayer	O
,	O
deposed	O
,	O
that	O
he	O
and	O
the	O
Prisoner	O
being	O
at	O
work	O
at	O
the	O
Ipswich	B-place
Arms	I-place
in	O
Cullum-street	B-place
,	O
the	O
Prisoner	O
took	O
the	O
Lead	O
from	O
the	O
Gutter	O
,	O
and	O
they	O
sold	O
it	O
at	O
a	O
Chandler	O
's	O
Shop	O
in	O
Barbican	O
for	O
5	O
s.	O
and	O
shared	O
the	O
Money	O
between	O
them	O
.	O
Guilty	O
.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
8.	O
Thomas	B-pers
Beaumont	I-pers
,	O
was	O
indicted	O
for	O
assaulting	O
Martha	B-pers
Fowler	I-pers
with	O
an	O
intent	O
to	O
rob	O
her	O
,	O
December	O
22	O
.	O
Guilty	O
.	O
He	O
was	O
a	O
second	O
time	O
indicted	O
for	O
sending	O
a	O
Letter	O
dated	O
February	O
30	O
,	O
without	O
any	O
Name	O
subscribed	O
,	O
to	O
Dorothy	B-pers
,	O
the	O
Wife	O
of	O
John	B-pers
Penson	I-pers
,	O
demanding	O
four	O
Pounds	O
,	O
and	O
threatning	O
if	O
the	O
Money	O
was	O
not	O
left	O
as	O
directed	O
,	O
to	O
murder	O
her	O
.	O
March	O
2d	O
,	O
1733	O
.	O
John	O
Penson	O
.	O
About	O
the	O
end	O
of	O
February	O
last	O
,	O
or	O
the	O
beginning	O
of	O
March	O
,	O
when	O
I	O
came	O
home	O
my	O
Maid	O
deliver	O
'd	O
this	O
Letter	O
to	O
me	O
.	O
It	O
is	O
directed	O
to	O
my	O
Wife	O
,	O
and	O
contains	O
Threatnings	O
to	O
murder	O
her	O
if	O
she	O
did	O
not	O
leave	O
4	O
l.	O
in	O
a	O
Place	O
therein	O
mentioned	O
.	O
I	O
left	O
a	O
Bag	O
of	O
Shot	O
in	O
the	O
Place	O
,	O
and	O
set	O
a	O
Watch	O
,	O
but	O
could	O
not	O
make	O
any	O
Discovery	O
.	O
The	O
Boy	O
(	O
the	O
Prisoner	O
)	O
had	O
some	O
Relations	O
in	O
the	O
Neighbourhood	O
,	O
and	O
used	O
to	O
be	O
lurking	O
there	O
abouts	O
.	O
At	O
last	O
upon	O
some	O
Quarrel	O
between	O
his	O
Cousin	O
and	O
another	O
Woman	O
,	O
I	O
heard	O
that	O
he	O
was	O
in	O
Newgate	O
,	O
and	O
that	O
this	O
Letter	O
was	O
of	O
his	O
writing	O
.	O
Upon	O
this	O
,	O
I	O
went	O
to	O
him	O
and	O
shew	O
'd	O
him	O
the	O
Letter	O
,	O
and	O
asked	O
him	O
if	O
he	O
knew	O
it	O
.	O
He	O
said	O
,	O
Yes	O
,	O
very	O
well	O
,	O
for	O
he	O
wrote	O
it	O
himself	O
,	O
and	O
he	O
was	O
to	O
have	O
half	O
the	O
Money	O
,	O
and	O
these	O
People	O
(	O
John	O
and	O
Hester	B-pers
Robinson	I-pers
)	O
were	O
to	O
have	O
the	O
other	O
half	O
.	O
For	O
Mrs.	O
Penson	O
,	O
in	O
Silvuer-Street	O
,	O
Bloomsbury-Market	O
,	O
Feb.	O
30	O
.	O
Mrs.	O
Penson	O
if	O
you	O
dont	O
put	O
four	O
Pound	O
within	O
your	O
Rails	O
by	O
your	O
Bones	O
by	O
God	O
we	O
will	O
burn	O
you	O
and	O
your	O
Family	O
down	O
to	O
the	O
Ground	O
dam	O
our	O
Sols	O
if	O
we	O
dont	O
by	O
ten	O
a	O
Clock	O
and	O
if	O
you	O
set	O
a	O
Watch	O
the	O
furst	O
time	O
we	O
Litt	O
of	O
you	O
we	O
will	O
murder	O
you	O
dam	O
our	O
Eyes	O
if	O
we	O
dont	O
put	O
the	O
Munnuy	O
We	O
will	O
murder	O
you	O
by	O
God	O
by	O
us	O
J.H	O
Im	O
TG	O
TH	O
.	O
John	B-pers
Penny	I-pers
.	O
Mrs.	O
Penson	O
sent	O
for	O
me	O
and	O
shew	O
'd	O
me	O
the	O
Letter	O
.	O
I	O
watch	O
'd	O
till	O
one	O
in	O
the	O
Morning	O
but	O
to	O
no	O
purpose	O
.	O
I	O
went	O
to	O
Newgate	O
with	O
Mr.	O
Penson	O
.	O
We	O
shew	O
'd	O
the	O
Letter	O
to	O
the	O
Prisoner	O
;	O
he	O
own	O
'd	O
he	O
writ	O
it	O
,	O
and	O
carried	O
it	O
to	O
the	O
Post-house	O
in	O
Wild-street	O
.	O
Prisoner	O
.	O
I	O
was	O
light-headed	O
in	O
Newgate	O
,	O
and	O
did	O
not	O
know	O
what	O
I	O
said	O
.	O
Hester	B-pers
Robinson	I-pers
.	O
The	O
Day	O
before	O
this	O
Letter	O
was	O
sent	O
,	O
I	O
saw	O
the	O
Prisoner	O
writing	O
a	O
Letter	O
-	O
I	O
have	O
seen	O
him	O
write	O
before	O
,	O
and	O
I	O
believe	O
this	O
Letter	O
to	O
be	O
his	O
Hand	O
-	O
Jonathan	B-pers
Horn	I-pers
.	O
This	O
Woman	O
Hester	B-pers
Robinson	I-pers
told	O
me	O
that	O
the	O
Prosecutor	O
had	O
been	O
with	O
her	O
several	O
times	O
,	O
and	O
offer	O
'd	O
her	O
two	O
or	O
three	O
Guineas	O
to	O
swear	O
against	O
the	O
Boy	O
.	O
Ann	B-pers
Horn	I-pers
.	O
And	O
she	O
said	O
the	O
same	O
to	O
me	O
.	O
Robinson	O
.	O
He	O
never	O
offer	O
'd	O
me	O
a	O
Penny	O
to	O
swear	O
any	O
thing	O
but	O
the	O
truth	O
-	O
As	O
for	O
these	O
People	O
,	O
