TOKEN	NE
The	O
Black	O
Book	O
of	O
Newgate	O
OR	O
AN	O
EXACT	O
COLLECTION	O
OF	O
THE	O
Most	O
material	O
Proceedings	O
AT	O
ALL	O
The	O
SESSIONS	O
in	O
the	O
Old	O
baily	O
,	O
For	O
Eighteen	O
months	O
last	O
past	O
.	O
Particularly	O
relating	O
to	O
the	O
Tryals	O
of	O
John	O
Smith	O
George	O
Marshall	O
John	O
Darkin	O
Michael	O
Jones	O
Charles	O
Potter	O
Henry	O
Seabrooke	O
Elizabeth	O
Longman	O
Frances	O
Watson	O
,	O
alias	O
Riggs	O
.	O
Charles	O
Godfry	O
Roger	O
Withers	O
Matthew	O
Walkenden	O
John	O
Evans	O
John	O
Seabrooke	O
William	O
Minors	O
Arthur	O
Minors	O
Richard	O
Shaw	O
Thomas	O
Sadler	O
William	O
Johnson	O
Robert	O
William	O
and	O
Margaret	O
Dine	O
Nicholas	O
Throckmorten	O
William	O
Dennis	O
Mary	O
Hicks	O
,	O
&	O
c.	O
AS	O
ALSO	O
REFLECTIONS	O
and	O
OBSERVATIONS	O
on	O
several	O
Passages	O
.	O
Set	O
forth	O
for	O
a	O
Publick	O
warning	O
to	O
all	O
that	O
read	O
it	O
by	O
JF	O
.	O
IM	O
.	O
Gent	O
.	O
With	O
Allowance	O
.	O
Ro	O
.	O
L'Estrange	O
.	O
London	O
:	O
Printed	O
for	O
D.	O
M.	O
1677	O
.	O
The	O
Proceedings	O
at	O
all	O
the	O
Sessions	O
in	O
the	O
Old-Bayly	O
for	O
Eighteen	O
months	O
last	O
past	O
.	O
THough	O
this	O
Collection	O
was	O
intended	O
only	O
for	O
one	O
year	O
past	O
before	O
this	O
present	O
Aug.	O
1677	O
,	O
and	O
thence	O
(	O
if	O
encouraged	O
by	O
General	O
Acceptance	O
)	O
to	O
be	O
annually	O
continued	O
,	O
yet	O
we	O
shall	O
reflect	O
a	O
little	O
further	O
,	O
and	O
begin	O
with	O
.	O
An	O
account	O
of	O
the	O
