TOKEN	NE
THE	O
PROCEEDINGS	O
ON	O
THE	O
King	O
's	O
Commission	O
of	O
the	O
Peace	O
,	O
Oyer	O
and	O
Terminer	O
,	O
and	O
Gaol	O
Delivery	O
FOR	O
THE	O
CITY	O
of	O
LONDON	O
,	O
And	O
also	O
the	O
Gaol	O
Delivery	O
for	O
the	O
COUNTY	O
of	O
MIDDLESEX	O
,	O
Held	O
at	O
Justice-Hall	O
in	O
the	O
Old	O
Baily	O
,	O
On	O
WEDNESDAY	O
the	O
26th	O
,	O
and	O
THURSDAY	O
the	O
27th	O
of	O
February	O
.	O
In	O
the	O
19th	O
Year	O
of	O
his	O
MAJESTY	O
's	O
Reign	O
.	O
BEING	O
THE	O
Third	O
SESSIONS	O
in	O
the	O
MAYORALTY	O
OF	O
THE	O
Right	O
Honble	O
Sir	O
Richard	B-pers
Hoare	I-pers
,	O
Knt	O
.	O
LORD-MAYOR	O
of	O
the	O
CITY	O
of	O
LONDON	O
.	O
NUMBER	O
III	O
.	O
LONDON	O
:	O
Sold	O
by	O
C.	O
NUTT	O
,	O
at	O
the	O
Royal-Exchange	O
,	O
and	O
at	O
all	O
the	O
Pamphlet-Shops	O
of	O
London	O
and	O
Westminster	O
.	O
1746	O
.	O
[	O
Price	O
Six-pence	O
.	O
]	O
THE	O
PROCEEDINGS	O
ON	O
THE	O
King	O
's	O
Commission	O
of	O
the	O
Peace	O
,	O
Oyer	O
and	O
Terminer	O
,	O
and	O
Gaol	O
Delivery	O
held	O
for	O
the	O
City	O
of	O
London	O
,	O
&	O
c.	O
BEFORE	O
the	O
Right	O
Honourable	O
Sir	O
RICHARD	B-pers
HOARE	I-pers
,	O
Knt	O
.	O
Lord	O
Mayor	O
of	O
the	O
City	O
of	O
London	O
,	O
Mr.	O
Justice	O
FOSTER	O
,	O
Sir	O
SIMON	B-pers
URLING	I-pers
,	O
Knt	O
.	O
Recorder	O
,	O
and	O
others	O
of	O
His	O
Majesty	O
's	O
Justices	O
of	O
Oyer	O
and	O
Terminer	O
for	O
the	O
City	O
of	O
London	O
,	O
and	O
Justices	O
of	O
Gaol-Delivery	O
of	O
Newgate	O
,	O
holden	O
for	O
the	O
said	O
City	O
,	O
and	O
County	O
of	O
Middlesex	O
.	O
London	O
Jury	O
.	O
Samuel	B-pers
Vickers	I-pers
,	O
James	B-pers
Hutchings	I-pers
,	O
William	B-pers
Holloway	I-pers
,	O
Arthur	B-pers
Porkins	I-pers
,	O
William	B-pers
Lindsay	I-pers
,	O
William	B-pers
Munday	I-pers
,	O
Charles	B-pers
Ward	I-pers
,	O
Thomas	B-pers
Mason	I-pers
,	O
Richard	B-pers
Pepys	I-pers
,	O
William	B-pers
Squire	I-pers
,	O
Jonas	B-pers
Woodward	I-pers
,	O
Benjamin	B-pers
Crakentbrop	I-pers
.	O
Middlesex	O
Jury	O
.	O
John	B-pers
Dickins	I-pers
,	O
Richard	B-pers
Okeman	I-pers
,	O
Richard	B-pers
Steele	I-pers
,	O
Thomas	B-pers
Skeates	I-pers
,	O
Charles	B-pers
Durbam	I-pers
,	O
Robert	B-pers
Patker	I-pers
,	O
William	B-pers
Singleton	I-pers
,	O
Alexander	B-pers
Atkins	I-pers
,	O
Robert	B-pers
Hancock	I-pers
,	O
Thomas	B-pers
Evans	I-pers
,	O
Daniel	B-pers
Eventon	I-pers
,	O
Edward	B-pers
Gray	I-pers
.	O
88.	O
Anne	B-pers
Howard	I-pers
was	O
indicted	O
for	O
assaulting	O
Augustine	B-pers
Darosario	I-pers
,	O
and	O
robbing	O
him	O
of	O
6	O
l.	O
6	O
s.	O
in	O
Money	O
,	O
in	O
the	O
dwelling-House	O
of	O
Thomas	B-pers
Wadders	I-pers
.	O
Q	O
.	O
What	O
Language	O
does	O
the	O
Prosecutor	O
speak	O
?	O
Interpreter	O
.	O
Bengal	O
Language	O
.	O
Q	O
.	O
Ask	O
him	O
what	O
he	O
has	O
to	O
say	O
?	O
Interpreter	O
.	O
He	O
says	O
he	O
is	O
a	O
poor	O
Man	O
,	O
and	O
if	O
the	O
Gentlemen	O
and	O
Lord-Mayor	O
please	O
to	O
give	O
him	O
his	O
Money	O
.	O
Q	O
.	O
Ask	O
him	O
if	O
he	O
knows	O
the	O
Prisoner	O
at	O
the	O
Bar	O
?	O
Interpreter	O
.	O
Yes	O
.	O
Court	O
.	O
Then	O
let	O
him	O
tell	O
the	O
whole	O
Story	O
.	O
Interpreter	O
.	O
He	O
says	O
that	O
about	O
a	O
Month	O
and	O
a	O
half	O
ago	O
,	O
as	O
he	O
was	O
passing	O
by	O
,	O
the	O
People	O
call	O
'd	O
him	O
in	O
.	O
Q	O
.	O
Where	O
was	O
it	O
?	O
Interpreter	O
.	O
In	O
Kirby-Street	B-place
.	O
About	O
a	O
Month	O
and	O
a	O
half	O
ago	O
,	O
as	O
he	O
was	O
passing	O
by	O
the	O
Door	O
,	O
they	O
call	O
'd	O
him	O
in	O
,	O
at	O
the	O
Blue-Anchor	B-place
.	O
Court	O
.	O
Ask	O
him	O
what	O
the	O
Prisoner	O
did	O
to	O
him	O
?	O
Interpreter	O
.	O
She	O
shut	O
his	O
Eyes	O
with	O
her	O
Hands	O
,	O
and	O
the	O
Man	O
took	O
hold	O
of	O
him	O
about	O
the	O
Neck	O
.	O
Court	O
.	O
Ask	O
him	O
what	O
they	O
did	O
next	O
?	O
Interpreter	O
.	O
Nothing	O
else	O
.	O
Court	O
.	O
Did	O
not	O
they	O
take	O
his	O
Money	O
?	O
Interpreter	O
.	O
Yes	O
.	O
Q	O
.	O
Which	O
took	O
the	O
Money	O
out	O
?	O
The	O
Man	O
or	O
the	O
Woman	O
?	O
Interpreter	O
.	O
The	O
Woman	O
shut	O
his	O
Eyes	O
,	O
and	O
the	O
Man	O
,	O
who	O
is	O
since	O
dead	O
,	O
took	O
the	O
Money	O
out	O
of	O
his	O
Pocket	O
.	O
Q	O
.	O
Did	O
they	O
not	O
threaten	O
his	O
Life	O
?	O
Interpreter	O
.	O
No	O
,	O
they	O
did	O
not	O
,	O
nor	O
any	O
Thing	O
of	O
that	O
Sort	O
.	O
Q	O
.	O
Ask	O
him	O
whether	O
he	O
was	O
not	O
assured	O
they	O
would	O
do	O
him	O
some	O
Hurt	O
?	O
Interpreter	O
.	O
No	O
.	O
Q	B-pers
.	I-pers
(	O
to	O
the	O
Prisoner	O
)	O
Would	O
you	O
have	O
this	O
Witness	O
ask	O
'd	O
any	O
Questions	O
?	O
Prisoner	O
.	O
Please	O
you	O
my	O
Lord	O
,	O
I	O
am	O
innocent	O
.	O
Court	O
.	O
He	O
says	O
you	O
shut	O
his	O
Eyes	O
,	O
and	O
that	O
the	O
Man	O
,	O
who	O
is	O
since	O
dead	O
,	O
put	O
his	O
Hand	O
into	O
his	O
Pocket	O
,	O
and	O
took	O
out	O
his	O
Money	O
.	O
Prisoner	O
.	O
I	O
liv	O
'd	O
in	O
this	O
House	O
,	O
and	O
that	O
Black	O
,	O
the	O
Prosecutor	O
,	O
brought	O
in	O
two	O
Women	O
.	O
He	O
was	O
to	O
be	O
marry	O
'd	O
to	O
the	O
Daughter	O
,	O
and	O
the	O
Daughter	O
took	O
out	O
his	O
Money	O
.	O
The	O
next	O
Night	O
they	O
took	O
me	O
out	O
of	O
the	O
House	O
,	O
and	O
I	O
knew	O
nothing	O
of	O
it	O
.	O
Q	B-pers
.	I-pers
(	O
to	O
the	O
Prisoner	O
)	O
Have	O
you	O
any	O
Witnesses	O
?	O
The	O
Girl	O
said	O
she	O
was	O
innocent	O
,	O
but	O
she	O
call	O
'd	O
none	O
to	O
disprove	O
the	O
Fact	O
,	O
nor	O
to	O
her	O
Character	O
.	O
Guilty	O
of	O
the	O
Felony	O
,	O
but	O
not	O
of	O
the	O
Robbery	O
.	O
[	O
Transportation	O
.	O
See	O
summary	O
.	O
]	O
89.	O
Susannah	B-pers
Grant	I-pers
was	O
indicted	O
for	O
stealing	O
from	O
John	B-pers
Leugan	I-pers
,	O
a	O
Silk	O
Handkerchief	O
,	O
value	O
5	O
s.	O
and	O
five	O
Pieces	O
of	O
Gold	O
,	O
out	O
of	O
the	O
dwelling-House	O
of	O
Anne	B-pers
Austen	I-pers
,	O
Widow	O
.	O
Q	B-pers
.	I-pers
(	O
to	O
the	O
Interpreter	O
)	O
Ask	O
him	O
whether	O
he	O
knows	O
the	O
Prisoner	O
at	O
the	O
Bar	O
?	O
Interpreter	O
.	O
Yes	O
.	O
Q	O
.	O
Ask	O
him	O
whether	O
the	O
Prisoner	O
at	O
the	O
Bar	O
took	O
any	O
Money	O
from	O
him	O
?	O
Interpreter	O
.	O
Yes	O
.	O
Q	O
.	O
When	O
?	O
Interpreter	O
.	O
The	O
same	O
Day	O
the	O
other	O
Black	O
lost	O
his	O
;	O
about	O
a	O
Month	O
and	O
a	O
half	O
ago	O
.	O
Q	O
.	O
Where	O
did	O
he	O
meet	O
the	O
Prisoner	O
at	O
the	O
Bar	O
?	O
Interpreter	O
.	O
In	O
Whitechapel	O
.	O
Q	O
.	O
When	O
he	O
went	O
to	O
the	O
Widow	O
Austen	O
's	O
House	O
,	O
ask	O
him	O
whether	O
he	O
was	O
not	O
in	O
Bed	O
with	O
the	O
Prisoner	O
?	O
Interpreter	O
.	O
Yes	O
.	O
About	O
Ten	O
o'Clock	O
the	O
Woman	O
wak	O
'd	O
to	O
get	O
him	O
a	O
Pot	O
of	O
Beer	O
.	O
And	O
when	O
she	O
had	O
call	O
'd	O
for	O
some	O
,	O
he	O
afterwards	O
went	O
to	O
look	O
for	O
his	O
Breeches	O
,	O
but	O
could	O
not	O
find	O
them	O
.	O
There	O
were	O
two	O
Women	O
and	O
they	O
both	O
run	O
away	O
.	O
Q	O
.	O
Were	O
there	O
two	O
Women	O
in	O
Bed	O
with	O
him	O
?	O
Interpreter	O
.	O
No	O
,	O
One	O
of	O
them	O
was	O
in	O
Bed	O
with	O
another	O
Man	O
.	O
Q	O
.	O
Did	O
he	O
carry	O
her	O
before	O
the	O
Justice	O
?	O
Interpreter	O
.	O
Yes	O
.	O
She	O
was	O
charg	O
'd	O
with	O
the	O
Constable	O
and	O
carry	O
'd	O
before	O
Justice	O
Quarril	O
next	O
Day	O
.	O
Q	O
.	O
Was	O
there	O
any	O
Examination	O
of	O
her	O
?	O
Interpreter	O
.	O
Yes	O
.	O
Q	B-pers
.	I-pers
(	O
to	O
the	O
Prisoner	O
)	O
Will	O
you	O
ask	O
this	O
Man	O
any	O
Questions	O
?	O
He	O
says	O
,	O
that	O
you	O
and	O
he	O
went	O
to	O
Bed	O
together	O
;	O
and	O
he	O
missed	O
his	O
Breeches	O
,	O
and	O
you	O
and	O
the	O
other	O
Woman	O
run	O
away	O
.	O
That	O
is	O
the	O
Substance	O
of	O
what	O
he	O
says	O
against	O
you	O
.	O
Prisoner	O
.	O
Please	O
you	O
my	O
Lord	O
,	O
to	O
ask	O
him	O
whether	O
there	O
was	O
not	O
another	O
Woman	O
in	O
Bed	O
with	O
him	O
?	O
Interpreter	O
.	O
No	O
.	O
Thackhouse	O
,	O
the	O
Constable	O
.	O
The	O
10th	O
of	O
January	O
,	O
my	O
Lord	O
,	O
about	O
Ten	O
o'Clock	O
,	O
this	O
Person	O
,	O
the	O
Black	O
,	O
was	O
beating	O
the	O
Prisoner	O
at	O
the	O
Bar	O
.	O
-	O
Said	O
,	O
she	O
had	O
robb	O
'd	O
him	O
of	O
5	O
l.	O
14	O
s.	O
-	O
The	O
Watchman	O
brought	O
her	O
to	O
the	O
Watch-House	O
,	O
-	O
I	O
took	O
Charge	O
of	O
her	O
.	O
-	O
He	O
insisted	O
on	O
some	O
of	O
the	O
Money	O
,	O
which	O
he	O
was	O
positive	O
she	O
had	O
.	O
-	O
Upon	O
that	O
she	O
was	O
search	O
'd	O
,	O
and	O
I	O
took	O
two	O
Guineas	O
from	O
her	O
.	O
-	O
The	O
Prosecutor	O
